t,lateral_acc_mag,jerk_mag,risk_rate,torque_norm
0.1940,30.904787,44042.689865,44826.426352,145.6256
0.1960,17.624922,43483.169282,42492.636034,154.0807
0.1980,13.939632,40299.383217,31578.316361,128.6929
0.2000,17.626568,40275.445560,31595.634846,155.8821
0.2020,13.936566,40288.451892,31570.326783,113.8715
0.2040,30.366041,42931.513126,40560.468135,113.9548
0.2060,14.141383,42872.966049,40660.671941,146.8090
0.2080,5.242714,7800.740441,15514.577075,82.9880
0.2100,27.826593,42117.959588,31951.861628,165.1730
0.2120,25.976238,47715.043093,53723.861516,76.7191
0.2140,28.193704,27135.878228,53796.789080,135.5769
0.2160,25.971043,38854.870162,39046.952650,130.3372
0.2180,23.607555,42993.795379,49560.556117,129.6658
0.2200,20.746198,21120.184723,41942.465887,59.9716
0.2220,25.630539,45484.344264,43348.020162,174.4655
0.2240,25.954780,47148.315418,51377.863762,51.9535
0.2260,20.133585,22094.264381,44076.555372,125.7123
0.2280,18.545065,39578.372700,30440.018747,138.9314
0.2300,30.723631,44067.405515,44845.699341,69.2516
0.2320,34.850315,17199.771316,34333.587858,175.0662
0.2340,17.461447,47481.994474,52341.351095,97.2234
0.2360,14.051808,40827.931329,31518.897909,169.4623
0.2380,17.526926,40827.701266,31601.164086,111.4903
0.2400,28.502629,42097.863465,40486.616266,107.5963
0.2420,17.373211,42142.783971,40304.327162,159.0004
0.2440,14.055020,40925.932224,31184.613634,94.4934
0.2460,1.978322,6898.849040,13799.676356,141.6389
0.2480,18.602485,38704.466028,19913.087245,131.0167
0.2500,15.078571,40694.854187,33687.892497,133.4540
0.2520,5.171634,8679.785392,17308.336650,77.2431
0.2540,17.332821,39216.412664,18683.626695,174.8271
0.2560,13.883953,40818.569266,31204.676613,65.5185
0.2580,2.045230,6809.183358,13620.280905,127.5286
0.2600,18.814763,38743.787436,20181.811699,138.0086
0.2620,30.789266,44076.808115,45027.307869,67.7664
0.2640,2.088259,16327.575649,32654.617633,127.3755
0.2660,4.003334,38527.134148,5355.416259,76.9160
0.2680,28.605002,40572.418104,32143.713836,136.1138
0.2700,17.105318,42104.552585,40359.102183,149.3088
0.2720,13.917318,40927.515485,31003.901412,120.8553
0.2740,17.044632,40908.500474,30969.948299,154.0239
0.2760,13.855507,40926.803817,30875.478954,105.6668
0.2780,16.981790,40906.468866,30841.627681,156.2743
0.2800,13.788980,40922.010455,30740.138916,96.9758
0.2820,1.343029,6418.011045,12833.292672,144.1938
0.2840,17.926238,38463.672201,18846.736083,119.5497
0.2860,14.692073,40405.506820,32601.770297,138.6694
0.2880,2.230212,7585.324943,15088.490837,70.8940
0.2900,25.454759,41372.745063,27037.561367,172.4446
0.2920,23.764303,46631.357710,49148.079914,64.9414
0.2940,41.251498,31105.817817,62222.879477,66.5671
0.2960,17.797165,43846.053071,45534.583919,175.0577
0.2980,14.387720,40568.419771,32185.162586,62.2774
0.3000,2.199723,7326.636993,14614.689900,124.7916
0.3020,17.594814,37509.840171,18037.380703,95.7486
0.3040,28.581731,37819.406759,27209.110559,127.4670
0.3060,17.031041,42118.938316,40103.207899,151.8176
0.3080,13.818478,40818.785420,30582.240087,115.5465
0.3100,17.003947,40758.565831,30805.718272,152.8978
0.3120,13.601335,40812.517205,30535.949483,111.9633
0.3140,1.269281,6412.350795,12822.138919,152.1539
0.3160,17.995691,38468.590286,18732.017231,120.5632
0.3180,14.496519,40399.658800,32486.041211,146.4464
0.3200,2.315048,7545.467952,15011.829099,92.8902
0.3220,17.008637,39167.489598,16961.069691,164.8923
0.3240,13.662292,40764.816137,30420.894500,88.6742
0.3260,2.208555,6671.806793,13345.534615,131.8707
0.3280,18.830609,38845.539562,20365.379479,141.2250
0.3300,15.201401,40864.774793,34047.715541,129.8001
0.3320,2.234717,8140.262465,16222.431706,64.1080
0.3340,37.615234,44304.246460,37298.466383,174.8281
0.3360,13.592462,47383.391937,51179.259041,62.6132
0.3380,1.420866,6260.166747,12519.515071,127.2995
0.3400,18.019241,38531.833585,19082.222752,137.8470
0.3420,27.923025,42900.882723,40464.447378,66.8913
0.3440,34.508915,16050.314055,32013.204808,174.6849
0.3460,16.919674,47220.161429,51450.797984,90.7140
0.3480,13.696158,40638.201775,30619.410492,171.6570
0.3500,16.976240,40641.918639,30694.093595,109.5022
0.3520,28.511843,42059.133072,40238.256557,113.1260
0.3540,16.808928,42112.216948,40049.912124,158.8695
0.3560,13.532774,40852.560542,30328.018310,96.9565
0.3580,16.770526,40831.539893,30314.090585,162.1863
0.3600,13.488619,40846.343554,30239.238272,95.4994
0.3620,1.311441,6262.873193,12523.367400,133.7226
0.3640,2.150264,975.142294,1763.125836,82.0660
0.3660,25.405146,41305.980360,26797.193866,174.7324
0.3680,23.649551,46574.366371,48992.523750,68.6008
0.3700,17.351472,19540.268380,38926.151595,128.2584
0.3720,18.131867,38749.555662,26073.314754,146.3013
0.3740,14.612984,40502.966059,32757.892158,123.8637
0.3760,2.275852,7682.110463,15295.060247,79.8591
0.3780,17.911541,37783.123536,18778.083140,139.2373
0.3800,13.517120,36334.997590,7675.420890,140.5252
0.3820,16.834160,40606.426669,30342.800951,153.4966
0.3840,13.532218,40626.665338,30336.411292,122.7861
0.3860,16.846440,40608.850905,30366.301582,155.3539
0.3880,13.304178,40660.615936,30100.518665,109.5562
0.3900,16.839179,40726.763023,30152.143670,157.8089
0.3920,13.303125,40741.193849,30124.387205,106.4004
0.3940,1.316403,6141.071671,12282.308829,139.2838
0.3960,18.394119,38585.729019,19376.566601,130.9655
0.3980,27.775868,42924.233585,40709.220724,82.9852
0.4000,2.115046,14880.036792,29760.400416,130.9113
0.4020,1.031170,862.631034,1681.135249,71.5210
0.4040,45.562491,46280.554160,45780.490404,145.0394
0.4060,14.876737,49428.379920,58676.217693,128.2433
0.4080,18.108535,40485.811644,33005.488618,144.6706
0.4100,14.881869,40515.336229,32983.503562,126.1205
0.4120,2.111607,7733.042691,15395.447370,72.8381
0.4140,18.089788,37777.476337,18795.157051,144.5994
0.4160,13.427858,36302.808702,5574.781487,130.8353
0.4180,16.639942,40692.078873,30077.135268,152.2908
0.4200,13.397538,40714.316136,30017.098773,115.6107
0.4220,16.608503,40697.373732,30011.703238,153.3699
0.4240,13.361959,40716.830326,29944.018222,111.1931
0.4260,1.391640,6084.608755,12169.290777,153.8144
0.4280,18.199876,38613.347807,19351.785651,120.1954
0.4300,14.877831,40590.060874,33067.042952,145.5026
0.4320,2.186819,7828.825226,15595.642683,94.5161
0.4340,25.339374,41229.140680,26641.737897,165.1157
0.4360,23.719007,46517.261571,48985.959913,84.7988
0.4380,17.520755,19637.312544,39131.750083,132.2877
0.4400,26.232580,41214.226514,41164.709174,139.5622
0.4420,27.758362,45732.215934,53597.774796,69.1879
0.4440,1.952837,14810.341118,29618.645780,127.8203
0.4460,25.630132,41033.188672,26828.512368,128.8563
0.4480,23.663570,46376.967505,49271.668305,125.9107
0.4500,17.569205,19650.837502,39199.785606,42.0566
0.4520,28.780328,42041.509485,43930.219528,119.2901
0.4540,14.675701,38024.058455,23361.432390,167.0050
0.4560,18.330446,40481.211526,33031.845423,126.7781
0.4580,14.713304,40508.257748,33047.944037,155.2944
0.4600,18.369353,40497.720361,33104.812163,128.5068
0.4620,14.743859,40521.919779,33111.212368,151.6955
0.4640,2.362851,7773.638430,15474.819030,118.7692
0.4660,16.950453,39055.848598,16700.674443,159.7244
0.4680,13.304843,40701.127778,30253.037187,108.6555
0.4700,1.273001,6151.110548,12303.229423,139.0538
0.4720,39.106024,44124.640067,40091.571933,138.4634
0.4740,15.023527,47450.993550,54117.713843,135.6460
0.4760,18.219222,40537.972249,33256.455551,143.5733
0.4780,15.015029,40565.436556,33217.060122,134.1780
0.4800,2.196833,7821.480298,15575.655322,86.5152
0.4820,16.615433,39036.822611,16474.937954,174.8290
0.4840,13.379035,40682.181934,29980.733462,89.7256
0.4860,1.455478,6070.001608,12140.875158,124.4012
0.4880,18.286721,38624.921509,19500.701490,147.8626
0.4900,14.946735,40598.132438,33235.949218,129.3803
0.4920,34.095848,9852.883914,19198.928878,144.5875
0.4940,16.591208,47149.977904,50708.957521,153.3118
0.4960,13.239573,40628.004992,29825.603856,126.2735
0.4980,16.580741,40611.464315,29835.034263,154.9478
0.5000,13.225942,40632.417112,29795.306013,116.2547
0.5020,16.566934,40614.519521,29803.835854,157.1660
0.5040,13.206621,40632.760076,29755.927914,111.4323
0.5060,1.427625,5962.243323,11925.545674,141.3995
0.5080,18.433666,38661.228358,19683.464617,132.1180
0.5100,14.986078,40645.330582,33417.681618,138.4752
0.5120,2.227811,7959.011420,15856.785616,85.3296
0.5140,25.444466,41186.039979,26659.213852,174.0256
0.5160,23.734873,46479.953049,49109.454408,85.8754
0.5180,17.586889,19677.065881,39221.966351,125.3497
0.5200,18.577009,38903.593796,26794.524108,151.3555
0.5220,27.542575,42930.775902,40642.616227,50.9868
0.5240,2.185418,14825.246467,29650.022681,123.9841
0.5260,14.921483,7837.266261,15645.230995,128.9592
0.5280,29.886484,42935.377610,40464.911318,97.1232
0.5300,15.050019,42877.205390,40506.477210,174.8297
0.5320,18.220494,40560.091658,33288.294385,116.6622
0.5340,15.050665,40594.281669,33262.196400,169.5285
0.5360,18.218377,40588.339378,33283.510128,128.5019
0.5380,15.045371,40619.447088,33249.099719,156.6216
0.5400,18.212569,40611.993763,33269.061950,131.1396
0.5420,15.033971,40640.052430,33226.153120,146.6223
0.5440,2.222793,7880.691355,15704.660509,115.0740
0.5460,16.430160,39007.757846,16168.883678,164.0771
0.5480,13.235708,40655.470562,29647.610623,104.3282
0.5500,1.486730,5970.432978,11941.520898,136.0156
0.5520,18.270864,38677.766414,19532.280742,150.7105
0.5540,14.960301,40675.223573,33230.914367,128.5558
0.5560,2.147641,7907.096359,15760.934154,90.9671
0.5580,16.450395,38994.446267,16044.871884,174.8296
0.5600,13.090111,40642.338386,29543.746052,85.1747
0.5620,1.457752,5925.906189,11852.450850,127.4195
0.5640,16.233832,36583.987874,15102.982884,107.7502
0.5660,14.958976,35440.758595,1438.420555,172.8741
0.5680,18.425010,40662.850141,33409.329361,123.2118
0.5700,14.990561,40692.501065,33416.690340,158.6571
0.5720,18.456205,40683.315397,33468.595060,124.9809
0.5740,15.015148,40709.983030,33466.398666,151.9265
0.5760,18.482610,40699.358910,33516.028021,127.4048
0.5780,15.032606,40723.065736,33504.146564,152.1357
0.5800,2.264280,8011.068038,15969.073956,107.8767
0.5820,2.870078,9273.463246,2767.842454,128.3302
0.5840,2.245101,9237.432833,2582.356171,82.8702
0.5860,41.805822,46017.717130,41991.652164,174.7736
0.5880,23.740725,52275.650559,63593.738366,79.1922
0.5900,25.251188,46448.793504,48923.161821,174.7301
0.5920,23.738217,46469.460179,48930.025710,85.3719
0.5940,41.440470,31296.434347,62606.861215,35.0393
0.5960,34.096362,27214.979768,54337.669111,175.0344
0.5980,16.560330,46961.839314,50685.216051,65.0933
0.6000,13.343857,40446.581654,29908.065553,175.0317
0.6020,16.654887,40454.835627,30017.231579,96.3239
0.6040,28.776770,42052.200065,40216.729997,133.0471
0.6060,16.529555,42108.497296,40040.171521,157.9034
0.6080,13.243485,40681.580933,29756.166857,116.9691
0.6100,16.526201,40665.147120,29774.471141,161.1622
0.6120,13.233881,40684.213126,29736.912302,112.6152
0.6140,1.441877,6000.298601,12001.077870,135.1536
0.6160,18.314972,38675.752149,19503.888881,146.9120
0.6180,14.899952,40670.847905,33211.513625,133.1251
0.6200,2.224983,7879.352857,15704.785968,94.4748
0.6220,16.567085,39008.077491,16178.516611,174.8312
0.6240,13.123131,40661.398066,29688.401157,96.6605
0.6260,1.396364,5972.406809,11945.535407,124.4549
0.6280,18.456967,38681.352509,19622.866671,152.0817
0.6300,14.886980,40677.571876,33359.544177,128.5571
0.6320,33.895731,9774.644402,19049.284571,152.1692
0.6340,16.645786,47109.592262,50573.352401,153.5128
0.6360,13.074169,40598.773237,29726.053318,136.3226
0.6380,16.666254,40581.215337,29761.150565,155.2171
0.6400,13.090899,40600.713643,29756.704789,125.7491
0.6420,16.682541,40581.838727,29790.223578,157.4381
0.6440,13.101234,40598.727712,29776.741231,119.8779
0.6460,1.375650,5921.098356,11843.549757,141.4407
0.6480,18.706979,38696.057831,19945.136000,139.5785
0.6500,15.016193,40687.354002,33732.984716,137.0197
0.6520,2.275928,8032.594087,16002.607493,99.1202
0.6540,41.937366,46039.386461,42260.772671,170.7556
0.6560,23.873212,52289.518705,63859.193639,97.6505
0.6580,17.668118,19710.592127,39294.936469,129.9434
0.6600,26.335374,41309.662792,41492.991714,151.4834
0.6620,23.782880,43343.715235,50103.574931,125.0688
0.6640,20.495088,21075.563175,41905.390293,92.2195
0.6660,25.352602,45178.181537,42810.662737,174.4811
0.6680,23.706997,46428.755921,49006.566512,89.9043
0.6700,40.499070,22305.173470,44650.142265,174.7702
0.6720,18.571737,47865.926089,57832.233744,115.9512
0.6740,15.163674,40698.746710,33737.636483,170.8870
0.6760,18.586627,40688.924362,33770.803340,129.1034
0.6780,15.174092,40716.058939,33757.057464,155.9670
0.6800,18.597411,40704.807600,33788.605650,131.8695
0.6820,15.178114,40729.016516,33765.915780,145.0725
0.6840,18.603981,40716.361703,33795.748131,135.3026
0.6860,15.175592,40737.665994,33763.968572,144.2582
0.6880,2.306697,8058.386817,16061.516286,104.4433
0.6900,1.526913,1324.573192,2546.427949,135.8848
0.6920,18.685194,38732.275334,20059.102221,151.7567
0.6940,15.127998,40737.847679,33823.221015,127.9324
0.6960,2.233319,8080.755860,16104.665952,95.8576
0.6980,16.610365,38926.655067,16055.942516,174.8329
0.7000,13.017211,40537.347788,29638.217952,89.1304
0.7020,1.494307,5829.507295,11660.466033,127.6799
0.7040,4.745879,37944.426088,6137.397506,98.3222
0.7060,36.018330,44348.912239,40798.002781,174.5054
0.7080,18.873239,47672.138261,54925.210730,126.0171
0.7100,25.746090,42590.169390,39702.025882,120.3052
0.7120,18.709921,42625.847937,39530.044602,154.2402
0.7140,15.001320,40851.061770,33717.957866,105.7180
0.7160,18.677114,40817.287870,33704.095120,156.2542
0.7180,14.959866,40817.877650,33637.242071,99.4850
0.7200,2.150297,7845.967643,15657.315375,142.4290
0.7220,37.663362,43979.467650,37284.404389,110.7250
0.7240,13.685533,47085.046527,51305.103536,141.7317
0.7260,1.319478,6219.644093,12432.326477,75.4641
0.7280,18.233075,38814.017134,19459.440103,168.1215
0.7300,14.954445,40726.747732,33178.373469,60.1049
0.7320,2.043847,7672.722728,15309.333797,130.3824
0.7340,25.746038,41073.953623,27220.992790,124.4780
0.7360,23.918647,46411.692026,49638.313816,127.5588
0.7380,17.646573,19743.164880,39390.467790,26.1646
0.7400,30.150529,43908.178224,46014.537416,152.1830
0.7420,14.850537,42900.579348,40715.913350,126.1534
0.7440,34.380204,10047.460056,19581.017343,152.3039
0.7460,16.969704,47310.080144,51377.594803,148.2579
0.7480,13.550277,40734.990834,30512.968427,140.3979
0.7500,16.969102,40718.100422,30530.709365,154.3542
0.7520,13.547311,40738.000196,30503.038105,127.7722
0.7540,16.964746,40719.749557,30519.510550,156.4579
0.7560,13.538325,40736.956886,30483.284298,119.7548
0.7580,1.329289,6206.940202,12414.904080,144.0967
0.7600,18.448509,38575.779297,19526.429532,138.9437
0.7620,14.903996,40531.432469,33352.902108,137.3410
0.7640,2.315686,7814.427456,15551.676778,102.7097
0.7660,17.005439,39057.992177,16847.166533,173.0412
0.7680,13.429085,40703.449883,30435.527724,97.1597
0.7700,1.301552,6160.051096,12321.321381,127.7263
0.7720,18.636409,38593.611265,19729.633542,151.9172
0.7740,14.937033,40554.896215,33592.336622,125.2292
0.7760,21.295448,18130.620537,36205.897268,96.2158
0.7780,16.741449,36246.813822,5467.724931,174.8385
0.7800,13.555946,40670.685581,30291.986179,89.2883
0.7820,36.030650,11394.835004,22626.779375,174.8381
0.7840,18.421761,47477.345340,54476.383460,107.7200
0.7860,15.176785,40582.260434,33596.873562,174.8390
0.7880,18.439675,40579.147747,33636.796778,128.5282
0.7900,15.193171,40614.068020,33625.455814,161.6350
0.7920,18.453449,40609.391132,33663.582519,131.1469
0.7940,15.202985,40641.173873,33643.265124,147.5930
0.7960,18.462996,40634.960959,33679.516969,134.4381
0.7980,15.206090,40663.634377,33650.081929,142.9054
0.8000,2.238259,7982.968507,15901.445662,105.6896
0.8020,25.436992,41214.553609,26807.091455,168.3328
0.8040,23.886812,46517.805591,49249.822465,103.1580
0.8060,41.414619,31320.979871,62656.343107,41.6142
0.8080,26.184552,48311.861131,63006.189504,174.6186
0.8100,23.726795,43458.831539,49865.121656,41.0249
0.8120,20.465494,21006.119515,41810.590839,125.2084
0.8140,25.716491,45089.369068,43172.330548,123.7125
0.8160,45.645419,52085.452007,70074.719990,95.9210
0.8180,40.357005,32895.232122,65818.836547,174.8393
0.8200,18.445460,47742.959908,57584.342640,126.1250
0.8220,14.929484,40566.938038,33377.499094,161.4776
0.8240,18.477330,40558.033275,33427.880687,127.7311
0.8260,14.954892,40584.744361,33428.718331,152.7693
0.8280,18.504596,40574.410882,33477.054275,129.8413
0.8300,14.973409,40598.226405,33468.395927,150.7827
0.8320,2.390907,7886.897997,15704.330061,115.7380
0.8340,16.872296,39030.477471,16642.516060,161.8894
0.8360,13.339535,40668.520492,30200.731328,111.9798
0.8380,1.345348,6070.297508,12141.881413,134.7533
0.8400,18.650361,38638.555706,19815.926833,147.1019
0.8420,14.986963,40612.942006,33646.558353,132.7610
0.8440,2.321262,7939.438680,15807.183962,93.2178
0.8460,37.494847,44147.870792,37011.255035,174.8438
0.8480,13.505912,47199.803559,50956.306646,93.3011
0.8500,1.568098,6025.229113,12052.003121,127.4595
0.8520,18.452819,38659.201012,19873.926971,151.8912
0.8540,15.211229,40646.392906,33664.310148,124.8208
0.8560,34.188439,9770.084883,19035.276389,151.6562
0.8580,16.590165,47121.796520,50798.484574,141.9112
0.8600,13.344736,40596.064651,29926.990027,145.4020
0.8620,16.572629,40581.602825,29929.952628,153.8167
0.8640,13.326173,40605.543145,29884.859328,130.0854
0.8660,16.552116,40589.698454,29887.219997,155.6562
0.8680,13.302246,40610.870083,29834.326798,122.4336
0.8700,1.546910,5912.944276,11827.366211,149.4002
0.8720,18.567174,38707.584277,20007.637030,135.9199
0.8740,15.221114,40716.922786,33784.734324,139.1628
0.8760,2.248584,8063.806856,16067.689636,108.1716
0.8780,25.466599,41183.345204,26730.812118,170.7366
0.8800,23.846770,46498.639017,49247.023732,97.7672
0.8820,17.704918,19749.987299,39371.706365,130.7678
0.8840,18.698860,38978.908018,27142.307329,151.8277
0.8860,27.541979,42969.863258,40836.673392,23.9412
0.8880,2.201803,14827.335926,29654.466263,127.3901
0.8900,16.921975,38777.342450,16680.139400,123.7098
0.8920,47.270824,46066.767860,54163.698296,88.8437
0.8940,34.100017,26457.459168,52792.178766,174.8575
0.8960,17.091533,46859.597578,51177.035323,109.5909
0.8980,31.244482,42753.631967,44011.754985,121.0853
0.9000,16.987558,42799.437283,43846.315546,155.1202
0.9020,26.080069,43163.731557,39543.433899,100.2366
0.9040,30.254206,41773.680566,30915.290445,133.0047
0.9060,15.031430,42931.393143,41094.782098,145.0921
0.9080,18.741459,40596.183135,33796.050658,136.4725
0.9100,15.061134,40617.592251,33801.311307,143.1269
0.9120,2.379062,7942.120661,15809.461377,104.5279
0.9140,17.092680,39013.894165,16866.629932,169.5336
0.9160,13.407235,40643.967941,30497.019678,105.7533
0.9180,19.425808,16480.074378,32750.504403,131.9486
0.9200,18.558700,35356.477079,888.641341,152.4228
0.9220,15.314836,40633.695688,33862.726693,128.3760
0.9240,2.216844,7976.061975,15879.952231,92.6979
0.9260,16.772510,38997.988203,16670.085045,174.8537
0.9280,13.498354,40628.610721,30262.941986,92.9910
0.9300,1.534758,6027.269567,12056.039957,125.4211
0.9320,16.099829,36575.408961,14746.058908,120.6629
0.9340,15.272863,35377.348400,886.381410,166.7965
0.9360,18.640001,40632.337178,33932.319851,127.1349
0.9380,15.289643,40663.212443,33920.572858,155.1294
0.9400,18.655978,40655.805323,33961.641847,128.9201
0.9420,15.299686,40683.609902,33940.700428,151.7669
0.9440,2.286908,8049.912049,16032.796187,120.8309
0.9460,25.565192,41190.606002,26958.611072,160.5533
0.9480,23.980137,46498.372596,49469.892527,112.1471
0.9500,17.805341,19834.831848,39548.902883,137.6517
0.9520,26.650891,41386.579888,41892.130708,144.1600
0.9540,23.932249,43423.340313,50566.215872,132.2969
0.9560,20.623147,21218.907409,42183.971255,98.1839
0.9580,25.620902,45229.406188,43132.224051,174.5275
0.9600,23.871795,46474.158521,49429.848520,93.8774
0.9620,17.817482,19801.186939,39483.402098,125.5560
0.9640,18.909128,38995.881357,27428.017599,152.0259
0.9660,15.239308,40708.508842,34165.135311,125.1535
0.9680,34.034916,9670.721642,18845.444736,152.1109
0.9700,16.902826,47066.611848,50972.988321,145.5228
0.9720,13.276038,40527.119629,30179.821535,142.3162
0.9740,16.937392,40511.477267,30227.620155,154.0494
0.9760,13.308006,40532.605077,30239.812475,128.7116
0.9780,16.967402,40515.619445,30285.692211,155.8971
0.9800,13.333266,40534.129017,30288.492315,122.1751
0.9820,1.501066,5934.715377,11869.606160,147.1520
0.9840,39.673770,44349.502418,41126.523415,133.7271
0.9860,15.593261,47706.469486,55250.554454,143.2881
0.9880,18.805421,40708.618295,34409.230122,137.5005
0.9900,15.576668,40734.553184,34359.790831,139.5448
0.9920,2.296915,8159.012564,16249.859289,101.8726
0.9940,16.649753,38935.155679,16460.813309,172.3564
0.9960,13.430341,40536.420495,30057.935270,101.3512
0.9980,1.698854,5876.592274,11754.280364,127.0504
1.0000,18.842409,38749.879574,20489.189079,151.8635
1.0020,15.492324,40759.754976,34332.182010,128.5669
1.0040,2.232058,8180.532541,16296.052740,88.6701
1.0060,1.646161,1413.822659,2732.428011,131.0330
1.0080,15.796044,36556.989142,14256.995872,105.1564
1.0100,15.464432,35391.553890,394.725427,174.8646
1.0120,18.963441,40735.104981,34455.789879,126.6664
1.0140,15.498389,40766.077071,34466.704929,163.0249
1.0160,18.994923,40757.564622,34517.747076,128.6354
1.0180,15.525431,40785.505899,34519.197003,151.8770
1.0200,19.021724,40775.547966,34568.061626,131.2313
1.0220,15.545425,40800.481791,34559.913571,145.9994
1.0240,2.349414,8271.711549,16478.326146,111.3833
1.0260,25.675523,41147.399693,26964.635435,165.0433
1.0280,24.030585,46474.902334,49632.148310,106.7067
1.0300,17.938214,19909.091374,39707.376792,131.5853
1.0320,19.140677,39083.336360,27886.368349,151.0837
1.0340,15.503259,40798.090517,34648.766843,129.8516
1.0360,2.494611,8280.309798,16493.303194,90.7259
1.0380,37.328163,44002.158938,36679.883328,174.4912
1.0400,13.436664,47025.557388,50696.063632,91.0638
1.0420,1.909598,5779.578526,11560.134105,127.3291
1.0440,18.887809,38786.234944,20722.313354,151.7645
1.0460,27.730587,42968.720551,41270.359021,22.1283
1.0480,57.537539,15137.100135,30245.354426,152.0693
1.0500,19.320852,53553.121301,73201.221146,143.2110
1.0520,16.013518,41340.172874,35331.569586,149.2055
1.0540,19.250297,41312.076003,35283.990502,155.0667
1.0560,15.942146,41320.934096,35183.668485,131.8180
1.0580,32.700490,44210.925137,45335.400867,102.4815
1.0600,16.035885,44146.164303,45355.991381,145.3549
1.0620,19.405397,41153.265272,35457.103652,106.2449
1.0640,16.028268,41178.596151,35417.983307,143.8324
1.0660,5.285255,9281.576719,18535.667087,59.7758
1.0680,2.914291,3980.240502,7952.632260,136.6938
1.0700,19.437043,39105.607621,21780.660518,125.4643
1.0720,15.965022,41186.041943,35409.855259,128.1361
1.0740,5.179534,9276.564177,18526.055508,43.6368
1.0760,16.751769,38934.626923,17713.991467,174.9933
1.0780,13.564056,40478.559779,30290.135282,23.0957
1.0800,2.902063,6447.584168,12891.957643,129.0585
1.0820,15.709991,36745.039197,14538.564926,65.0692
1.0840,15.990885,35690.298219,5708.354670,174.9888
1.0860,19.598370,41174.177615,35618.530434,91.6059
1.0880,16.029940,41204.178733,35634.411711,160.8604
1.0900,19.635079,41195.576295,35690.688721,93.7266
1.0920,45.814604,45713.538536,52215.148702,125.9246
1.0940,25.663679,52176.122799,70204.021991,156.3350
1.0960,24.046158,46501.115446,49628.497351,125.4309
1.0980,18.008227,19953.650637,39794.259129,142.8828
1.1000,26.923101,41514.542290,42350.254853,137.5700
1.1020,24.106037,43545.354680,51007.414579,141.1038
1.1040,20.649232,21314.802118,42377.465547,104.1413
1.1060,25.748476,45224.258581,43252.376919,170.9117
1.1080,23.973026,46478.744473,49653.235226,104.2982
1.1100,18.033715,19937.429687,39765.029848,126.6977
1.1120,39.669634,44657.840482,45331.798792,152.6631
1.1140,15.620838,47755.191399,55278.403277,127.6005
1.1160,2.316827,8172.679587,16280.502863,92.6120
1.1180,16.643986,38929.258040,16466.345160,174.7628
1.1200,13.468079,40542.927024,30096.416646,93.1768
1.1220,1.723212,5888.588878,11778.199540,125.8612
1.1240,15.909834,36573.102237,14284.115823,121.0162
1.1260,15.533496,35409.613156,426.075802,167.4214
1.1280,18.837491,40749.042048,34387.990781,127.9724
1.1300,15.536889,40777.507465,34363.195690,155.5042
1.1320,18.840481,40767.899950,34391.004242,129.9196
1.1340,15.533991,40793.345820,34357.450513,150.2313
1.1360,2.317145,8182.854781,16305.473377,120.1484
1.1380,16.642103,38922.002006,16373.609384,161.7156
1.1400,13.353000,40534.385671,29977.059068,111.2747
1.1420,1.655203,5852.306450,11705.588765,138.0123
1.1440,18.920028,38788.587404,20554.616136,146.4646
1.1460,15.487130,40814.610682,34409.661411,131.3918
1.1480,2.272336,8211.444341,16363.245775,97.7310
1.1500,16.703368,38914.645267,16329.900527,174.8976
1.1520,13.251893,40524.248636,29958.366137,92.8120
1.1540,1.630178,5820.963611,11642.744383,126.8383
1.1560,19.087677,38794.244219,20708.460066,152.0480
1.1580,15.492309,40826.341621,34601.109461,125.1380
1.1600,33.977617,9520.183444,18549.776361,152.1175
1.1620,25.694159,48811.238346,54886.357248,144.7334
1.1640,24.015551,46436.064083,49641.249664,145.5117
1.1660,25.737846,46428.842063,49665.850411,154.8187
1.1680,24.053153,46454.010800,49719.041282,130.6789
1.1700,25.779996,46445.938170,49743.849153,156.6918
1.1720,24.088893,46469.280861,49793.238737,121.3480
1.1740,18.109824,20007.351527,39911.021629,146.8251
1.1760,19.325877,39145.847590,28277.056890,137.7449
1.1780,15.578914,40819.510996,34913.620213,136.8048
1.1800,2.512473,8313.534731,16556.554952,106.7840
1.1820,37.529455,44019.769445,36930.396702,168.3358
1.1840,13.557089,47050.979238,51018.308667,101.8527
1.1860,16.689755,40469.247731,30243.699578,173.0716
1.1880,13.542233,40492.437576,30201.125208,99.2732
1.1900,1.880829,5830.037367,11659.813840,127.1533
1.1920,19.082172,38811.012603,20941.532373,152.0724
1.1940,15.759304,40840.701434,34835.608429,127.0024
1.1960,2.299459,8300.550437,16536.045519,89.6357
1.1980,18.187614,37764.656207,19138.716043,147.8629
1.2000,13.438210,36160.832948,5974.630083,139.4354
1.2020,16.697041,40447.059781,30136.183568,152.5477
1.2040,13.436390,40472.445711,30106.448846,127.3296
1.2060,16.693745,40459.280617,30127.475673,153.6757
1.2080,13.428731,40481.875766,30089.417762,125.4343
1.2100,1.812831,5804.610635,11608.872864,152.8595
1.2120,19.132247,38828.108902,20947.190978,131.8040
1.2140,15.714339,40861.581592,34837.091623,145.9080
1.2160,2.349939,8327.540547,16592.748827,113.0030
1.2180,16.724669,38886.398244,16384.678356,164.8512
1.2200,13.324668,40477.754719,30037.911627,106.8152
1.2220,1.777878,5775.675415,11550.992086,133.3169
1.2240,19.255902,38833.833921,21049.048369,150.8059
1.2260,15.704063,40874.374078,34969.381144,129.5956
