t,lat_acc,jerk,lat_jerk,risk_rate,tilt_deg
0.0020,0.000000,0.000000,0.000000,0.000000,0.0000
0.0040,0.000000,0.000000,0.000000,0.000000,0.0292
0.0060,0.394152,14064.124124,4926.904432,8868.822130,0.0461
0.0080,0.561453,39252.583246,13974.003724,25153.768155,0.0927
0.0100,0.455626,39451.648133,14675.692332,26416.701824,0.1212
0.0120,0.641494,37965.048634,12620.606147,22717.732559,0.1741
0.0140,0.406636,38004.729825,12620.217401,22716.797958,0.2087
0.0160,0.742403,38006.373341,12614.133151,22706.182075,0.2691
0.0180,0.416710,38043.862449,12609.162984,22696.910082,0.3102
0.0200,0.849621,38043.448778,12601.341416,22683.264169,0.3788
0.0220,0.469504,38078.768174,12588.497776,22659.765501,0.4252
0.0240,0.686376,5162.122877,4802.788018,8645.704808,0.4533
0.0260,0.615950,40463.148566,12988.728172,23380.326659,0.5079
0.0280,0.664928,39137.158981,13116.503537,23610.371295,0.5423
0.0300,0.668770,3962.094253,3838.963176,6910.802487,0.5553
0.0320,0.721516,39343.197466,12084.365888,21752.580115,0.5985
0.0340,0.579285,38143.122213,12563.616876,22615.089663,0.6186
0.0360,0.949269,4972.899510,4620.297863,8317.485422,0.6202
0.0380,0.566238,40393.947427,12825.980122,23087.330458,0.6496
0.0400,0.836093,39096.096795,12981.885234,23368.229515,0.6602
0.0420,0.597088,39078.557605,12970.872349,23348.167317,0.6987
0.0440,0.764714,39093.859625,12956.170434,23321.871495,0.7170
0.0460,0.818646,3969.624629,3843.516673,6919.148657,0.7136
0.0480,0.755834,39412.582570,12173.168303,21912.458780,0.7418
0.0500,0.689717,38216.877094,12621.290464,22719.012553,0.7468
0.0520,1.060021,4825.822114,4479.397540,8063.975593,0.7329
0.0540,0.613437,40321.024947,12682.921474,22829.872091,0.7483
0.0560,0.918294,39039.961847,12857.336457,23144.123917,0.7747
0.0580,0.896074,15994.180281,15899.434712,28619.878556,0.7920
0.0600,1.332016,34974.171943,4176.783085,7519.541570,0.8423
0.0620,0.918148,38273.265179,12611.649674,22701.887561,0.8687
0.0640,1.380504,38274.396190,12605.814808,22691.847160,0.9290
0.0660,0.948255,38311.601766,12594.410514,22670.887179,0.9651
0.0680,0.942099,4647.222424,4315.555520,7768.942035,0.9919
0.0700,1.014387,45753.184074,23657.486366,42584.489845,1.0415
0.0720,1.004717,54012.958001,37689.367633,67841.866456,1.0773
0.0740,0.396466,33992.038398,33983.742927,61171.133733,1.0800
0.0760,1.106239,49582.090115,34222.353337,61601.342245,1.1130
0.0780,0.828273,41246.442791,21179.370531,38123.695229,1.1212
0.0800,1.141197,38375.218651,12577.875740,22641.317530,1.1757
0.0820,0.542756,41189.533421,21000.727999,37801.853155,1.1981
0.0840,1.037035,34420.866222,34252.629562,61655.770247,1.2056
0.0860,0.659272,55037.502205,37763.262431,67974.531648,1.2379
0.0880,1.043769,54052.497949,37713.834117,67885.945180,1.2557
0.0900,0.380323,34025.982410,34017.154965,61231.259259,1.2529
0.0920,0.370774,42261.116183,20870.527691,37567.320617,1.2855
0.0940,0.235722,38434.887993,12582.850902,22649.367345,1.2935
0.0960,0.411565,4425.526598,4112.655991,7403.192348,1.2808
0.0980,0.216409,40170.929286,12136.440020,21845.808445,1.2996
0.1000,0.233372,38983.899012,12359.754402,22247.791296,1.2973
0.1020,0.590227,4002.863731,3880.425495,6985.356117,1.2718
0.1040,0.120658,39603.533002,12328.284446,22191.032662,1.2804
0.1060,0.385247,38452.652862,12656.867107,22782.746039,1.2656
0.1080,0.269199,38443.126734,12663.961475,22795.399854,1.2843
0.1100,0.204355,38465.144581,12683.397324,22830.319537,1.2789
0.1120,0.593070,4412.728379,4100.881057,7382.178974,1.2955
0.1140,0.088508,41301.909574,11579.102074,20842.472241,1.3409
0.1160,0.486491,40138.920570,12037.663308,21668.280446,1.3656
0.1180,0.194875,38911.516602,12289.498874,22121.292848,1.4197
0.1200,0.397522,38940.771642,12254.641181,22058.751647,1.4530
0.1220,0.333841,38930.942202,12230.743733,22015.672560,1.5159
0.1240,0.359718,38958.291631,12192.894720,21947.570214,1.5578
0.1260,0.465730,38946.673626,12168.442132,21903.661568,1.6298
0.1280,0.373492,38972.163016,12128.636413,21831.919035,1.6803
0.1300,0.428715,4128.255206,4010.633122,7219.568334,1.7062
0.1320,0.441895,39725.437986,12268.596531,22083.915650,1.7665
0.1340,0.328822,38611.042901,12501.125448,22502.354628,1.8017
0.1360,0.540939,38608.399988,12491.823306,22485.822891,1.8716
0.1380,0.283536,38642.127384,12471.615096,22449.190708,1.9165
0.1400,0.614608,4145.727430,3876.219552,6977.809803,1.9399
0.1420,0.310911,40071.207544,11658.451127,20985.522941,1.9952
0.1440,0.530533,38968.461168,11870.798718,21367.968226,2.0290
0.1460,0.705713,4030.240443,3915.969488,7049.450791,2.0377
0.1480,0.468144,39780.332883,12241.772479,22035.658606,2.0824
0.1500,0.556404,38696.731699,12440.398412,22393.273546,2.1024
0.1520,0.916964,3991.100917,3726.662458,6708.909389,2.1105
0.1540,0.848359,45496.395314,23111.768459,41602.031585,2.1447
0.1560,0.813752,54087.937756,37609.011471,67697.034399,2.1640
0.1580,1.048688,34016.460657,34007.371603,61214.317573,2.1543
0.1600,0.399852,47029.664472,29801.506080,53643.110797,2.1783
0.1620,0.693560,39943.416625,17206.718624,30972.787084,2.1767
0.1640,0.319583,38720.967694,12474.251266,22453.971862,2.2115
0.1660,0.517103,38747.165583,12481.502769,22467.222087,2.2215
0.1680,0.873065,3882.530019,3620.778927,6518.275134,2.2198
0.1700,0.978777,45440.025701,23027.288302,41450.097721,2.2444
0.1720,0.746240,54070.123291,37619.543216,67715.924030,2.2442
0.1740,1.002854,18980.115378,18979.838327,34164.711842,2.2190
0.1760,0.560434,39839.337889,12368.811011,22264.420253,2.2405
0.1780,1.000089,41137.269369,20248.874581,36448.974334,2.2300
0.1800,0.538604,48435.329651,33575.099418,60435.717557,2.2627
0.1820,0.846858,48453.458754,33569.197251,60425.401910,2.2637
0.1840,1.049758,33662.624232,33515.771439,60329.438348,2.2502
0.1860,0.740448,54754.408650,37381.052649,67286.635215,2.2629
0.1880,0.937996,54119.978899,37779.099933,68003.317874,2.2611
0.1900,1.027560,34521.951049,34516.715366,62131.115220,2.2830
0.1920,0.480981,43917.314550,21240.000438,38232.481770,2.3398
0.1940,0.827906,40229.832954,12944.095284,23300.199416,2.3710
0.1960,0.338777,39093.776090,13091.191795,23564.484007,2.4371
0.1980,0.642142,39129.693511,13073.125562,23532.268153,2.4775
0.2000,0.273729,39127.617491,13059.730092,23507.787895,2.5526
0.2020,0.473857,39161.286531,13037.474839,23467.928567,2.6021
0.2040,0.307517,39157.253918,13022.792226,23441.333524,2.6862
0.2060,0.324488,39188.717992,12994.543160,23390.502176,2.7448
0.2080,0.221192,12813.203250,6261.099110,11270.199591,2.7855
0.2100,0.640034,13786.316816,6174.889617,11115.441345,2.8014
0.2120,0.019413,40279.768051,12862.551603,23152.612299,2.8525
0.2140,0.448867,39217.220969,12985.534519,23374.411002,2.8789
0.2160,0.730459,4194.746730,4045.598444,7282.807658,2.8835
0.2180,0.226822,39634.846770,10938.291612,19689.151723,2.9207
0.2200,0.547155,38604.571713,11239.633153,20231.886830,2.9363
0.2220,0.913446,4642.091356,4487.898433,8079.130626,2.9273
0.2240,0.330767,40286.309575,12900.238720,23220.760463,2.9541
0.2260,0.704115,39222.041300,13036.736392,23466.829620,2.9561
0.2280,0.223259,39210.092386,13044.739993,23480.755246,2.9939
0.2300,0.517016,39230.391243,13053.745079,23497.258158,3.0071
0.2320,0.841178,4094.811461,3942.099938,7096.621066,2.9987
0.2340,0.291209,39580.049810,10864.692165,19556.737106,3.0234
0.2360,0.664238,38541.729270,11204.410324,20168.602821,3.0267
0.2380,0.980316,4634.487393,4470.410770,8047.719702,3.0162
