t,lat_acc,jerk,lat_jerk,risk_rate,tilt_deg
0.0020,0.000000,0.000000,0.000000,0.000000,0.0000
0.0040,0.000000,0.000000,0.000000,0.000000,0.0039
0.0060,0.495802,7016.711312,6197.524187,11156.039339,0.0163
0.0080,0.925631,24850.391489,20506.594416,36912.795579,0.0391
0.0100,0.102184,30817.245040,27404.910542,49328.941160,0.0610
0.0120,1.315223,18934.669843,13846.367045,24924.775905,0.0879
0.0140,0.719420,34760.508536,29562.607788,53213.413437,0.1044
0.0160,1.349813,4510.936946,4344.549660,7821.539200,0.1143
0.0180,0.285513,31624.880695,31143.815623,56059.153635,0.1170
0.0200,1.202828,22566.793387,17683.553558,31831.599232,0.1297
0.0220,0.218614,34299.658567,31738.454820,57129.437290,0.1399
0.0240,0.962315,18942.262123,13835.273348,24904.454340,0.1602
0.0260,0.152874,28326.312583,25226.316050,45407.521765,0.1633
0.0280,1.167455,8823.927568,6138.366441,11050.227049,0.1681
0.0300,0.406059,32600.492545,26336.099042,47405.384334,0.1838
0.0320,0.945721,18926.243632,13821.481319,24879.612096,0.1813
0.0340,0.241715,25805.941110,25316.842094,45570.557484,0.1915
0.0360,1.282082,23116.706861,12814.504465,23067.390118,0.2078
0.0380,0.276879,36422.916671,33035.387245,59463.973920,0.2019
0.0400,1.028430,11688.117869,10370.207189,18667.401371,0.2052
0.0420,0.660497,34926.343714,28221.012625,50798.483222,0.2244
0.0440,1.062523,22841.075975,18135.454010,32644.879741,0.2409
0.0460,0.703773,31351.861957,28653.065978,51576.222533,0.2579
0.0480,1.020943,22934.248583,18027.511702,32450.542007,0.2520
0.0500,0.319989,26855.810619,26348.970394,47428.466698,0.2581
0.0520,1.194076,24640.240196,13387.389454,24098.495093,0.2789
0.0540,0.185949,33434.861566,30305.389966,54549.887887,0.2818
0.0560,1.056622,9439.612609,6737.095601,12127.828705,0.2859
0.0580,0.602889,32849.092340,26553.413008,47796.746304,0.3011
0.0600,0.997244,18814.084352,13913.195615,25044.749351,0.3121
0.0620,0.624259,31341.285896,28629.720873,51534.121829,0.3245
0.0640,1.086662,22931.633471,18010.219815,32419.482329,0.3155
0.0660,0.369313,30641.942067,30225.705153,54406.638589,0.3173
0.0680,1.399648,24144.186932,12688.138141,22840.048302,0.3337
0.0700,0.091889,36632.564406,33733.460915,60720.321536,0.3323
0.0720,1.128356,8147.205547,4974.506406,8955.239886,0.3326
0.0740,0.526104,36176.466435,30476.368388,54857.989202,0.3434
0.0760,1.244763,18411.252391,13209.471389,23778.293263,0.3509
0.0780,0.566570,34681.289437,32304.875244,58149.342009,0.3685
0.0800,1.145543,18413.081955,13207.268347,23774.228567,0.3686
0.0820,0.072505,29859.281958,29196.111690,52553.073547,0.3704
0.0840,1.297504,21020.441587,8309.198213,14957.854288,0.3824
0.0860,0.010577,34257.625956,31672.146284,57009.873888,0.3766
0.0880,1.204894,8140.696244,4979.847579,8964.930536,0.3788
0.0900,0.287615,38721.434292,29811.503636,53660.994160,0.3828
0.0920,1.436163,18465.202774,3889.554233,7002.633783,0.3834
0.0940,0.175971,34678.722310,32298.152230,58136.849985,0.3891
0.0960,1.022836,18518.837982,4472.235522,8051.046775,0.3866
0.0980,0.164527,23213.432593,23178.310297,41721.123061,0.3916
0.1000,0.793142,24741.876888,1649.845282,2970.514650,0.3973
0.1020,0.694783,28644.559013,22173.004361,39912.102633,0.4010
0.1040,0.261154,20076.558067,15592.533700,28066.821813,0.4092
0.1060,0.192715,18494.035610,5162.387600,9292.490395,0.4150
0.1080,0.737122,14476.015187,14001.814629,25204.003454,0.4134
0.1100,0.150318,22936.800533,17856.022747,32140.991263,0.4230
0.1120,0.640210,18910.053135,13577.118316,24439.453179,0.4292
0.1140,0.096374,18905.124309,13574.311639,24433.857325,0.4466
0.1160,0.552360,18910.543714,13576.360585,24438.001414,0.4462
0.1180,0.592989,8448.869085,5815.475204,10468.448355,0.4474
0.1200,0.081812,20861.172749,8297.576903,14935.720237,0.4592
0.1220,0.504738,18956.178375,13936.457474,25086.128192,0.4539
0.1240,0.577039,9194.749538,6560.716013,11809.865862,0.4502
0.1260,0.138899,21482.932104,9429.812587,16973.801555,0.4575
0.1280,0.487903,19088.103874,14100.734539,25381.810074,0.4615
0.1300,0.169740,19083.143017,14097.842917,25376.286989,0.4764
0.1320,0.406530,19088.701465,14101.306858,25382.758875,0.4738
0.1340,0.507960,9602.433989,7134.926448,12843.375566,0.4732
0.1360,0.100679,21542.101718,9587.348841,17257.328593,0.4830
0.1380,0.429641,18952.998652,13925.745033,25066.770701,0.4841
0.1400,0.101802,11768.214403,10717.636534,19291.847563,0.4923
0.1420,0.608718,11764.660302,10715.941115,19289.302725,0.4979
0.1440,0.028110,18944.766534,13919.190659,25054.571296,0.5045
0.1460,0.861386,22945.698751,18103.562071,32587.273114,0.5137
0.1480,0.101051,27122.692495,22368.830844,40263.996571,0.5282
0.1500,0.765743,27125.706192,22371.673160,40269.777431,0.5217
0.1520,0.818599,11503.910378,10268.086687,18483.374635,0.5257
0.1540,0.127591,24293.702591,12867.746049,23162.070480,0.5452
0.1560,0.375481,22639.430868,17596.321756,31673.754642,0.5472
0.1580,0.497780,8696.515814,5930.954413,10676.215724,0.5513
0.1600,0.120245,21540.753184,9576.239098,17237.350621,0.5648
0.1620,0.404474,18317.432944,13183.216317,23730.193843,0.5761
0.1640,0.196803,18594.727052,13707.966479,24674.536466,0.5880
0.1660,0.667951,22636.355480,17939.527686,32291.817786,0.5791
0.1680,0.727835,11490.045500,10100.055277,18180.827334,0.5809
