t,lat_acc,jerk,lat_jerk,risk_rate,tilt_deg
0.0020,0.000000,0.000000,0.000000,0.000000,0.0000
0.0040,0.000000,0.000000,0.000000,0.000000,0.0292
0.0060,0.394161,14064.153027,4927.013885,8869.019153,0.0461
0.0080,0.561284,39252.994335,13975.188746,25155.901027,0.0927
0.0100,0.455474,39451.648807,14675.691494,26416.700163,0.1212
0.0120,0.641359,37965.049974,12620.605122,22717.730578,0.1741
0.0140,0.406479,38004.731030,12620.215976,22716.795236,0.2087
0.0160,0.742295,38006.374439,12614.131423,22706.178856,0.2691
0.0180,0.416569,38043.863423,12609.160923,22696.906231,0.3102
0.0200,0.849534,38043.449636,12601.339023,22683.259776,0.3788
0.0220,0.469389,38078.768909,12588.495055,22659.760488,0.4252
0.0240,0.686251,5162.122928,4802.788749,8645.705999,0.4533
0.0260,0.615864,40463.147768,12988.730465,23380.330700,0.5079
0.0280,0.664812,39137.158093,13116.505361,23610.374462,0.5423
0.0300,0.668674,3962.092333,3838.960794,6910.798104,0.5554
0.0320,0.721416,39343.197421,12084.360644,21752.570575,0.5985
0.0340,0.579187,38143.122207,12563.612071,22615.080915,0.6187
0.0360,0.949186,4972.899874,4620.298901,8317.487207,0.6202
0.0380,0.566145,40393.947184,12825.983836,23087.337050,0.6496
0.0400,0.836009,39096.096364,12981.888098,23368.234585,0.6602
0.0420,0.597012,39078.557205,12970.875226,23348.172419,0.6987
0.0440,0.764633,39093.859343,12956.173598,23321.877109,0.7170
0.0460,0.818582,3969.620590,3843.512136,6919.140426,0.7136
0.0480,0.755761,39412.581430,12173.159890,21912.443563,0.7418
0.0500,0.689651,38216.876052,12621.282767,22718.998633,0.7469
0.0520,1.059650,4825.822769,4479.625105,8064.384838,0.7638
0.0540,1.365929,49288.281782,27273.148283,49093.032838,0.8237
0.0560,1.151080,48438.576152,27746.888484,49945.550351,0.8632
0.0580,1.413101,39035.301611,12758.048241,22965.899936,0.9329
0.0600,1.175645,39058.817374,12718.164646,22893.872007,0.9815
0.0620,0.831661,3945.013470,3820.568022,6877.854101,1.0057
0.0640,1.258981,39493.361872,12145.121845,21862.478303,1.0643
0.0660,0.855345,38327.548100,12516.665919,22530.854000,1.0985
0.0680,0.910724,4603.383112,4277.642504,7700.667230,1.1218
0.0700,0.901583,45742.290554,23607.524682,42494.446011,1.1692
0.0720,0.961441,54009.400594,37645.360438,67762.610229,1.2021
0.0740,0.398057,33968.207660,33959.497872,61127.494227,1.2024
0.0760,1.049525,49569.432704,34182.344618,61529.269837,1.2338
0.0780,0.818108,41249.458960,21117.817824,38012.890192,1.2400
0.0800,1.076033,38389.498657,12506.471024,22512.723876,1.2922
0.0820,0.487143,41192.373877,20940.237962,37692.915474,1.3127
0.0840,1.048710,34395.458188,34229.172959,61613.560037,1.3176
0.0860,0.587363,55024.293946,37728.005538,67910.997332,1.3482
0.0880,1.040809,54048.863349,37674.435702,67815.025073,1.3639
0.0900,0.441252,34004.590825,33995.389995,61192.143243,1.3585
0.0920,0.296739,42253.607046,20822.793379,37481.324820,1.3888
0.0940,0.272657,38447.417407,12517.613706,22531.977328,1.3946
0.0960,0.485259,4388.380943,4080.344617,7345.105569,1.3794
0.0980,0.177311,40168.569371,12085.753912,21754.534352,1.3962
0.1000,0.298035,38992.819632,12297.461829,22135.729328,1.3919
0.1020,0.654530,3974.265557,3854.577533,6938.894090,1.3640
0.1040,0.124703,39604.785766,12280.765534,22105.502664,1.3708
0.1060,0.444296,38463.720533,12596.516052,22674.173190,1.3539
0.1080,0.222161,38454.004200,12604.179214,22687.744746,1.3710
0.1100,0.256208,38475.701231,12602.505573,22684.766238,1.3959
0.1120,0.781171,17278.034030,17239.255350,31031.440801,1.4139
0.1140,1.182687,36426.779999,8178.929757,14723.256249,1.4613
0.1160,0.858977,38969.227905,12189.381294,21941.745306,1.4974
0.1180,0.103702,36491.370689,8251.768311,14853.286661,1.5491
0.1200,0.517735,36458.576205,8299.952040,14940.431406,1.5794
0.1220,0.167570,38938.885142,12162.257916,21892.231820,1.6401
0.1240,0.420837,38966.127453,12125.304559,21825.969043,1.6794
0.1260,0.301706,38954.387008,12101.503186,21783.007441,1.7492
0.1280,0.371898,38979.771624,12062.592357,21713.038141,1.7974
0.1300,0.552650,4134.263555,4020.536480,7237.518314,1.8209
0.1320,0.370732,39720.931968,12210.887667,21979.968534,1.8791
0.1340,0.417746,38614.246343,12424.348677,22364.245363,1.9120
0.1360,0.443693,38611.448347,12415.607587,22348.537349,1.9800
0.1380,0.321159,38645.039210,12396.223907,22313.524191,2.0229
0.1400,0.690217,4139.541021,3875.485570,6976.564243,2.0441
0.1420,0.266641,40069.304019,11613.311146,20904.226704,2.0975
0.1440,0.577761,38975.221865,11810.592775,21259.644757,2.1295
0.1460,0.793942,4039.396131,3928.724859,7072.498688,2.1362
0.1480,0.472306,39775.632872,12188.536615,21939.838213,2.1791
0.1500,0.628037,38698.762532,12369.210562,22265.207050,2.1973
0.1520,0.987388,3986.691104,3727.406595,6710.319259,2.2032
0.1540,0.870077,45499.429982,23099.747045,41580.414757,2.2356
0.1560,0.866438,54103.429578,37606.492238,67692.552466,2.2530
0.1580,1.114789,34034.711804,34025.488401,61246.993912,2.2386
0.1600,0.740637,49475.264396,33792.935991,60828.025422,2.2671
0.1620,0.925099,48537.539825,33690.656245,60644.106340,2.2739
0.1640,0.516313,41227.702767,20470.267544,36846.997892,2.3170
0.1660,0.717072,38736.220287,12392.275441,22306.812865,2.3241
0.1680,1.237569,18553.428338,18416.812006,33151.499181,2.3168
0.1700,0.582264,54785.375705,37355.702789,67240.847285,2.3467
0.1720,0.587068,44683.301787,23611.193769,42500.735852,2.3550
0.1740,0.975482,4760.034265,4620.917753,8318.627437,2.3390
0.1760,0.343919,40178.100330,12838.388613,23109.443423,2.3587
0.1780,0.742607,39102.518595,13001.743804,23403.881454,2.3540
0.1800,0.146814,39089.711524,13006.684977,23412.179773,2.3844
0.1820,0.528268,39108.324361,13017.930687,23432.803505,2.3905
0.1840,0.759855,4501.272116,4339.193112,7811.307457,2.4085
0.1860,0.999748,48234.717307,25561.338021,46011.408186,2.4722
0.1880,0.664691,47492.916841,25967.009520,46741.281827,2.5133
0.1900,0.208916,4760.370336,4617.428908,8311.580951,2.5293
0.1920,0.791811,40205.148164,12817.560796,23072.401244,2.5797
0.1940,0.321542,39135.255263,12944.991339,23301.305952,2.6046
0.1960,0.900304,39129.196547,12937.345788,23288.122722,2.6640
0.1980,0.425593,39157.142156,12924.727324,23264.934778,2.6981
0.2000,0.377061,4364.379102,4212.501611,7582.879960,2.7206
0.2020,0.729478,37687.973214,9308.171591,16755.438341,2.7605
0.2040,1.055768,36521.619695,9411.364919,16941.512622,2.7783
0.2060,0.517502,38615.333647,11325.187127,20385.854331,2.8285
0.2080,0.865833,38639.479786,11298.756918,20338.628284,2.8564
0.2100,0.327551,38624.567605,11283.632571,20310.866178,2.9168
0.2120,0.700672,38646.995613,11253.966099,20257.839650,2.9549
0.2140,0.170270,38630.337543,11238.049063,20228.658583,3.0255
0.2160,0.563681,38651.094119,11206.977252,20173.122736,3.0741
0.2180,0.875805,4794.276071,4651.630160,8373.810093,3.0975
0.2200,0.400318,40297.429384,12749.940843,22950.293835,3.1570
0.2220,0.696584,39250.688568,12816.413593,23070.241050,3.1917
0.2240,1.023251,4160.536561,4025.635804,7247.167698,3.2107
0.2260,0.685647,42898.664287,18502.381317,33304.972017,3.2653
0.2280,0.714731,42109.052650,18960.654928,34129.893601,3.2979
0.2300,1.105683,4670.677534,4525.671030,8147.313537,3.3052
0.2320,0.487190,40303.852224,12742.640564,22937.240205,3.3489
0.2340,0.878695,39263.997217,12807.926713,23055.146779,3.3670
0.2360,0.279762,39252.860192,12808.379259,23055.362428,3.4213
0.2380,0.670144,39274.796671,12803.886466,23047.665782,3.4506
