t,lat_acc,jerk,lat_jerk,risk_rate,tilt_deg
0.0020,0.000000,0.000000,0.000000,0.000000,0.0000
0.0040,0.000000,0.000000,0.000000,0.000000,0.0292
0.0060,0.394144,14064.095390,4926.795248,8868.625589,0.0461
0.0080,0.561623,39252.169059,13972.809671,25151.619030,0.0927
0.0100,0.455779,39451.647454,14675.693177,26416.703497,0.1212
0.0120,0.641631,37965.047283,12620.607180,22717.734555,0.1741
0.0140,0.406794,38004.728610,12620.218838,22716.800701,0.2087
0.0160,0.742511,38006.372235,12614.134894,22706.185320,0.2691
0.0180,0.416853,38043.861467,12609.165061,22696.913964,0.3102
0.0200,0.849708,38043.447912,12601.343827,22683.268597,0.3788
0.0220,0.469621,38078.767433,12588.500518,22659.770554,0.4252
0.0240,0.686502,5162.122825,4802.787281,8645.703607,0.4533
0.0260,0.616037,40463.149371,12988.725861,23380.322587,0.5079
0.0280,0.665046,39137.159875,13116.501698,23610.368102,0.5423
0.0300,0.668867,3962.096188,3838.965577,6910.806905,0.5553
0.0320,0.721617,39343.197512,12084.371174,21752.589730,0.5985
0.0340,0.579384,38143.122219,12563.621719,22615.098479,0.6186
0.0360,0.949353,4972.899143,4620.296816,8317.483622,0.6202
0.0380,0.566331,40393.947672,12825.976379,23087.323813,0.6496
0.0400,0.836167,39096.097228,12982.398719,23369.153861,0.6588
0.0420,0.950201,3938.681426,3812.145278,6862.811701,0.6467
0.0440,0.771337,39391.016025,12156.362991,21882.224721,0.6656
0.0460,0.788508,38197.174776,12620.765110,22718.165706,0.6630
0.0480,0.754190,38192.235817,12629.617511,22734.065709,0.6914
0.0500,0.667590,38221.156262,12644.153472,22760.143840,0.6968
0.0520,1.034039,4834.122073,4487.421270,8078.392324,0.6837
0.0540,0.604775,40325.165627,12697.988482,22856.984043,0.6993
0.0560,0.898451,39044.021855,12896.433204,23214.478218,0.6948
0.0580,1.018610,3992.841272,3860.778728,6950.420320,0.6995
0.0600,1.407407,48880.201790,27704.205216,49868.976795,0.7500
0.0620,0.975851,48128.961553,28324.043330,50984.253845,0.7775
0.0640,1.453595,38267.965723,12656.446376,22783.057072,0.8383
0.0660,1.007346,38305.306945,12644.426015,22760.974173,0.8753
0.0680,0.968202,4673.866586,4339.036668,7811.234205,0.9042
0.0700,1.082948,45761.440282,23688.584699,42640.535406,0.9549
0.0720,1.035627,54017.119673,37716.266074,67890.314560,0.9924
0.0740,0.412909,34005.561382,33997.484974,61195.885863,0.9965
0.0760,1.143210,49590.484787,34246.441768,61644.738392,1.0302
0.0780,0.840327,41247.340426,21218.233852,38193.661261,1.0394
0.0800,1.181909,38369.690894,12624.262162,22724.853801,1.0954
0.0820,0.581606,41190.550559,21039.077381,37870.920892,1.1188
0.0840,1.033890,34436.085900,34266.749865,61681.183647,1.1278
0.0860,0.704351,55046.778556,37785.115784,68013.912762,1.1610
0.0880,1.048598,54056.630996,37738.143604,67929.707086,1.1801
0.0900,0.349706,34038.271704,34029.642004,61253.705314,1.1789
0.0920,0.416130,42267.101606,20900.612783,37621.519140,1.2128
0.0940,0.224514,38430.217961,12625.688205,22726.463282,1.2222
0.0960,0.368430,4448.726222,4133.281513,7440.275154,1.2111
0.0980,0.247010,40174.152650,12169.202489,21904.811491,1.2311
0.1000,0.196409,38981.344749,12400.136181,22320.441535,1.2301
0.1020,0.552496,4020.083839,3896.224650,7013.756866,1.2060
0.1040,0.133347,39604.414806,12359.596224,22247.406551,1.2158
0.1060,0.350511,38448.720791,12696.836538,22854.656280,1.2024
0.1080,0.299019,38439.289487,12703.584621,22866.751336,1.2220
0.1100,0.174233,38461.484401,12721.414389,22898.720133,1.2191
0.1120,0.732355,4482.513166,4086.015926,7355.561022,1.2263
0.1140,1.146240,50440.185168,29020.217894,52237.538449,1.2756
0.1160,0.821873,48144.941632,27159.505303,48887.931418,1.3043
0.1180,1.224334,38937.148404,12303.492814,22147.511398,1.3617
0.1200,0.895642,38962.361340,12276.595480,22098.767507,1.3976
0.1220,0.481315,4128.265741,4007.625612,7214.207417,1.4195
0.1240,0.477224,36505.129373,4209.765157,7578.054507,1.4604
0.1260,0.791010,35119.372596,3908.575199,7036.226368,1.4771
0.1280,0.364806,38508.473091,12611.291714,22700.689892,1.5275
0.1300,0.616937,38548.498711,12600.738714,22681.946622,1.5535
0.1320,0.336871,38549.157958,12592.025837,22665.983378,1.6135
0.1340,0.466734,38586.884658,12577.109227,22639.263343,1.6488
0.1360,0.389616,38585.540212,12566.888340,22620.788628,1.7185
0.1380,0.347495,38621.012556,12544.865239,22581.104926,1.7635
0.1400,0.731594,4253.551203,3981.831103,7168.027579,1.7872
0.1420,0.246106,40080.460959,11738.647503,21129.811612,1.8425
0.1440,0.603955,38963.008820,11959.952817,21528.519027,1.8767
0.1460,0.845346,4122.977149,4007.565215,7214.462733,1.8859
0.1480,0.473401,39779.416438,12296.978421,22135.034559,1.9309
0.1500,0.669920,38684.180422,12508.250610,22515.521018,1.9505
0.1520,0.438092,38679.652322,12507.194690,22513.388534,2.0062
0.1540,0.521728,38710.826065,12499.069663,22498.847122,2.0372
0.1560,0.886239,4052.322420,3791.276948,6825.184745,2.0559
0.1580,0.876635,45528.537998,23181.751295,41728.028966,2.1009
0.1600,0.784651,54140.801561,37697.320655,67855.961829,2.1307
0.1620,1.055891,34087.134314,34077.923756,61341.318651,2.1389
0.1640,0.595776,42319.683911,20583.051809,37050.089032,2.1835
0.1660,0.835069,38729.898412,12480.000741,22464.836402,2.1923
0.1680,1.282744,18585.632704,18446.969724,33205.828247,2.1866
0.1700,0.674138,54805.059909,37400.534718,67321.636630,2.2174
0.1720,0.728710,44669.124317,23478.062496,42261.241202,2.2271
0.1740,0.916071,8640.881588,4474.130013,8054.350093,2.2150
0.1760,0.352507,31160.787339,10071.713476,18129.436763,2.2389
0.1780,0.682402,38749.120069,12551.923668,22594.145004,2.2384
0.1800,0.885947,3845.056430,3577.736749,6440.812095,2.2607
0.1820,0.459374,41004.946177,10838.131556,19509.096175,2.3141
0.1840,0.703186,39951.460536,11330.517817,20395.635257,2.3457
0.1860,0.283095,38829.089717,11618.071249,20912.811344,2.4084
0.1880,0.524325,38854.843289,11584.214477,20852.110383,2.4492
0.1900,0.161177,38841.933761,11565.106553,20817.352973,2.5212
0.1920,0.367382,38865.875973,11528.030003,20750.821387,2.5711
0.1940,0.177220,38851.179267,11508.142503,20714.833726,2.6524
0.1960,0.241347,38873.351775,11469.119160,20644.655835,2.7117
0.1980,0.605870,3971.850490,3850.218879,6930.999853,2.7456
0.2000,0.129981,39904.023010,12239.505523,22031.239922,2.8149
0.2020,0.440677,38842.570015,12367.739041,22262.370951,2.8589
0.2040,0.782841,3564.353480,3319.037920,5975.051097,2.8812
0.2060,0.237169,39876.803895,11036.720795,19866.334599,2.9357
0.2080,0.619640,38848.139069,11283.568656,20311.043221,2.9681
0.2100,0.110581,38830.279726,11271.233356,20288.330621,3.0329
0.2120,0.487618,38848.696236,11245.544683,20242.468048,3.0760
0.2140,0.793306,3817.678931,3693.050607,6648.284399,3.0937
0.2160,0.338724,39943.303841,12226.814469,22008.604769,3.1478
0.2180,0.619445,38902.383331,12346.904072,22225.046774,3.1768
0.2200,0.953862,3350.230842,3106.818599,5593.227341,3.1839
0.2220,0.409470,39815.845846,10857.524938,19543.954359,3.2245
0.2240,0.777977,38763.171941,11106.796600,19993.011856,3.2438
0.2260,1.076869,3880.038608,3744.026255,6740.324128,3.2376
0.2280,0.569119,39964.775658,12282.032804,22108.228166,3.2688
0.2300,0.873539,38927.759958,12416.182254,22350.001596,3.2741
0.2320,0.444559,38918.174268,12428.144117,22371.103970,3.3168
0.2340,0.694356,38941.689006,12437.436793,22388.080583,3.3346
0.2360,1.016713,3220.605008,2971.739107,5350.147106,3.3386
0.2380,0.917848,45093.616863,22408.158554,40335.603245,3.3710
