t,phase,lateral_acc_mag,axial_acc_mag,jerk_mag,lateral_jerk_mag,risk_rate,t_scale,torque_norm
1.2980,1. Hover above tube,21.300494,10.495550,8262.203307,8105.392117,16232.084728,1.0000,20.9249
1.3000,1. Hover above tube,7.907960,13.778797,18960.120103,14580.805406,29169.518772,0.1000,21.0976
1.3020,1. Hover above tube,4.033395,11.793010,13054.773882,2647.130831,5298.295057,0.1000,21.5427
1.3040,1. Hover above tube,8.041620,13.785606,13077.344669,2716.774650,5441.590920,1.0000,20.5976
1.3060,1. Hover above tube,3.917961,11.737094,13054.717159,2763.728178,5531.374318,0.1000,22.2243
1.3080,1. Hover above tube,8.161338,13.794758,13077.701396,2826.428035,5661.017408,0.1000,20.1896
1.3100,1. Hover above tube,21.862557,10.146477,19167.732333,14973.798024,29969.458604,0.1000,18.8451
1.3120,1. Hover above tube,8.186343,5.859067,7227.996351,6904.660353,13817.507048,0.1000,20.5153
1.3140,1. Hover above tube,6.232730,10.071196,8021.894145,1005.192770,2016.618269,1.0000,23.3189
1.3160,1. Hover above tube,17.533546,7.868640,14884.596150,11876.814918,23771.163382,1.0000,21.1996
1.3180,1. Hover above tube,6.003655,10.038088,14788.156256,11758.683479,23523.370612,0.1000,22.6952
1.3200,1. Hover above tube,17.581405,7.979561,14835.830092,11785.944077,23589.469559,1.0000,21.9484
1.3220,1. Hover above tube,5.836729,10.036693,14774.315545,11698.931211,23403.699150,0.1000,22.1687
1.3240,1. Hover above tube,17.611095,8.058302,14804.894161,11717.159922,23451.930939,1.0000,22.7474
1.3260,1. Hover above tube,9.968089,12.340736,17098.152207,13710.767953,27431.503994,0.1000,21.4679
1.3280,1. Hover above tube,5.701451,7.614460,10441.137821,3056.556729,6118.814909,0.1000,18.2264
1.3300,1. Hover above tube,21.107297,10.603459,8160.296272,8021.989951,16065.087200,1.0000,20.0047
1.3320,1. Hover above tube,8.017766,14.257415,19129.076989,14554.962171,29117.942107,0.1000,21.8277
1.3340,1. Hover above tube,4.017952,12.384436,13535.285762,2413.326386,4830.670723,0.1000,20.6544
1.3360,1. Hover above tube,8.146443,14.277911,13563.701334,2484.532746,4977.211935,1.0000,21.3079
1.3380,1. Hover above tube,3.872871,12.322509,13539.447025,2548.269286,5100.411443,0.1000,21.3677
1.3400,1. Hover above tube,8.262275,14.300324,13568.273494,2612.477163,5233.216601,0.1000,20.8767
1.3420,1. Hover above tube,21.758965,10.215749,19362.216118,14991.746029,30005.251023,0.1000,18.2441
1.3440,1. Hover above tube,8.022823,6.151517,7181.310713,6889.699488,13787.421799,0.1000,20.6740
1.3460,1. Hover above tube,6.192175,10.870120,8554.912963,929.769527,1865.731229,1.0000,23.1785
1.3480,1. Hover above tube,17.690978,8.693812,15428.615169,11929.675237,23877.041452,1.0000,21.3063
1.3500,1. Hover above tube,5.959476,10.839412,15333.961437,11808.893368,23623.746212,0.1000,22.5526
1.3520,1. Hover above tube,17.741934,8.813731,15386.426426,11838.113301,23693.968536,1.0000,22.0082
1.3540,1. Hover above tube,5.791233,10.842671,15328.181977,11749.710590,23505.212413,0.1000,22.0250
1.3560,1. Hover above tube,17.790175,8.912485,15372.720391,11777.639687,23573.069550,1.0000,22.7656
1.3580,1. Hover above tube,9.808337,13.128373,17613.085045,13725.908597,27461.625531,0.1000,21.3229
1.3600,1. Hover above tube,5.443047,7.906388,10898.119056,2832.382707,5670.208460,0.1000,18.6498
1.3620,1. Hover above tube,21.010672,10.693212,8104.137771,7983.159893,15987.330457,1.0000,19.2808
1.3640,1. Hover above tube,8.135262,14.837666,19363.490702,14575.717489,29159.570239,0.1000,22.5334
1.3660,1. Hover above tube,3.974348,13.019056,14109.842817,2272.801978,4549.578304,0.1000,19.9463
1.3680,1. Hover above tube,8.267447,14.866893,14142.540904,2348.117611,4704.502669,1.0000,21.9951
1.3700,1. Hover above tube,3.807334,12.957495,14118.995754,2424.908557,4853.624448,0.1000,20.6771
1.3720,1. Hover above tube,8.387361,14.897896,14152.239716,2493.224692,4994.836746,0.1000,21.5431
1.3740,1. Hover above tube,21.723578,10.282973,19619.151052,15050.558168,30122.839915,0.1000,17.8703
1.3760,1. Hover above tube,7.887426,6.443204,7181.191157,6921.749967,13851.387360,0.1000,20.7709
1.3780,1. Hover above tube,6.217204,11.758560,9145.983836,972.461517,1951.140237,1.0000,23.2407
1.3800,1. Hover above tube,17.849511,9.584167,16069.731905,12013.028931,24043.907374,1.0000,21.3551
1.3820,1. Hover above tube,5.974388,11.728437,15973.920692,11885.916122,23777.806631,0.1000,22.6121
1.3840,1. Hover above tube,17.917492,9.725284,16040.428192,11924.041237,23865.999967,1.0000,22.0144
1.3860,1. Hover above tube,5.801777,11.737032,15984.661914,11832.366747,23670.535270,0.1000,22.0833
1.3880,1. Hover above tube,17.985086,9.847019,16044.397746,11870.391669,23758.768425,1.0000,22.7339
1.3900,1. Hover above tube,9.692536,14.008150,18229.983621,13771.229579,27552.151693,0.1000,21.3809
1.3920,1. Hover above tube,5.191594,8.222513,11435.415606,2659.741339,5324.674272,0.1000,19.0372
1.3940,1. Hover above tube,20.956049,10.794493,8091.460844,7988.326397,15997.608843,1.0000,18.6884
1.3960,1. Hover above tube,8.302724,15.493638,19660.547742,14637.762209,29283.827141,0.1000,23.2260
1.3980,1. Hover above tube,3.935138,13.728604,14778.575186,2238.910380,4481.755898,0.1000,19.3605
1.4000,1. Hover above tube,8.441558,15.529850,14815.165275,2317.867943,4644.177443,1.0000,22.6738
1.4020,1. Hover above tube,3.748693,13.668681,14792.789475,2405.480282,4814.709257,0.1000,20.1002
1.4040,1. Hover above tube,8.568169,15.568127,14830.230348,2477.607081,4963.782332,0.1000,22.2063
1.4060,1. Hover above tube,21.724343,10.361508,19937.096993,15150.685986,30323.096315,0.1000,17.6755
1.4080,1. Hover above tube,7.755509,6.765703,7223.565839,6998.267032,14004.289573,0.1000,20.8151
1.4100,1. Hover above tube,6.280905,12.742805,9812.727659,1131.243418,2268.767741,1.0000,23.4689
1.4120,1. Hover above tube,18.029736,10.576547,16821.910411,12123.251437,24264.532610,1.0000,21.3555
1.4140,1. Hover above tube,6.026214,12.714415,16724.943954,11988.386754,23982.799723,0.1000,22.8405
1.4160,1. Hover above tube,18.131503,10.753202,16816.414670,12043.774424,24105.680352,1.0000,21.9762
1.4180,1. Hover above tube,5.851752,12.732834,16765.870460,11949.697187,23905.246125,0.1000,22.3133
1.4200,1. Hover above tube,18.202848,10.889629,16832.274403,11990.056298,23998.315443,1.0000,22.6614
1.4220,1. Hover above tube,9.591536,14.985660,18954.853294,13835.685485,27680.962505,0.1000,21.6149
1.4240,1. Hover above tube,4.950940,8.574395,12056.169515,2534.144474,5073.239889,0.1000,19.4134
1.4260,1. Hover above tube,20.931362,10.907096,8114.981256,8030.441868,16081.815098,1.0000,18.1967
1.4280,1. Hover above tube,8.525202,16.224382,20017.973764,14738.456790,29485.438783,0.1000,23.9334
1.4300,1. Hover above tube,3.907907,14.521590,15542.865097,2315.649885,4635.207677,0.1000,18.8687
1.4320,1. Hover above tube,8.671325,16.267862,15583.757033,2396.118311,4800.907947,1.0000,23.3725
1.4340,1. Hover above tube,3.703340,14.463657,15562.710487,2491.933678,4987.570695,0.1000,19.6112
1.4360,1. Hover above tube,8.805127,16.313887,15604.826804,2566.211094,5141.227315,0.1000,22.8949
1.4380,1. Hover above tube,21.754605,10.448281,20314.325778,15289.849068,30601.452740,0.1000,17.6409
1.4400,1. Hover above tube,7.634693,7.128040,7301.681985,7112.531656,14232.698005,0.1000,20.8258
1.4420,1. Hover above tube,6.374651,13.842136,10568.334983,1379.741716,2765.858082,1.0000,23.8498
1.4440,1. Hover above tube,18.234897,11.697297,17702.454862,12257.349308,24532.933512,1.0000,21.3254
1.4460,1. Hover above tube,6.109034,13.818498,17606.126970,12114.590919,24235.290873,0.1000,23.2253
1.4480,1. Hover above tube,18.360292,11.905202,17717.289746,12182.157636,24382.675565,1.0000,21.9103
1.4500,1. Hover above tube,5.931149,13.848319,17672.337564,12084.413598,24174.758345,0.1000,22.7029
1.4520,1. Hover above tube,18.434560,12.058534,17746.012677,12126.733069,24271.900699,1.0000,22.5634
1.4540,1. Hover above tube,9.491993,16.077074,19796.062778,13907.924805,27825.341603,0.1000,22.0136
1.4560,1. Hover above tube,4.733365,8.968436,12767.776266,2452.743937,4910.221240,0.1000,19.8072
1.4580,1. Hover above tube,20.929698,11.029639,8166.806621,8101.246400,16223.422498,1.0000,17.7937
1.4600,1. Hover above tube,16.877434,17.733307,22933.954216,17880.931483,35778.740399,0.1000,23.7310
1.4620,1. Hover above tube,8.788892,16.149908,20483.904171,11522.683075,23054.155043,0.1000,18.6566
1.4640,1. Hover above tube,8.868344,17.128051,17736.177604,6136.578180,12282.024705,1.0000,23.9174
1.4660,1. Hover above tube,3.663767,15.335081,16440.960936,2642.563200,5288.790166,1.0000,19.3771
1.4680,1. Hover above tube,9.011654,17.179906,16486.918241,2718.379013,5445.769681,1.0000,23.4397
1.4700,1. Hover above tube,21.813952,10.530594,20729.850729,15425.349590,30872.513131,0.1000,17.9542
1.4720,1. Hover above tube,7.584776,7.538195,7386.431846,7235.389015,14478.362806,0.1000,20.5764
1.4740,1. Hover above tube,6.499987,15.101179,11440.918032,1711.822871,3430.145730,1.0000,24.5194
1.4760,1. Hover above tube,18.380593,12.953319,18705.349174,12371.007191,24760.394974,1.0000,21.0551
1.4780,1. Hover above tube,6.215038,15.082740,18607.364918,12214.979585,24436.174207,0.1000,23.8960
1.4800,1. Hover above tube,18.514895,13.189072,18732.033124,12287.364862,24593.244619,1.0000,21.6234
1.4820,1. Hover above tube,6.022818,15.122773,18688.923808,12179.475565,24364.973948,0.1000,23.3749
1.4840,1. Hover above tube,18.593025,13.366669,18773.169385,12224.243892,24467.080809,1.0000,22.2632
1.4860,1. Hover above tube,9.368150,17.326873,20743.465758,13933.114036,27875.596222,0.1000,22.6958
1.4880,1. Hover above tube,4.621740,9.411738,13585.163832,2369.115043,4742.851826,0.1000,20.0489
1.4900,1. Hover above tube,20.905611,11.168633,8186.807839,8139.286159,16299.477929,1.0000,17.5975
1.4920,1. Hover above tube,9.032731,17.972297,20878.530271,14975.025682,29959.084095,0.1000,25.3603
1.4940,1. Hover above tube,3.971814,16.406768,17395.081665,2697.020615,5398.013043,0.1000,18.2428
1.4960,1. Hover above tube,9.193583,18.032022,17445.742986,2774.971645,5559.136874,1.0000,24.8028
1.4980,1. Hover above tube,3.742538,16.355894,17427.907818,2876.793533,5757.329605,0.1000,18.9662
1.5000,1. Hover above tube,10.698176,17.562225,17322.848272,3512.108486,7034.915148,0.1000,24.2624
1.5020,1. Hover above tube,25.860832,8.303802,22393.056353,18287.168194,36600.197221,0.1000,18.0297
1.5040,1. Hover above tube,7.051309,8.337588,9485.489395,9485.436461,18977.924230,0.1000,20.6377
1.5060,1. Hover above tube,6.221189,16.198804,12429.189123,2040.668204,4087.557597,1.0000,25.0538
1.5080,1. Hover above tube,18.993944,14.679655,19862.748365,12492.253705,25003.501355,1.0000,21.0931
1.5100,1. Hover above tube,6.038967,16.274306,19839.872705,12386.960310,24779.959587,0.1000,24.4760
1.5120,1. Hover above tube,19.026636,14.862398,19912.236959,12410.481478,24839.989592,1.0000,21.6332
1.5140,1. Hover above tube,5.919997,16.389032,19926.794964,12338.907408,24683.734814,0.1000,23.9913
1.5160,1. Hover above tube,7.443624,8.422062,12652.350452,2464.356725,4936.157073,1.0000,20.6822
1.5180,1. Hover above tube,25.103230,8.830857,9004.825270,9002.402998,18029.909226,1.0000,16.6172
1.5200,1. Hover above tube,16.605381,18.718883,24365.395220,20117.400568,40251.406517,0.1000,26.0031
1.5220,1. Hover above tube,1.212198,15.887965,18934.892021,7708.227413,15417.667024,0.1000,18.3629
1.5240,1. Hover above tube,11.344712,17.934356,17685.153439,5170.852513,10353.049739,1.0000,25.3452
1.5260,1. Hover above tube,1.390192,16.141046,17765.940185,5060.905808,10123.201808,1.0000,18.9390
1.5280,1. Hover above tube,11.465572,18.014271,17832.465521,5128.421456,10268.308484,1.0000,24.7822
1.5300,1. Hover above tube,24.767109,9.128019,22635.413863,18124.061045,36272.889199,0.1000,19.3910
1.5320,1. Hover above tube,3.675146,10.767383,10584.713557,10551.713479,21107.102104,0.1000,19.2787
1.5340,1. Hover above tube,8.519958,19.086525,15117.053478,2416.909477,4842.338913,1.0000,26.9801
1.5360,1. Hover above tube,22.109029,18.105865,24085.668039,15300.332774,30622.774577,1.0000,19.7606
1.5380,1. Hover above tube,5.899173,17.520138,22485.144718,13688.445603,27382.790379,0.1000,26.4878
1.5400,1. Hover above tube,19.365119,16.674161,21138.945782,12427.301394,24873.967907,1.0000,20.2750
1.5420,1. Hover above tube,5.831697,17.730219,21213.064399,12382.215434,24770.262565,1.0000,25.9402
1.5440,1. Hover above tube,19.242132,16.783429,21212.759598,12331.920323,24683.082779,1.0000,20.8663
1.5460,1. Hover above tube,8.649269,19.943028,23060.286266,13918.385729,27845.420727,1.0000,25.2459
1.5480,1. Hover above tube,4.402972,10.646703,15458.260749,2187.211939,4378.826850,0.1000,20.5850
1.5500,1. Hover above tube,20.594130,11.606925,8185.095096,8170.842608,16362.279345,1.0000,17.5573
1.5520,1. Hover above tube,7.071537,9.195875,7173.056357,7072.201887,14151.475312,0.1000,23.2991
1.5540,1. Hover above tube,5.794632,18.264407,13940.810292,2448.681110,4903.156852,1.0000,20.5867
1.5560,1. Hover above tube,7.525150,9.184293,14007.846406,2790.257430,5588.040009,1.0000,19.4686
1.5580,1. Hover above tube,24.829768,9.061808,8891.403801,8891.210397,17807.250563,0.1000,17.7296
1.5600,1. Hover above tube,11.237309,19.176257,22895.478001,18040.579803,36092.396915,0.1000,23.5250
1.5620,1. Hover above tube,1.369098,17.297578,18893.130661,4952.299950,9905.968998,0.1000,18.4315
1.5640,1. Hover above tube,11.409109,19.174476,18922.621881,5046.713153,10104.835416,1.0000,23.0131
1.5660,1. Hover above tube,1.534856,17.474254,18977.663719,4954.686621,9910.908098,0.1000,19.1947
1.5680,1. Hover above tube,11.534577,19.201091,19015.302777,5025.928188,10063.390954,1.0000,22.5914
1.5700,1. Hover above tube,23.816073,9.823797,22871.004064,17683.315522,35390.447117,0.1000,16.5619
1.5720,1. Hover above tube,3.693803,11.372993,10122.120718,10091.768891,20187.231584,0.1000,21.0685
1.5740,1. Hover above tube,8.280159,20.584899,16149.294422,2362.791633,4733.863424,1.0000,22.7958
1.5760,1. Hover above tube,22.551951,19.947877,25459.331712,15405.354712,30833.261375,1.0000,21.6013
1.5780,1. Hover above tube,6.045685,19.170928,24055.647131,13975.551613,27957.148910,0.1000,22.4885
1.5800,1. Hover above tube,19.088893,17.925823,22293.779987,12365.087639,24749.264170,1.0000,22.1261
1.5820,1. Hover above tube,5.904250,19.227359,22280.174498,12275.037274,24555.978798,1.0000,22.0819
1.5840,1. Hover above tube,19.044443,18.007553,22295.479580,12263.794362,24546.633166,1.0000,22.7142
1.5860,1. Hover above tube,8.471004,21.219578,23958.757776,13733.340240,27475.151485,0.7526,21.5064
1.5880,1. Hover above tube,4.644210,10.986929,16243.238929,2083.168722,4170.981654,0.1000,20.0828
1.5900,1. Hover above tube,20.604077,11.678497,8130.931193,8123.497869,16267.599814,1.0000,17.0889
1.5920,1. Hover above tube,9.798567,20.811264,22227.868475,15191.913511,30393.625590,0.1000,25.1291
1.5940,1. Hover above tube,4.541471,19.666638,20520.203866,3409.114950,6822.771371,0.1000,17.7493
1.5960,1. Hover above tube,9.917753,20.888629,20574.217310,3457.136793,6924.191339,1.0000,24.6434
1.5980,1. Hover above tube,4.247794,19.550714,20528.988486,3574.473002,7153.193798,0.1000,18.4782
1.6000,1. Hover above tube,10.759756,20.742652,20478.372133,3649.754303,7310.268362,0.1000,24.1389
1.6020,1. Hover above tube,25.651665,8.739246,23432.194519,18221.076307,36467.804279,0.1000,17.1661
1.6040,1. Hover above tube,7.389712,9.833332,9465.501957,9448.959979,18905.309670,0.1000,20.8895
1.6060,1. Hover above tube,6.257768,20.364575,15407.063616,3101.171448,6208.600663,1.0000,24.2804
1.6080,1. Hover above tube,19.058482,19.031399,23290.555564,12423.253395,24865.565272,1.0000,21.2948
1.6100,1. Hover above tube,6.055860,20.407463,23254.338298,12294.570339,24595.196538,0.1000,23.7671
1.6120,1. Hover above tube,19.084696,19.210139,23328.332025,12317.423124,24653.930943,1.0000,21.7821
1.6140,1. Hover above tube,8.214895,22.274998,24835.233320,13626.803501,27261.821897,0.1000,23.1218
1.6160,1. Hover above tube,8.525826,10.384989,16370.916976,1058.321634,2125.169094,0.1000,21.6794
1.6180,1. Hover above tube,20.858148,11.719361,6445.906438,6410.817884,12842.493916,1.0000,15.7567
1.6200,1. Hover above tube,7.615555,9.908920,7303.724784,7248.102778,14503.821110,0.1000,22.9926
1.6220,1. Hover above tube,6.021270,20.868710,15712.070877,3198.849924,6403.721117,0.1000,20.2788
1.6240,1. Hover above tube,18.962242,19.536283,23629.643195,12253.862776,24526.687793,1.0000,23.4844
1.6260,1. Hover above tube,8.198241,22.642342,25085.783168,13559.804194,27127.806629,0.1000,19.7133
1.6280,1. Hover above tube,21.528352,21.141129,26456.793194,14852.300911,29726.130175,0.1000,24.0712
1.6300,1. Hover above tube,6.019038,21.102446,25032.767913,13406.425159,26818.869357,0.1000,19.6519
1.6320,1. Hover above tube,7.892095,10.038979,15952.659908,3456.772543,6921.437181,1.0000,20.2487
1.6340,1. Hover above tube,24.797310,9.321496,8935.205553,8928.110150,17881.017611,1.0000,16.9589
1.6360,1. Hover above tube,11.441155,21.253103,23698.066333,18126.416674,36264.274503,0.1000,24.1072
1.6380,1. Hover above tube,1.509238,19.385149,20930.223934,5039.744257,10080.997751,0.1000,17.7197
1.6400,1. Hover above tube,11.685998,21.201107,20942.528251,5169.570590,10350.827178,1.0000,23.6120
1.6420,1. Hover above tube,1.698379,19.585214,21006.983540,5062.600043,10126.898465,0.1000,18.5360
1.6440,1. Hover above tube,11.863864,21.192407,21033.019891,5159.444122,10330.752107,1.0000,23.2062
1.6460,1. Hover above tube,24.505040,9.644354,23847.231410,18199.669788,36423.844617,0.1000,15.7919
1.6480,1. Hover above tube,3.707409,12.291342,10602.444219,10518.221625,21040.150659,0.1000,21.5959
1.6500,1. Hover above tube,7.712800,22.983670,17786.513496,2324.465038,4656.642877,1.0000,22.3024
1.6520,1. Hover above tube,22.203279,22.373197,27157.214819,14934.892286,29891.987851,1.0000,22.0580
1.6540,1. Hover above tube,5.845156,21.546243,25819.692812,13546.591711,27099.028578,0.1000,22.0504
1.6560,1. Hover above tube,19.576113,20.895118,24568.683292,12377.954369,24775.484850,1.0000,22.5304
1.6580,1. Hover above tube,6.640202,22.606003,25374.415358,13036.574915,26079.790033,1.0000,21.5890
1.6600,1. Hover above tube,8.458926,10.646683,16860.402965,2773.037675,5554.534277,0.1000,21.0239
1.6620,1. Hover above tube,20.739654,11.910781,6955.016616,6925.922872,13872.585398,1.0000,15.4520
1.6640,1. Hover above tube,19.737629,23.075627,26077.279128,19356.610283,38732.958195,0.1000,26.3629
1.6660,1. Hover above tube,4.697949,21.582121,24319.018554,9646.480123,19297.658195,0.1000,17.4805
1.6680,1. Hover above tube,11.109968,22.441582,22381.813175,4030.657827,8072.425623,1.0000,25.6914
1.6700,1. Hover above tube,1.129012,19.978615,21843.701578,5245.483473,10492.095959,1.0000,17.9699
1.6720,1. Hover above tube,11.443680,22.380022,21862.249461,5418.355920,10848.155520,0.1000,25.0971
1.6740,1. Hover above tube,1.398461,20.317445,21978.054791,5247.800361,10496.999184,0.1000,18.5627
1.6760,1. Hover above tube,11.683288,22.378548,22015.373705,5374.595275,10760.873837,1.0000,24.6056
1.6780,1. Hover above tube,24.945817,9.527623,24295.967235,18333.126970,36691.199758,0.1000,18.5880
1.6800,1. Hover above tube,7.119237,11.231300,9491.993087,9452.394660,18911.908556,0.1000,19.6031
1.6820,1. Hover above tube,6.110115,22.859814,17452.994412,3783.314667,7572.739450,1.0000,26.2374
1.6840,1. Hover above tube,19.523282,22.396056,25793.497236,12376.512238,24772.547758,1.0000,19.9937
1.6860,1. Hover above tube,5.988281,23.010575,25832.862177,12286.611384,24579.211048,0.1000,25.7201
1.6880,1. Hover above tube,19.411314,22.522054,25853.086516,12246.342474,24512.096263,1.0000,20.4693
1.6900,1. Hover above tube,7.497121,24.846225,27243.232530,13425.108871,26857.714863,1.0000,25.0875
1.6920,1. Hover above tube,21.737506,24.107454,28488.669599,14569.285803,29160.309111,0.1000,21.0668
1.6940,1. Hover above tube,6.078331,23.622054,27348.747253,13313.558140,26633.194612,0.1000,24.8459
1.6960,1. Hover above tube,8.066122,11.144295,17888.810394,4208.678792,8425.423706,1.0000,20.7362
1.6980,1. Hover above tube,24.447499,9.824011,8960.749501,8936.776467,17898.000434,1.0000,16.8446
1.7000,1. Hover above tube,4.145048,12.895734,10430.497092,10315.512685,20635.170418,0.1000,23.2630
1.7020,1. Hover above tube,5.684935,23.577761,18434.378243,2716.137442,5437.959819,0.1000,20.1244
1.7040,1. Hover above tube,7.881441,11.357012,17959.356363,4165.906678,8339.694797,1.0000,19.5476
1.7060,1. Hover above tube,24.219712,9.946921,8908.462047,8880.741025,17785.701763,0.1000,17.1772
1.7080,1. Hover above tube,11.961101,23.183196,24519.489713,18097.013028,36205.987156,0.1000,23.7791
1.7100,1. Hover above tube,2.312343,21.974411,23151.440818,5137.965879,10278.244100,0.1000,17.8767
1.7120,1. Hover above tube,12.098294,23.207444,23186.566296,5213.840127,10439.778549,1.0000,23.3381
1.7140,1. Hover above tube,2.411192,22.121465,23236.094572,5145.479792,10293.370776,0.1000,18.6301
1.7160,1. Hover above tube,12.196519,23.257527,23280.349439,5202.878513,10417.953545,1.0000,22.9794
1.7180,1. Hover above tube,24.154765,10.128901,24684.339059,18191.635430,36407.425624,0.1000,16.2771
1.7200,1. Hover above tube,5.130324,13.249037,10271.950003,10151.282950,20307.696224,0.1000,20.8950
1.7220,1. Hover above tube,5.833369,24.378935,19120.881712,3435.652514,6877.138398,1.0000,23.0246
1.7240,1. Hover above tube,20.728657,24.750161,27722.216945,12846.078006,25712.884669,1.0000,21.3118
1.7260,1. Hover above tube,6.005388,24.576884,27816.135498,12827.245960,25660.497307,0.1000,22.6854
1.7280,1. Hover above tube,19.209642,23.871874,27097.645169,12139.863288,24298.936219,1.0000,21.7779
1.7300,1. Hover above tube,5.879695,24.635484,27093.066518,12039.388240,24084.656175,1.0000,22.3650
1.7320,1. Hover above tube,19.137512,23.947559,27104.106337,12019.429127,24057.995767,1.0000,22.3104
1.7340,1. Hover above tube,7.186944,26.337296,28382.628348,13133.793896,26274.774736,1.0000,21.8998
1.7360,1. Hover above tube,5.151133,13.024146,19818.929130,2293.832958,4592.817048,0.1000,20.3257
1.7380,1. Hover above tube,20.286442,12.455859,8174.381277,8169.515335,16359.317112,1.0000,16.5457
1.7400,1. Hover above tube,11.004114,24.701798,24259.306887,15621.946410,31254.896934,0.1000,25.9083
1.7420,1. Hover above tube,5.378495,24.130561,24837.882951,4581.693863,9168.766221,0.1000,17.1847
1.7440,1. Hover above tube,11.139948,24.781090,24894.005131,4627.380010,9265.899967,1.0000,25.4888
1.7460,1. Hover above tube,5.045611,23.971188,24830.098678,4751.805916,9508.657444,0.1000,17.8956
1.7480,1. Hover above tube,11.192482,25.072859,24906.806806,4338.267334,8687.727149,0.1000,25.0123
1.7500,1. Hover above tube,32.334386,5.057577,26453.597772,21751.513595,43535.361577,1.0000,17.2821
1.7520,1. Hover above tube,4.150095,13.898268,15034.716767,14364.224759,28732.599613,0.1000,20.4946
1.7540,1. Hover above tube,5.780631,25.303954,19885.065696,3373.495068,6752.770766,1.0000,25.1266
1.7560,1. Hover above tube,19.599078,25.430588,28071.772526,12017.777635,24055.154349,1.0000,20.8690
1.7580,1. Hover above tube,6.733180,27.106080,29380.355580,13116.850626,26240.434431,0.1000,24.5380
1.7600,1. Hover above tube,21.797580,26.940165,30521.546299,14180.894251,28383.586082,0.1000,21.3669
1.7620,1. Hover above tube,5.927719,26.008844,29546.292725,13068.930092,26143.787904,0.1000,24.3410
1.7640,1. Hover above tube,8.310995,12.178049,19694.825501,4817.794977,9643.900950,1.0000,21.3721
1.7660,1. Hover above tube,24.125262,10.290894,8986.380722,8937.224173,17898.573609,1.0000,15.7723
1.7680,1. Hover above tube,4.305387,13.910961,10409.457888,10249.398768,20503.102924,0.1000,23.3375
1.7700,1. Hover above tube,5.598878,25.999692,20215.238968,3252.557250,6510.713378,0.1000,19.6837
1.7720,1. Hover above tube,8.139734,12.356279,19762.718614,4764.128898,9536.397531,1.0000,20.0637
1.7740,1. Hover above tube,23.952590,10.377944,8944.733508,8890.164359,17804.281308,0.1000,16.1562
1.7760,1. Hover above tube,12.439676,25.033938,25376.669527,18198.960757,36410.361190,0.1000,24.5464
1.7780,1. Hover above tube,2.761272,24.165900,25182.064586,5404.855145,10812.471562,0.1000,16.8633
1.7800,1. Hover above tube,12.570046,25.067815,25220.358496,5475.734409,10964.038863,1.0000,24.0803
1.7820,1. Hover above tube,2.810557,24.296415,25266.332117,5425.995163,10854.800883,0.1000,17.6246
1.7840,1. Hover above tube,12.665942,25.125293,25313.453199,5481.199347,10975.064637,1.0000,23.6926
1.7860,1. Hover above tube,23.120668,11.094881,25463.875924,17909.167434,35841.455537,0.1000,15.8446
1.7880,1. Hover above tube,5.572166,14.129789,9828.208118,9708.945055,19423.462276,0.1000,20.9732
1.7900,1. Hover above tube,5.696754,26.789077,20838.130169,3976.642182,7958.981117,1.0000,23.1903
1.7920,1. Hover above tube,20.517945,27.379828,29835.816641,12510.953719,25042.425383,1.0000,21.2999
1.7940,1. Hover above tube,6.022022,27.138807,30048.451270,12604.298018,25214.618058,0.1000,22.8567
1.7960,1. Hover above tube,19.050536,26.535562,29380.897234,11954.438012,23927.926560,0.1000,21.6838
1.7980,1. Hover above tube,5.902932,27.185434,29372.318176,11846.312449,23698.527829,1.0000,22.5403
1.8000,1. Hover above tube,19.005427,26.635388,29401.567628,11840.017728,23699.040883,1.0000,22.1398
1.8020,1. Hover above tube,6.703685,28.785451,30546.291200,12814.113572,25634.930829,0.1000,22.0693
1.8040,1. Hover above tube,5.433451,13.968117,21534.616701,2564.240376,5133.914203,0.1000,20.7383
1.8060,1. Hover above tube,20.303438,12.779788,8315.172837,8294.068129,16608.439695,1.0000,15.9109
1.8080,1. Hover above tube,11.655113,26.556937,25307.424211,15948.837486,31909.330086,0.1000,26.6745
1.8100,1. Hover above tube,5.529773,26.195892,26874.286479,5173.513522,10352.556817,0.1000,16.5189
1.8120,1. Hover above tube,11.827114,26.616063,26922.634809,5229.024368,10469.875849,1.0000,26.2355
1.8140,1. Hover above tube,12.012391,15.842774,24326.507026,11892.438120,23796.888631,0.1000,17.1990
1.8160,1. Hover above tube,13.060796,25.794185,24289.026178,12536.418371,25085.897537,0.1000,25.4528
1.8180,1. Hover above tube,19.115425,13.831050,25525.954116,16108.375383,32235.866192,0.1000,17.4252
1.8200,1. Hover above tube,6.852068,13.831435,7709.294437,7709.284447,15425.420963,0.1000,20.4543
1.8220,1. Hover above tube,15.222355,0.375079,8966.623709,5931.322596,11877.867547,1.0000,15.2876
1.8240,1. Hover above tube,13.966487,14.096574,13511.854030,11637.996628,23289.959743,1.0000,21.9608
1.8260,1. Hover above tube,5.459508,27.730915,22950.564861,9457.063850,18919.587209,0.1000,20.4583
1.8280,1. Hover above tube,20.888959,28.974738,30936.159195,12374.341159,24769.571277,1.0000,22.4787
1.8300,1. Hover above tube,5.481840,27.902847,31035.498873,12391.770604,24789.023047,0.1000,20.3705
1.8320,1. Hover above tube,6.665135,14.203525,21531.613737,4507.868355,9022.401844,0.1000,18.7095
