t,phase,lateral_acc_mag,axial_acc_mag,jerk_mag,lateral_jerk_mag,risk_rate,t_scale,torque_norm
3.0620,1. Hover above tube,26.517583,41.087289,37936.164404,24130.095952,48286.709487,1.0000,18.3969
3.0640,1. Hover above tube,22.069553,17.683695,38126.341144,24296.004619,48614.078791,0.1000,16.0316
3.0660,1. Hover above tube,31.161611,9.543838,10611.739642,9801.920562,19635.002736,0.1000,15.3642
3.0680,1. Hover above tube,35.386698,32.995716,39474.144884,33260.189965,66555.766628,1.0000,20.4623
3.0700,1. Hover above tube,18.299951,36.261242,43772.922428,26783.001562,53584.303076,0.1000,16.0564
3.0720,1. Hover above tube,35.399599,33.039957,43798.410583,26798.025678,53631.450955,1.0000,20.0165
3.0740,1. Hover above tube,18.307432,36.255809,43793.994390,26794.901434,53608.110301,0.1000,16.8443
3.0760,1. Hover above tube,35.414025,33.084189,43820.879043,26810.928766,53657.271556,0.1000,19.6818
3.0780,1. Hover above tube,31.458324,9.635785,39661.058613,33424.358271,66880.174867,0.1000,15.1497
3.0800,1. Hover above tube,21.809123,17.720343,10770.093831,9978.881548,19979.572219,0.1000,17.1371
3.0820,1. Hover above tube,26.640814,41.212344,38142.822726,24230.741202,48488.123217,1.0000,20.8954
3.0840,1. Hover above tube,12.999053,44.562365,46923.157156,19051.622014,38116.243082,0.1000,17.6548
3.0860,1. Hover above tube,26.653790,41.285232,46965.275214,19070.012466,38166.678722,1.0000,20.5546
3.0880,1. Hover above tube,12.998989,44.585383,46969.522289,19060.941458,38134.881906,0.1000,18.2787
3.0900,1. Hover above tube,26.667694,41.358064,47012.908907,19080.340203,38187.348100,0.1000,20.3256
3.0920,1. Hover above tube,22.138954,17.916955,38391.478001,24414.056540,48850.252035,0.1000,16.8054
3.0940,1. Hover above tube,31.228037,9.620649,10753.430134,9924.796079,19880.820194,0.1000,15.2182
3.0960,1. Hover above tube,35.556974,33.101110,39620.584119,33380.179413,66795.915801,1.0000,22.1223
3.0980,1. Hover above tube,18.459573,36.525995,44017.418943,26953.665219,53925.790011,0.1000,15.9530
3.1000,1. Hover above tube,35.583057,33.155251,44054.318714,26975.782518,53987.148092,1.0000,21.6999
3.1020,1. Hover above tube,31.515297,9.705061,39795.236150,33542.520261,67116.555820,0.1000,16.3520
3.1040,1. Hover above tube,21.908196,17.993707,10896.492715,10071.579394,20165.066985,0.1000,16.6113
3.1060,1. Hover above tube,14.974045,20.553377,10916.564435,10841.053926,21697.081897,1.0000,17.0417
3.1080,1. Hover above tube,18.199854,44.195129,36321.754838,16482.091041,32982.381936,0.1000,18.3244
3.1100,1. Hover above tube,31.280596,9.726758,36441.093240,24522.181434,49075.643465,0.1000,14.2964
3.1120,1. Hover above tube,6.115849,28.948340,19110.945645,16516.682082,33039.480012,0.1000,17.4842
3.1140,1. Hover above tube,26.747891,41.560093,38306.159289,14984.930713,29996.609317,1.0000,19.7033
3.1160,1. Hover above tube,13.143249,44.894817,47291.273402,19180.512632,38374.168513,1.0000,17.9688
3.1180,1. Hover above tube,26.742666,41.627716,47324.633120,19191.678236,38410.099138,0.1000,19.3417
3.1200,1. Hover above tube,13.137471,44.906274,47323.640297,19174.412651,38361.962774,0.1000,18.5593
3.1220,1. Hover above tube,26.738252,41.695209,47358.237833,19186.488662,38399.715577,0.1000,19.0977
3.1240,1. Hover above tube,22.221596,18.073727,38629.465869,24481.851232,48985.924059,0.1000,16.3128
3.1260,1. Hover above tube,31.319963,9.567719,10840.271983,9973.024873,19977.369710,0.1000,15.1023
3.1280,1. Hover above tube,35.658133,33.239496,39727.490331,33475.868191,66987.394515,1.0000,21.0887
3.1300,1. Hover above tube,18.597580,36.618256,44184.836265,27069.174725,54156.947031,0.1000,15.8329
3.1320,1. Hover above tube,35.674654,33.291276,44214.842828,27086.182106,54208.038867,1.0000,20.6383
3.1340,1. Hover above tube,18.606399,36.614016,44210.759363,27083.374082,54185.354563,0.1000,16.6630
3.1360,1. Hover above tube,35.692508,33.342909,44242.049668,27101.291255,54238.275019,0.1000,20.3008
3.1380,1. Hover above tube,31.622134,9.652088,39922.232500,33647.028788,67325.679711,0.1000,15.5569
3.1400,1. Hover above tube,21.961487,18.147495,11022.532777,10166.846628,20355.654742,0.1000,16.9955
3.1420,1. Hover above tube,26.861777,41.882254,38685.075762,24416.916397,48860.694571,1.0000,21.4921
3.1440,1. Hover above tube,13.298477,45.336614,47688.625188,19312.396036,38638.090549,0.1000,17.5421
3.1460,1. Hover above tube,26.875161,41.967998,47737.328755,19331.800466,38690.476093,1.0000,21.1554
3.1480,1. Hover above tube,22.293194,18.355827,38910.824292,24592.222772,49206.738738,0.1000,17.1196
3.1500,1. Hover above tube,31.395407,9.670461,11011.911837,10122.880835,20277.157076,0.1000,14.6657
3.1520,1. Hover above tube,6.161006,29.123452,19228.696521,16586.880717,33179.922440,1.0000,19.1342
3.1540,1. Hover above tube,9.214887,53.013958,41731.205868,7411.289680,14831.794246,0.1000,17.0029
3.1560,1. Hover above tube,22.040973,18.404433,38811.536902,15205.600034,30433.241040,1.0000,16.1019
3.1580,1. Hover above tube,15.284571,20.588272,11136.763876,11083.091795,22181.468160,0.1000,15.3396
3.1600,1. Hover above tube,29.254964,45.565859,39870.649418,22269.782467,44568.819897,1.0000,18.2115
3.1620,1. Hover above tube,18.602118,36.896153,47328.440348,23238.317779,46495.237676,0.1000,17.8923
3.1640,1. Hover above tube,35.926609,33.247166,44377.018869,27201.271415,54438.469440,0.1000,17.8267
3.1660,1. Hover above tube,18.610471,36.887305,44370.104269,27199.115558,54416.841586,0.1000,18.5961
3.1680,1. Hover above tube,35.933935,33.279457,44392.004527,27211.791431,54459.516797,0.1000,17.5661
3.1700,1. Hover above tube,31.525869,9.779801,39994.397517,33713.728137,67458.982143,0.1000,15.9948
3.1720,1. Hover above tube,6.123857,29.275692,19262.537109,16612.245780,33230.615416,0.1000,15.7448
3.1740,1. Hover above tube,9.483148,52.976669,41813.171330,7557.161596,15123.806340,1.0000,20.5225
3.1760,1. Hover above tube,13.132190,45.660433,50598.489621,11315.953659,22645.039508,1.0000,17.1586
3.1780,1. Hover above tube,27.237675,41.931820,47919.838238,19461.981184,38951.200043,0.1000,20.1986
3.1800,1. Hover above tube,22.144341,18.514329,39027.276412,24705.567384,49433.279109,0.1000,15.2051
3.1820,1. Hover above tube,15.429294,20.699009,11201.579268,11147.805753,22311.040800,0.1000,15.6475
3.1840,1. Hover above tube,18.478987,44.326916,36607.658522,16837.647729,33693.774445,1.0000,20.5155
3.1860,1. Hover above tube,18.728681,37.152732,44748.685574,18523.297665,37065.324011,0.1000,16.6151
3.1880,1. Hover above tube,36.037498,33.295241,44571.985737,27326.464097,54688.965692,0.1000,20.0437
3.1900,1. Hover above tube,18.748438,37.155281,44571.058801,27329.905835,54678.560107,0.1000,17.3081
3.1920,1. Hover above tube,36.056626,33.336968,44602.456000,27348.794848,54733.646322,0.1000,19.6873
3.1940,1. Hover above tube,31.524295,9.847256,40080.695058,33779.451827,67590.427949,0.1000,16.5400
3.1960,1. Hover above tube,6.215825,29.386101,19236.504684,16566.818034,33139.851894,0.1000,15.2942
3.1980,1. Hover above tube,9.667879,53.089648,41947.536143,7692.409648,15394.487175,1.0000,22.3336
3.2000,1. Hover above tube,13.336440,46.024474,50874.723081,11514.058585,23041.453609,1.0000,16.5507
3.2020,1. Hover above tube,27.514355,42.081741,48264.739007,19734.826006,39497.166367,0.1000,21.9365
3.2040,1. Hover above tube,13.347280,46.042368,48268.601797,19739.909343,39493.165967,0.1000,17.2321
3.2060,1. Hover above tube,27.551771,42.140950,48313.177308,19768.085000,39563.721771,0.1000,21.6494
3.2080,1. Hover above tube,22.318897,18.625360,39306.379972,24956.115306,49934.549510,0.1000,16.4581
3.2100,1. Hover above tube,15.389921,20.700671,11216.275592,11167.478169,22350.346259,0.1000,15.6445
3.2120,1. Hover above tube,22.003613,18.304613,11025.738760,10960.886410,21943.776434,1.0000,18.6489
3.2140,1. Hover above tube,27.506561,42.260455,39109.992857,24760.207127,49547.920815,1.0000,18.1814
3.2160,1. Hover above tube,22.346282,18.505769,39298.578790,24931.607028,49885.560338,0.1000,15.1240
3.2180,1. Hover above tube,31.266336,9.685127,10834.867449,9899.380695,19830.027726,0.1000,16.2090
3.2200,1. Hover above tube,36.152154,33.479314,40004.505891,33690.917041,67417.986236,1.0000,18.9990
3.2220,1. Hover above tube,18.920301,37.310824,44799.388201,27472.414393,54963.749088,0.1000,16.9494
3.2240,1. Hover above tube,36.160211,33.519723,44823.044112,27485.343993,55006.848197,1.0000,18.6256
3.2260,1. Hover above tube,31.548907,9.797586,40170.358856,33837.852417,67707.253742,0.1000,15.1570
3.2280,1. Hover above tube,22.109904,18.492889,10941.678601,10036.800847,20095.711598,0.1000,16.3530
3.2300,1. Hover above tube,27.631105,42.260395,39255.457389,24875.874499,49779.380103,1.0000,20.5494
3.2320,1. Hover above tube,13.506872,46.210588,48492.042805,19881.611878,39776.730629,0.1000,16.9027
3.2340,1. Hover above tube,27.645497,42.316197,48526.153939,19899.871076,39827.387649,1.0000,20.1525
3.2360,1. Hover above tube,13.509331,46.217810,48524.742882,19894.183031,39801.875393,0.1000,17.5659
3.2380,1. Hover above tube,27.660336,42.372321,48560.175192,19913.279518,39854.219372,0.1000,19.8737
3.2400,1. Hover above tube,22.455985,18.652589,39482.511891,25068.258212,50158.972409,0.1000,15.8325
3.2420,1. Hover above tube,15.402394,20.646257,11227.826693,11183.287617,22381.977629,0.1000,15.1545
3.2440,1. Hover above tube,18.697842,44.572589,36738.750279,16936.348873,33891.395588,1.0000,20.9750
3.2460,1. Hover above tube,19.052330,37.557764,45154.822442,18787.868587,37594.789505,0.1000,16.0299
3.2480,1. Hover above tube,36.280386,33.593885,45027.849137,27615.959500,55268.199386,0.1000,20.5257
3.2500,1. Hover above tube,31.584876,9.870806,40277.176022,33920.770323,67873.125521,0.1000,16.0158
3.2520,1. Hover above tube,22.235620,18.688470,11018.550798,10092.065367,20206.366354,0.1000,15.9463
3.2540,1. Hover above tube,10.730428,1.649085,16639.799273,14296.212032,28603.154493,1.0000,14.4820
3.2560,1. Hover above tube,22.105871,18.484814,16517.942573,14210.994916,28444.095702,0.1000,18.7248
3.2580,1. Hover above tube,27.778694,42.485665,39385.328610,24944.213939,49916.206573,1.0000,17.2083
3.2600,1. Hover above tube,13.507337,46.323526,48678.594819,19951.412378,39916.332093,0.1000,19.3764
3.2620,1. Hover above tube,27.766795,42.514493,48693.457609,19958.637448,39945.041691,1.0000,17.0366
3.2640,1. Hover above tube,22.433124,18.669221,39568.779053,25100.984307,50224.401737,0.1000,15.3653
3.2660,1. Hover above tube,15.329537,20.579929,11177.776932,11137.051039,22289.431615,0.1000,15.7759
3.2680,1. Hover above tube,18.774003,44.614999,36728.541163,16933.288358,33885.350720,1.0000,18.5793
3.2700,1. Hover above tube,19.017113,37.536840,45172.425208,18800.022183,37619.061480,0.1000,16.8541
3.2720,1. Hover above tube,36.357853,33.629199,45046.355725,27632.302568,55300.962988,0.1000,18.1927
3.2740,1. Hover above tube,31.536810,9.822847,40285.036710,33929.653883,67890.844576,0.1000,14.3638
3.2760,1. Hover above tube,22.177109,18.656184,10988.803673,10058.767225,20139.711559,0.1000,16.9405
3.2780,1. Hover above tube,27.840387,42.507578,39501.517834,25011.865687,50051.571760,1.0000,19.4027
3.2800,1. Hover above tube,13.639398,46.558284,48833.613653,20049.157947,40111.955292,0.1000,17.4631
3.2820,1. Hover above tube,27.844708,42.555414,48861.341430,20063.059384,40153.963476,1.0000,19.0107
3.2840,1. Hover above tube,13.637510,46.558509,48856.249117,20053.838726,40121.314962,0.1000,18.0979
3.2860,1. Hover above tube,27.849529,42.603676,48885.352637,20068.600868,40165.051266,0.1000,18.7434
3.2880,1. Hover above tube,22.507329,18.821293,39712.265286,25184.538556,50391.584441,0.1000,15.7519
3.2900,1. Hover above tube,15.431891,20.622267,11274.556390,11238.473023,22492.377936,0.1000,14.8906
3.2920,1. Hover above tube,18.899969,44.605994,36795.360620,17048.967211,34116.834391,1.0000,20.3478
3.2940,1. Hover above tube,19.140958,37.705895,45296.653769,18928.471234,37876.083426,0.1000,15.8599
3.2960,1. Hover above tube,36.456855,33.636727,45185.241230,27748.323000,55533.102855,0.1000,19.8882
3.2980,1. Hover above tube,31.807014,9.375003,40324.412873,34119.232553,68270.272121,0.1000,15.2351
3.3000,1. Hover above tube,22.275276,18.846459,11243.297239,10191.703794,20405.682864,0.1000,16.2009
3.3020,1. Hover above tube,27.983095,42.665339,39711.591830,25134.248982,50296.481058,1.0000,21.4459
3.3040,1. Hover above tube,13.805505,46.906130,49130.886482,20219.365140,40452.535784,0.1000,16.6586
3.3060,1. Hover above tube,28.002265,42.731889,49172.020857,20239.951225,40507.904714,1.0000,20.9756
3.3080,1. Hover above tube,13.810120,46.926239,49176.356992,20236.757935,40487.325990,0.1000,17.2458
3.3100,1. Hover above tube,28.022053,42.798464,49218.695134,20258.298796,40544.619644,0.1000,20.6232
3.3120,1. Hover above tube,22.618516,19.012045,39951.637983,25331.070777,50684.760070,0.1000,16.5751
3.3140,1. Hover above tube,15.521071,20.637368,11348.653565,11319.269301,22654.059674,0.1000,14.5537
3.3160,1. Hover above tube,22.302395,18.701622,11168.674879,11126.903488,22276.109370,1.0000,18.8176
3.3180,1. Hover above tube,27.936711,42.934650,39755.240111,25119.581514,50267.099738,1.0000,17.3002
3.3200,1. Hover above tube,22.631580,18.916882,39942.563067,25279.232535,50581.096650,0.1000,15.4632
3.3220,1. Hover above tube,31.385791,9.672409,10992.909499,9974.950959,19981.287710,0.1000,15.3228
3.3240,1. Hover above tube,36.516799,33.744913,40279.680635,33933.617700,67903.752199,1.0000,19.1877
3.3260,1. Hover above tube,19.300480,37.767098,45317.780187,27845.448845,55710.198169,0.1000,16.0772
3.3280,1. Hover above tube,36.520225,33.782586,45336.250729,27855.572337,55747.664899,1.0000,18.7189
3.3300,1. Hover above tube,19.301808,37.746588,45325.371323,27849.263530,55717.828867,0.1000,16.9320
3.3320,1. Hover above tube,36.524823,33.820523,45345.234232,27860.261242,55757.047308,0.1000,18.3775
3.3340,1. Hover above tube,31.690117,9.765708,40456.921848,34089.559385,68210.808888,0.1000,14.4404
3.3360,1. Hover above tube,22.359493,18.917498,11146.277846,10160.887564,20344.134621,0.1000,17.0556
3.3380,1. Hover above tube,27.975069,43.019611,39901.293049,25168.515957,50365.006983,1.0000,19.3313
3.3400,1. Hover above tube,13.905860,47.085542,49393.882674,20255.768233,40525.442325,0.1000,17.6484
3.3420,1. Hover above tube,27.972249,43.081429,49426.250153,20267.801507,40563.575262,1.0000,18.9918
3.3440,1. Hover above tube,22.684067,19.116477,40105.043229,25328.559986,50679.804039,0.1000,15.8496
3.3460,1. Hover above tube,31.461346,9.752651,11149.809765,10121.625071,20274.711489,0.1000,14.5636
3.3480,1. Hover above tube,36.594132,33.771249,40371.397871,34011.219684,68059.033501,1.0000,20.7868
3.3500,1. Hover above tube,19.400976,37.926449,45443.031082,27936.697136,55892.795248,0.1000,15.2797
3.3520,1. Hover above tube,36.607067,33.816286,45469.527786,27951.925054,55940.457176,1.0000,20.2577
3.3540,1. Hover above tube,19.411977,37.915537,45463.370147,27950.296708,55920.005393,0.1000,16.1126
3.3560,1. Hover above tube,36.620996,33.861503,45491.146669,27966.307332,55969.235660,0.1000,19.8505
3.3580,1. Hover above tube,31.760044,9.818404,40553.222295,34177.111896,68385.983836,0.1000,15.2338
3.3600,1. Hover above tube,22.436477,19.148512,11288.876518,10275.104131,20572.644739,0.1000,16.3945
3.3620,1. Hover above tube,28.085898,43.237125,40133.662733,25264.379987,50556.845873,1.0000,21.0824
3.3640,1. Hover above tube,14.050615,47.453513,49712.893657,20390.490338,40795.031291,0.1000,16.9509
3.3660,1. Hover above tube,28.097145,43.313366,49756.572600,20408.777957,40845.653059,1.0000,20.6798
3.3680,1. Hover above tube,22.768575,19.341877,40348.874384,25438.098885,50898.966344,0.1000,16.5747
3.3700,1. Hover above tube,31.532235,9.809318,11271.045886,10217.437176,20466.406586,0.1000,14.3197
3.3720,1. Hover above tube,6.285521,29.966100,19339.304438,16505.390530,33017.066580,1.0000,18.5393
3.3740,1. Hover above tube,10.027568,54.230682,42820.301207,7835.843507,15681.714581,0.1000,16.5401
3.3760,1. Hover above tube,22.519977,19.364872,40114.011793,15971.709420,31965.938817,1.0000,15.5929
3.3780,1. Hover above tube,15.570868,20.586682,11418.629175,11402.285694,22820.142257,0.1000,15.0391
3.3800,1. Hover above tube,19.426412,44.683348,36962.934097,17367.690403,34754.807217,1.0000,18.7617
3.3820,1. Hover above tube,19.305058,38.073457,45642.278143,19269.147484,38557.600025,0.1000,16.3417
3.3840,1. Hover above tube,36.909569,33.733632,45557.433305,28054.575290,56146.060149,0.1000,18.2933
3.3860,1. Hover above tube,19.321818,38.036883,45542.953594,28057.173764,56133.669346,0.1000,17.1870
3.3880,1. Hover above tube,36.918142,33.738774,45553.802100,28069.895896,56176.709934,0.1000,17.9545
3.3900,1. Hover above tube,31.596282,9.808196,40572.607335,34243.491598,68518.579477,0.1000,14.1612
3.3920,1. Hover above tube,6.312899,30.106902,19394.486736,16525.354601,33057.022101,0.1000,16.7795
3.3940,1. Hover above tube,10.075662,54.230213,42896.738718,7876.950945,15763.977552,1.0000,18.6021
3.3960,1. Hover above tube,13.939926,47.703334,52360.094383,12003.374552,24020.689030,1.0000,18.1125
3.3980,1. Hover above tube,28.336728,43.311135,49889.636764,20459.055342,40946.447412,0.1000,18.2780
3.4000,1. Hover above tube,22.579148,19.482640,40417.701900,25463.592262,50949.763672,0.1000,15.8171
3.4020,1. Hover above tube,15.667211,20.534241,11451.885825,11439.710291,22895.087794,0.1000,14.3634
3.4040,1. Hover above tube,19.541294,44.562953,36936.006960,17474.638268,34968.817830,1.0000,20.2662
3.4060,1. Hover above tube,19.466506,38.148376,45678.840578,19408.145163,38835.756832,0.1000,15.5203
3.4080,1. Hover above tube,37.010177,33.629929,45629.163079,28191.947776,56420.905728,0.1000,19.7397
3.4100,1. Hover above tube,19.490477,38.122328,45619.307913,28197.755819,56415.002115,0.1000,16.3488
3.4120,1. Hover above tube,37.027110,33.646236,45638.957816,28215.099584,56467.226277,0.1000,19.3377
3.4140,1. Hover above tube,31.660170,9.750704,40606.221855,34333.356781,68698.373732,0.1000,14.9228
3.4160,1. Hover above tube,6.292213,30.243666,19433.649272,16509.329113,33024.950440,0.1000,16.0694
3.4180,1. Hover above tube,10.150358,54.340649,43023.635584,7907.071860,15824.294078,1.0000,20.3742
3.4200,1. Hover above tube,14.092939,48.021586,52594.916183,12120.738444,24255.569827,1.0000,17.3005
3.4220,1. Hover above tube,28.487673,43.448800,50168.813590,20635.002282,41298.492236,0.1000,19.9862
3.4240,1. Hover above tube,22.669079,19.634729,40606.517733,25588.195561,51199.060201,0.1000,16.3941
3.4260,1. Hover above tube,15.749106,20.467820,11476.100314,11468.380356,22952.509818,0.1000,14.1787
3.4280,1. Hover above tube,22.348958,19.297790,11290.330072,11275.338232,22573.025422,1.0000,18.8463
3.4300,1. Hover above tube,28.402372,43.579162,40396.800516,25374.033257,50776.468886,1.0000,16.7006
3.4320,1. Hover above tube,22.675064,19.510796,40582.106694,25532.401101,51087.477266,0.1000,15.3049
3.4340,1. Hover above tube,31.455463,9.518216,11206.902010,10033.006899,20097.469260,0.1000,15.2692
3.4360,1. Hover above tube,44.588391,34.951548,43909.754673,37867.921431,75780.431253,1.0000,17.4877
3.4380,1. Hover above tube,19.753986,38.129226,48657.792090,32130.272075,64280.298136,0.1000,17.3776
3.4400,1. Hover above tube,36.977716,33.684411,45717.412294,28304.888694,56646.755104,1.0000,17.0028
3.4420,1. Hover above tube,19.752336,38.119693,45709.683475,28297.183928,56614.120193,1.0000,18.1109
3.4440,1. Hover above tube,36.976307,33.731860,45731.827393,28305.346030,56647.668368,0.1000,16.6594
3.4460,1. Hover above tube,31.830432,9.671631,40651.958957,34378.614877,68789.060186,0.1000,15.5479
3.4480,1. Hover above tube,22.416323,19.446517,11289.223337,10173.597647,20369.611617,0.1000,15.7210
3.4500,1. Hover above tube,28.496536,43.557461,40498.214087,25459.750426,50947.997389,1.0000,19.8059
3.4520,1. Hover above tube,14.115932,48.073132,50263.887865,20683.858694,41381.833319,0.1000,16.4147
3.4540,1. Hover above tube,28.503401,43.600229,50288.900996,20698.896229,41426.295860,1.0000,19.4134
3.4560,1. Hover above tube,14.118820,48.057449,50277.973735,20690.932632,41395.984084,0.1000,17.2198
3.4580,1. Hover above tube,28.510177,43.643523,50304.279846,20706.576990,41441.664156,0.1000,19.1505
3.4600,1. Hover above tube,22.769737,19.584173,40702.549132,25645.393935,51313.557607,0.1000,14.3579
3.4620,1. Hover above tube,31.575927,9.662317,11268.145250,10120.909435,20273.394797,0.1000,16.2763
3.4640,1. Hover above tube,37.019182,33.767705,40568.667931,34275.413594,68587.846371,1.0000,18.7289
3.4660,1. Hover above tube,19.830394,38.323782,45857.921869,28359.896999,56739.624393,0.1000,17.0169
3.4680,1. Hover above tube,37.026296,33.820649,45886.716776,28372.710923,56782.448143,1.0000,18.3178
3.4700,1. Hover above tube,31.849260,9.774717,40733.921290,34417.662293,68867.173846,0.1000,15.8043
3.4720,1. Hover above tube,22.551983,19.561342,11353.191219,10239.933574,20502.419132,0.1000,15.2605
3.4740,1. Hover above tube,28.645112,43.656193,40669.725362,25603.209573,51235.064258,1.0000,21.0682
3.4760,1. Hover above tube,14.291076,48.306626,50483.925821,20856.820035,41727.931146,0.1000,15.9099
3.4780,1. Hover above tube,28.662552,43.714225,50519.786703,20876.925738,41782.514027,1.0000,20.6256
3.4800,1. Hover above tube,14.298650,48.306757,50515.880605,20872.859326,41760.017302,0.1000,16.6855
3.4820,1. Hover above tube,28.679735,43.772547,50552.875494,20893.498913,41815.677561,0.1000,20.3094
3.4840,1. Hover above tube,22.910691,19.702488,40896.495208,25804.210678,51631.332047,0.1000,15.1844
3.4860,1. Hover above tube,31.600781,9.760901,11316.462625,10170.946046,20373.492873,0.1000,15.6277
3.4880,1. Hover above tube,37.108717,33.874661,40671.404935,34334.097936,68705.304589,1.0000,20.3578
3.4900,1. Hover above tube,19.958140,38.569212,46062.595819,28472.157392,56964.272924,0.1000,16.3588
3.4920,1. Hover above tube,37.123456,33.932242,46097.300142,28489.165438,57015.454331,1.0000,19.8972
3.4940,1. Hover above tube,31.874343,9.854021,40838.008826,34482.933155,68997.740653,0.1000,16.3571
3.4960,1. Hover above tube,22.705666,19.709163,11404.460238,10278.704791,20580.115248,0.1000,15.1774
3.4980,1. Hover above tube,15.665776,20.483502,11453.327896,11446.717423,22909.100622,1.0000,17.3869
3.5000,1. Hover above tube,19.748880,44.786213,37049.810161,17552.227696,35124.204272,0.1000,16.4485
3.5020,1. Hover above tube,31.633612,9.875808,37373.890828,25495.727716,51023.089044,0.1000,14.4574
3.5040,1. Hover above tube,6.274513,30.412104,19368.560302,16422.085318,32850.445149,0.1000,16.2854
3.5060,1. Hover above tube,28.735568,43.896719,40552.747451,16252.897560,32534.530687,1.0000,18.8898
3.5080,1. Hover above tube,14.458549,48.424933,50708.609053,20987.330276,41989.119102,1.0000,16.9500
3.5100,1. Hover above tube,28.724676,43.951828,50733.540355,20995.470911,42019.666497,0.1000,18.4954
3.5120,1. Hover above tube,14.450853,48.410810,50721.740117,20977.019104,41968.489062,0.1000,17.7291
3.5140,1. Hover above tube,28.713607,44.007060,50747.790643,20985.688907,42000.091421,0.1000,18.2398
3.5160,1. Hover above tube,23.052311,19.715680,41045.973007,25879.121156,51781.294622,0.1000,14.7538
3.5180,1. Hover above tube,31.658655,9.738221,11349.471036,10195.918176,20423.495006,0.1000,15.6079
3.5200,1. Hover above tube,23.352008,42.411799,37837.517247,27432.385053,54888.122114,1.0000,18.2699
3.5220,1. Hover above tube,19.843140,38.715485,45947.803240,21592.661870,43205.166881,0.1000,16.8626
3.5240,1. Hover above tube,37.292073,33.973041,46185.229963,28511.507021,57060.306114,1.0000,17.8847
3.5260,1. Hover above tube,31.739888,9.933613,40883.920023,34498.264178,69028.268244,0.1000,14.7154
3.5280,1. Hover above tube,6.453892,30.522060,19437.351612,16485.889975,32978.233843,0.1000,15.6034
3.5300,1. Hover above tube,10.649692,54.763293,43431.136644,8246.892064,16504.433821,1.0000,19.4830
3.5320,1. Hover above tube,14.422648,48.740545,53247.026521,12536.374999,25087.172647,1.0000,16.9559
3.5340,1. Hover above tube,29.020554,43.912859,50907.189398,21118.273522,42265.567598,0.1000,19.0874
3.5360,1. Hover above tube,22.955391,19.943882,41164.850863,25995.277563,52013.510517,0.1000,15.2922
3.5380,1. Hover above tube,15.863324,20.627466,11661.322961,11656.231876,23328.327076,0.1000,14.3874
3.5400,1. Hover above tube,19.869065,44.802870,37199.604113,17720.510947,35460.890960,1.0000,20.2266
3.5420,1. Hover above tube,19.977428,38.885953,46303.477543,19835.678147,39691.333721,0.1000,15.4222
3.5440,1. Hover above tube,37.371150,33.953150,46311.663780,28621.655108,57280.681367,0.1000,19.6656
3.5460,1. Hover above tube,19.998422,38.869754,46304.410463,28625.340616,57270.679655,0.1000,16.2389
3.5480,1. Hover above tube,37.386064,33.985739,46330.119963,28642.195246,57321.776556,0.1000,19.2359
3.5500,1. Hover above tube,31.778615,9.932619,40944.164314,34568.119448,69168.017511,0.1000,15.3010
3.5520,1. Hover above tube,6.498269,30.620758,19439.851613,16455.776563,32918.051395,0.1000,15.3506
3.5540,1. Hover above tube,10.771866,54.879427,43553.130421,8334.309338,16679.390543,1.0000,20.7880
3.5560,1. Hover above tube,14.604078,49.030236,53480.150745,12691.210562,25397.025203,1.0000,16.5852
3.5580,1. Hover above tube,29.203515,44.056629,51188.832865,21323.489533,42676.182580,0.1000,20.3551
3.5600,1. Hover above tube,23.085656,20.062013,41365.445425,26155.002175,52333.090006,0.1000,16.0280
3.5620,1. Hover above tube,15.900096,20.611634,11696.221832,11692.885447,23401.670990,0.1000,14.2503
3.5640,1. Hover above tube,22.777992,19.731859,11514.531618,11506.244060,23035.266112,1.0000,18.0850
3.5660,1. Hover above tube,29.124688,44.186002,41163.505181,25949.725578,51928.575845,1.0000,16.9283
3.5680,1. Hover above tube,23.106146,19.935185,41345.949086,26109.052339,52241.210824,0.1000,14.8080
3.5700,1. Hover above tube,31.558395,9.752142,11318.742176,10110.432178,20252.422750,0.1000,15.0557
3.5720,1. Hover above tube,37.400905,34.061500,40828.425805,34458.085143,68953.571192,1.0000,18.4266
3.5740,1. Hover above tube,20.131915,38.885701,46409.956776,28700.975911,57422.083738,0.1000,15.8360
3.5760,1. Hover above tube,37.400549,34.096217,46426.182085,28709.119987,57455.640524,1.0000,17.9087
3.5780,1. Hover above tube,20.133519,38.860232,46413.466800,28703.077217,57426.287952,0.1000,16.7280
3.5800,1. Hover above tube,37.400986,34.131469,46431.035129,28711.944827,57461.290640,0.1000,17.5332
3.5820,1. Hover above tube,31.855515,9.834654,40995.099396,34606.478363,69244.812241,0.1000,14.0822
3.5840,1. Hover above tube,22.846285,19.886192,11426.685023,10259.144506,20541.135298,0.1000,16.6209
3.5860,1. Hover above tube,29.154240,44.232761,41271.905068,25999.295925,52027.746090,1.0000,18.5597
3.5880,1. Hover above tube,14.699135,49.078915,51296.334876,21326.860795,42668.420724,0.1000,17.2768
3.5900,1. Hover above tube,29.149111,44.284451,51323.142875,21337.467847,42704.084805,1.0000,18.1848
3.5920,1. Hover above tube,23.171313,20.066922,41463.781743,26157.698910,52338.569133,0.1000,15.1413
3.5940,1. Hover above tube,31.623248,9.802741,11425.624150,10210.770550,20453.164347,0.1000,14.4618
3.5960,1. Hover above tube,37.441226,34.075966,40889.464186,34511.789948,69061.021122,1.0000,19.6430
