t,lat_acc,jerk,lat_jerk,risk_rate,tilt_deg
0.0020,0.000000,0.000000,0.000000,0.000000,0.0000
0.0040,0.000000,0.000000,0.000000,0.000000,0.0292
0.0060,0.394055,14063.809246,4925.683601,8866.624537,0.0460
0.0080,0.563469,39247.684197,13959.873928,25128.336540,0.0927
0.0100,0.457438,39451.640086,14675.702342,26416.721653,0.1212
0.0120,0.643117,37965.032627,12620.618385,22717.756211,0.1741
0.0140,0.408511,38004.715430,12620.234420,22716.830467,0.2086
0.0160,0.743691,38006.360231,12614.153798,22706.220528,0.2690
0.0180,0.418400,38043.850818,12609.187599,22696.956078,0.3101
0.0200,0.850654,38043.438524,12601.369990,22683.316636,0.3787
0.0220,0.470887,38078.759396,12588.530273,22659.825378,0.4251
0.0240,0.687870,5162.122264,4802.779283,8645.690579,0.4532
0.0260,0.616985,40463.158104,12988.700789,23380.278406,0.5077
0.0280,0.666323,39137.169582,13116.481746,23610.333465,0.5421
0.0300,0.669918,3962.117180,3838.991623,6910.854839,0.5552
0.0320,0.722712,39343.198009,12084.428522,21752.694053,0.5983
0.0340,0.580461,38143.122285,12563.674265,22615.194138,0.6185
0.0360,0.950263,4972.895159,4620.285466,8317.464101,0.6201
0.0380,0.567343,40393.950335,12825.935767,23087.251724,0.6494
0.0400,0.837093,39096.101937,12981.851041,23368.168966,0.6600
0.0420,0.598000,39078.562393,12970.837995,23348.106391,0.6985
0.0440,0.765683,39093.862996,12956.132654,23321.804459,0.7168
0.0460,0.819404,3969.672862,3843.570860,6919.246953,0.7134
0.0480,0.756715,39412.596187,12173.268782,21912.640523,0.7416
0.0500,0.690499,38216.889539,12621.382390,22719.178801,0.7466
0.0520,1.060692,4825.814294,4479.381920,8063.948147,0.7327
0.0540,0.614215,40321.019040,12682.854271,22829.751902,0.7481
0.0560,0.919012,39039.960123,12877.163611,23179.813513,0.7432
0.0580,1.045605,3986.988107,3855.053826,6940.142491,0.7475
0.0600,1.387427,48872.437456,27687.747376,49839.332705,0.7982
0.0620,0.961740,48119.333131,28302.726164,50945.868835,0.8255
0.0640,1.433710,38263.945093,12634.491891,22743.519114,0.8863
0.0660,0.992223,38301.305118,12622.570207,22721.618596,0.9232
0.0680,0.963923,4665.322271,4330.744466,7796.303962,0.9514
0.0700,1.059093,45755.892930,23676.971912,42619.608535,1.0018
0.0720,1.029459,54012.209766,37732.382732,67919.318377,1.0262
0.0740,0.809897,19011.233665,19010.798274,34220.246790,1.0261
0.0760,1.082793,39534.857763,12243.273863,22038.975746,1.0724
0.0780,0.501972,41167.335731,21043.027411,37877.951311,1.0858
0.0800,1.174856,48774.391631,34462.778166,62034.175554,1.1301
0.0820,0.833494,41257.296399,21175.540103,38116.805679,1.1505
0.0840,0.978446,4523.606303,4205.158508,7570.263761,1.1585
0.0860,0.725615,45716.629488,23593.423355,42468.887655,1.1925
0.0880,0.995755,54062.495967,37744.304961,67940.744685,1.2113
0.0900,0.397499,34036.900919,34028.270209,61251.283875,1.2193
0.0920,0.954825,39330.926693,17253.491188,31057.238963,1.2483
0.0940,1.332643,35068.065213,4008.800261,7217.173112,1.2527
0.0960,0.688960,38397.828073,12603.153281,22686.364866,1.2925
0.0980,1.077441,38430.956147,12606.178096,22692.198013,1.3077
0.1000,0.444784,38426.616856,12603.196480,22686.198448,1.3577
0.1020,0.842806,38457.675480,12601.422803,22683.403851,1.3831
0.1040,0.221385,38451.407564,12596.740371,22674.354053,1.4429
0.1060,0.627506,38480.428045,12587.325894,22657.814115,1.4780
0.1080,0.920004,4406.658535,4105.820485,7391.396876,1.4924
0.1100,0.368221,40142.356429,12055.709435,21700.645204,1.5379
0.1120,0.705473,38956.623075,12274.646644,22095.069433,1.5623
0.1140,0.155529,38938.644032,12266.451381,22079.768014,1.6176
0.1160,0.517861,38954.478098,12247.525710,22046.064140,1.6517
0.1180,0.858413,4041.862294,3914.290769,7046.581797,1.6619
0.1200,0.307048,39675.534751,12299.640160,22139.659336,1.7065
0.1220,0.646089,38523.015272,12580.236180,22645.071213,1.7269
0.1240,0.996461,4220.302035,3919.308187,7055.751197,1.7267
0.1260,0.394090,40075.398551,11909.020803,21436.631536,1.7579
0.1280,0.790201,38900.944717,12156.187872,21881.928371,1.7683
0.1300,0.210345,38880.714517,12153.985277,21877.383843,1.8102
0.1320,0.617332,38893.654595,12146.166865,21863.717689,1.8311
0.1340,0.901516,4008.917917,3873.101409,6972.484051,1.8280
0.1360,0.437959,39705.502158,12373.456133,22272.658999,1.8602
0.1380,0.693527,38542.282366,12651.264271,22772.969214,1.8682
0.1400,1.050624,4102.734565,3795.637302,6833.197768,1.8659
0.1420,1.656453,37742.454867,8326.367872,14989.118622,1.8815
0.1440,1.969325,36345.689101,8215.739886,14790.301119,1.8762
0.1460,1.337656,38770.314451,12131.983216,21838.907444,1.9039
0.1480,1.669313,38785.303002,12123.609438,21824.166301,1.9104
0.1500,1.046634,38763.331171,12119.210279,21815.625136,1.9500
0.1520,1.397128,38776.717587,12106.642734,21793.354050,1.9682
0.1540,0.782844,38753.027481,12100.997871,21782.579012,2.0196
0.1560,1.152252,38764.841861,12085.260862,21754.621803,2.0502
0.1580,1.457477,4032.434062,3873.016048,6972.886364,2.0563
0.1600,0.865590,39773.090659,12511.546048,22521.648476,2.0994
0.1620,1.197314,38575.211121,12790.179601,23023.520595,2.1174
0.1640,0.645166,38563.488868,12803.489345,23046.925988,2.1727
0.1660,0.962197,38585.917547,12809.173825,23057.475081,2.2038
0.1680,1.294557,3889.478099,3571.893981,6430.703722,2.2217
0.1700,1.045080,45329.014688,23110.050127,41599.135309,2.2679
0.1720,1.096755,53834.758884,37627.922948,67731.358062,2.2987
0.1740,1.407407,33862.957363,33858.337035,60946.414069,2.2984
0.1760,0.873163,49287.864920,33659.769465,60588.458199,2.3414
0.1780,1.166272,48185.635518,33514.688960,60327.606401,2.3530
0.1800,0.744821,48156.718414,33505.458547,60310.570206,2.4077
0.1820,0.955533,48157.387403,33477.487486,60260.433008,2.4324
0.1840,1.340674,33439.940993,33277.380947,59900.626378,2.4404
0.1860,0.757679,54516.829654,37260.372481,67069.428146,2.4777
0.1880,1.171558,53730.501476,37636.945927,67747.674227,2.4993
0.1900,1.194868,33849.602026,33846.352408,60924.629202,2.5435
0.1920,0.603997,43324.672511,20251.632135,36453.541841,2.6243
0.1940,0.985781,39813.070454,12629.230522,22733.600721,2.6784
0.1960,0.403310,38515.259238,12909.602063,23237.687024,2.7691
0.1980,0.779091,38548.336265,12889.849624,23202.508414,2.8330
0.2000,0.241251,38544.557968,12886.499977,23195.941209,2.9337
0.2020,0.590076,38575.579731,12862.778213,23153.590859,3.0073
0.2040,0.172398,38569.982097,12858.581700,23145.619458,3.1177
0.2060,0.417520,38598.997915,12830.868938,23095.981607,3.2009
0.2080,0.243335,38591.616621,12825.859967,23086.791276,3.3210
0.2100,0.260707,38618.678976,12792.027419,23025.910060,3.4153
0.2120,0.554839,3186.646470,2827.869936,5090.720723,3.4860
0.2140,0.103874,39642.507956,11126.550991,20027.895658,3.5908
0.2160,0.395558,38403.545800,11455.530469,20620.350404,3.6732
0.2180,0.782745,3299.073387,3043.130014,5478.416771,3.7289
0.2200,0.192011,39881.029081,12503.665824,22506.790494,3.8224
0.2220,0.600471,38647.240996,12754.285762,22958.314843,3.8887
0.2240,0.129095,38637.774903,12761.082046,22970.076777,3.9928
0.2260,0.439682,38662.175339,12743.241584,22938.274532,4.0713
0.2280,0.777065,2787.498384,2398.360053,4317.825160,4.1262
0.2300,0.233420,39536.299516,10863.578173,19554.674132,4.2162
0.2320,0.610596,38299.630615,11194.694525,20151.060741,4.2840
0.2340,0.964030,2957.318694,2652.997396,4776.359342,4.3250
0.2360,0.399911,39912.198993,12524.493470,22544.488157,4.4046
0.2380,0.772871,38678.808603,12781.513668,23007.497473,4.4693
