t,lat_acc,jerk,lat_jerk,risk_rate,tilt_deg
0.0020,0.000000,0.000000,0.000000,0.000000,0.0000
0.0040,0.000000,0.000000,0.000000,0.000000,0.0292
0.0060,0.394029,14063.729912,4925.365525,8866.051974,0.0460
0.0080,0.564043,39246.294516,13955.863268,25121.117925,0.0927
0.0100,0.457954,39451.637797,14675.705188,26416.727293,0.1212
0.0120,0.643579,37965.028075,12620.621866,22717.762938,0.1740
0.0140,0.409044,38004.711336,12620.239261,22716.839713,0.2086
0.0160,0.744058,38006.356502,12614.159670,22706.231464,0.2690
0.0180,0.418880,38043.847511,12609.194599,22696.969159,0.3101
0.0200,0.850949,38043.435608,12601.378116,22683.331557,0.3787
0.0220,0.471281,38078.756900,12588.539515,22659.842407,0.4251
0.0240,0.688295,5162.122090,4802.776799,8645.686532,0.4531
0.0260,0.617279,40463.160816,12988.693002,23380.264683,0.5077
0.0280,0.666720,39137.172597,13116.475549,23610.322707,0.5421
0.0300,0.670245,3962.123701,3838.999713,6910.869728,0.5552
0.0320,0.723052,39343.198163,12084.446335,21752.726456,0.5983
0.0340,0.580795,38143.122306,12563.690587,22615.223851,0.6184
0.0360,0.950546,4972.893922,4620.281940,8317.458038,0.6200
0.0380,0.567658,40393.951161,12825.923153,23087.229334,0.6494
0.0400,0.837377,39096.103399,12981.841317,23368.151747,0.6599
0.0420,0.598260,39078.563754,12970.828226,23348.089066,0.6985
0.0440,0.765958,39093.863954,12956.121910,23321.785396,0.7168
0.0460,0.819620,3969.686580,3843.586272,6919.274909,0.7134
0.0480,0.756965,39412.600059,12173.297358,21912.692209,0.7415
0.0500,0.690722,38216.893078,12621.408533,22719.226082,0.7466
0.0520,1.060883,4825.812070,4479.377478,8063.940343,0.7327
0.0540,0.614436,40321.017361,12682.835160,22829.717723,0.7480
0.0560,0.919205,39039.959632,12877.149539,23179.788375,0.7431
0.0580,1.045748,3987.007795,3855.075370,6940.181413,0.7475
0.0600,1.387541,48872.455353,27687.786448,49839.403148,0.7982
0.0620,0.961875,48119.351363,28302.764678,50945.938295,0.8254
0.0640,1.433805,38263.951913,12634.527177,22743.582724,0.8863
0.0660,0.992335,38301.312411,12622.606877,22721.684714,0.9232
0.0680,0.964073,4665.319747,4330.739905,7796.295901,0.9513
0.0700,1.059010,45755.899346,23676.977930,42619.619284,1.0018
0.0720,1.029589,54012.239267,37732.421594,67919.388459,1.0261
0.0740,0.810036,19011.261393,19010.826026,34220.296883,1.0260
0.0760,1.082898,39534.868518,12243.322371,22039.063166,1.0724
0.0780,0.501857,41167.327379,21043.019176,37877.936374,1.0857
0.0800,1.174945,48774.367103,34462.747888,62034.121143,1.1301
0.0820,0.833600,41257.286438,21175.528115,38116.784207,1.1504
0.0840,0.978582,4523.603714,4205.280404,7570.483309,1.1692
0.0860,0.917664,43715.439858,22027.866890,39651.078065,1.1992
0.0880,1.451349,52351.854933,36799.516244,66240.580588,1.2132
0.0900,0.729645,54089.338006,37847.911678,68126.970665,1.2535
0.0920,1.291908,54106.718795,37825.437220,68087.078903,1.2778
0.0940,0.590405,54100.190088,37841.917984,68116.042776,1.3285
0.0960,1.166550,54116.907471,37819.203331,68075.732546,1.3628
0.0980,0.514371,54109.645360,37836.218474,68105.707624,1.4239
0.1000,1.075347,54125.660447,37818.116192,68073.684492,1.4692
0.1020,0.882275,34112.405064,34104.107077,61388.275013,1.4924
0.1040,0.305430,42305.835918,20835.231793,37503.722658,1.5517
0.1060,0.666322,38503.161315,12549.769298,22590.251058,1.5863
0.1080,0.904054,4328.903534,4031.098931,7256.882130,1.5990
0.1100,0.417523,40127.210949,11983.733117,21571.137134,1.6444
0.1120,0.681729,38951.233810,12193.630500,21949.216630,1.6677
0.1140,0.229485,38933.171228,12186.127436,21935.258870,1.7235
0.1160,0.481957,38948.672185,12167.960997,21902.811750,1.7578
0.1180,0.844988,3969.621392,3841.400253,6915.365443,1.7671
0.1200,0.245425,39687.212692,12276.414708,22097.791900,1.8123
0.1220,0.628118,38543.261060,12547.195494,22585.580007,1.8329
0.1240,0.959376,4145.028752,3846.289036,6924.279641,1.8320
0.1260,0.368086,40060.274647,11841.761701,21315.539147,1.8639
0.1280,0.747388,38894.124320,12081.009550,21746.564579,1.8739
0.1300,0.159169,38873.796811,12079.451389,21743.171670,1.9166
0.1320,0.566472,38886.404040,12072.347607,21730.792165,1.9380
0.1340,0.876091,3938.715194,3801.744211,6844.015672,1.9346
0.1360,0.373786,39715.992221,12352.858344,22235.518806,1.9675
0.1380,0.664394,38560.146639,12615.109725,22707.861898,1.9868
0.1400,2.231784,15432.441128,15151.237743,27274.459721,1.9697
0.1420,1.599209,47907.175715,26877.693623,48381.447730,1.9863
0.1440,1.907258,38785.307594,12057.162170,21704.799164,1.9814
0.1460,1.284309,38764.855603,12054.597359,21699.559555,2.0102
0.1480,1.611056,38779.404936,12047.008239,21686.225886,2.0173
0.1500,0.996437,38757.229711,12043.201057,21678.758339,2.0580
0.1520,1.342131,38770.197385,12031.399515,21657.861259,2.0768
0.1540,0.734870,38746.305538,12026.323771,21648.117659,2.1295
0.1560,1.099997,38757.717632,12011.305596,21621.450070,2.1611
0.1580,1.414029,3939.097400,3776.960950,6799.943738,2.1676
0.1600,0.815848,39786.410594,12493.697515,22489.471375,2.2118
0.1620,1.156834,38597.681061,12768.466890,22984.397236,2.2302
0.1640,0.596822,38585.754643,12782.348579,23008.824264,2.2864
0.1660,0.924239,38607.810019,12788.873861,23020.897189,2.3184
0.1680,1.254834,3796.362628,3478.750954,6263.006551,2.3352
0.1700,1.058500,45292.106398,23033.835436,41461.962284,2.3818
0.1720,1.058576,53793.492503,37555.335241,67600.662011,2.4119
0.1740,1.400081,33766.788251,33762.108637,60773.195628,2.4117
0.1760,0.836941,49218.147028,33539.062702,60371.149804,2.4542
0.1780,1.162687,48119.485531,33391.889636,60106.564032,2.4659
0.1800,0.711497,48090.335427,33382.631028,60089.447347,2.5203
0.1820,0.956112,48090.822251,33351.366567,60033.415932,2.5563
0.1840,2.445662,36588.441081,36300.676699,65343.663720,2.5594
0.1860,1.799579,60563.217039,44445.790702,80004.222842,2.5930
0.1880,2.132815,53662.973007,37533.006045,67561.543695,2.6087
0.1900,1.491060,53632.033040,37531.464555,67558.127259,2.6551
0.1920,1.854360,53623.687553,37492.101482,67487.637027,2.6831
0.1940,1.217262,53591.430475,37490.058433,67483.322442,2.7419
0.1960,1.610165,53581.911639,37449.204641,67410.178518,2.7820
0.1980,0.980674,53548.288254,37446.581520,67404.827410,2.8530
0.2000,1.400602,53537.595022,37409.290996,67338.124395,2.9069
0.2020,1.496411,33489.236298,33486.407536,60277.029976,2.9368
0.2040,0.850109,42019.085491,20135.284223,36244.361711,3.0053
0.2060,1.218389,38571.501086,13045.395871,23482.930957,3.0473
0.2080,0.591619,38554.172833,13059.741450,23508.126230,3.1276
0.2100,0.963885,38569.442836,13059.032706,23507.222755,3.1832
0.2120,1.194325,3194.386734,2794.790473,5031.817176,3.2158
0.2140,0.677212,39589.516549,11303.941856,20347.772553,3.2838
0.2160,0.937335,38282.332647,11711.328798,21081.329171,3.3303
0.2180,1.306412,3289.006697,2984.346013,5373.129235,3.3507
0.2200,0.633693,39852.515509,12815.867162,23069.194585,3.4099
0.2220,1.043377,38535.898941,13165.582911,23699.092618,3.4446
0.2240,1.318834,2977.700795,2528.223139,4552.120485,3.4674
0.2260,2.023996,37427.292364,7488.127895,13480.654208,3.5109
0.2280,2.279563,35809.518443,7594.179931,13671.803439,3.5310
0.2300,1.680725,37896.439818,11578.062830,20842.193820,3.5875
0.2320,1.946150,37839.950964,11524.347326,20745.771337,3.6205
0.2340,1.357077,37805.089138,11518.401589,20734.479938,3.6899
0.2360,1.641592,37805.215266,11494.691785,20692.086804,3.7355
0.2380,1.060867,37768.590682,11487.438355,20678.449905,3.8175
