t,lat_acc,jerk,lat_jerk,risk_rate
0.2300,0.177084,23734.341162,7325.348314,13185.804048
0.2320,0.473620,23728.309357,7326.023552,13187.316013
0.2340,0.175289,23733.588696,7331.328441,13196.566483
0.2360,0.935990,13590.989258,13126.934157,23629.417472
0.2380,0.389203,21582.290088,15977.578407,28760.030337
0.2400,0.907051,18737.820953,13029.762267,23454.479131
0.2420,0.361989,18738.700915,13030.823046,23455.843472
0.2440,0.891391,18732.220601,13104.898098,23589.707968
0.2460,0.345390,18995.612778,13634.323097,24542.126964
0.2480,0.867721,19215.582819,14000.311708,25201.428796
0.2500,0.784458,9665.781089,7768.990448,13984.967263
0.2520,0.240980,19628.245581,5847.403369,10525.567045
0.2540,0.768983,18396.357251,13210.436651,23779.554955
0.2560,0.225941,18399.753651,13213.653150,23784.801610
0.2580,0.755098,18398.653556,13206.284385,23772.066990
0.2600,0.668054,9742.155323,7471.178257,13448.788917
0.2620,0.142646,20226.864897,5670.131531,10206.379403
0.2640,0.662379,18744.158039,12995.359342,23392.309195
0.2660,0.136699,18747.840434,12999.099933,23398.516579
0.2680,0.657482,18746.414887,12991.252853,23384.912617
0.2700,0.584528,9134.975862,7251.838123,13053.893149
0.2720,0.047123,19623.916558,5831.799972,10497.287072
0.2740,0.586415,18405.296437,13189.299321,23741.325193
0.2760,0.507340,9736.745160,7477.285563,13459.621354
0.2780,0.021127,20230.802834,5651.524802,10172.765770
0.2800,0.515559,18750.607091,12979.819352,23364.190392
0.2820,0.013533,18754.442985,12983.958474,23371.138786
0.2840,0.555620,18784.540538,13166.389942,23700.057515
0.2860,0.455779,10464.847706,8681.851057,15627.787682
0.2880,0.768752,24861.026738,6772.494722,12191.259251
0.2900,0.435738,24579.188565,9006.969308,16212.980492
0.2920,1.198536,14608.118666,14108.411457,25396.339158
0.2940,0.633371,21984.659613,16722.146179,30100.496492
0.2960,1.152703,19211.215367,13937.491062,25088.636614
0.2980,0.590600,19214.204334,13941.490099,25095.272778
0.3000,1.111026,19210.534180,13931.368772,25077.574816
0.3020,0.551879,19214.911789,13936.367245,25086.012921
0.3040,1.073178,19210.336576,13924.443312,25065.071141
0.3060,0.516887,19216.019589,13930.329735,25075.110409
0.3080,1.038415,19210.571547,13919.683960,25056.469543
0.3100,0.939389,10605.882802,8845.650945,15923.111090
0.3120,0.406259,20463.384217,7386.391213,13295.910443
0.3140,0.915782,19087.755320,13774.189892,24794.457587
0.3160,0.384033,19095.050251,13781.520364,24807.120688
0.3180,0.894100,19089.637609,13770.513929,24787.819173
0.3200,0.809689,10361.651874,8534.164414,15362.305634
0.3220,0.288326,20185.674651,5964.166027,10735.787175
0.3240,0.795615,18765.396018,12950.958151,23312.520287
0.3260,0.716950,9124.508560,7264.257168,13076.379852
0.3280,0.086805,21649.759200,8703.996730,15667.280919
0.3300,0.721473,24227.243682,19008.179800,34215.445114
0.3320,0.184720,21312.067349,16088.341274,28959.199014
0.3340,0.715712,18432.378903,13143.953426,23659.831879
0.3360,0.629158,9713.246581,7489.344554,13481.449356
0.3380,0.143753,22204.109427,8530.003997,15354.150947
0.3400,0.641377,24507.055392,18814.635769,33866.985762
0.3420,0.334984,13576.807137,13142.211672,23656.315993
0.3440,0.635018,23759.890027,7491.752489,13485.789498
0.3460,0.562371,24035.646140,4576.554701,8238.360834
0.3480,0.619559,24707.415476,1630.955406,2936.339290
0.3500,0.547402,24710.002624,1643.508213,2958.862186
0.3520,1.059157,9165.309004,7303.621400,13147.577678
0.3540,0.516149,18781.663254,12942.320935,23296.693831
0.3560,1.076650,19338.154289,13520.113131,24337.280286
0.3580,0.533057,19349.726884,13531.672734,24357.543978
0.3600,1.045728,18778.004546,12924.033827,23264.306616
0.3620,0.503747,18788.107940,12935.204286,23283.871462
0.3640,1.041139,18809.643544,13120.037282,23617.108247
0.3660,0.475977,19192.463373,13820.028017,24876.526406
0.3680,1.244162,21968.477127,16627.007333,29929.857361
0.3700,0.893281,14553.396755,14072.106052,25330.684174
0.3720,0.389558,18852.139132,5340.187435,9612.726942
0.3740,0.877941,19107.729181,13704.263340,24668.551953
0.3760,0.805152,10305.351929,8505.083634,15309.955693
0.3780,0.261113,20452.471592,7190.950883,12943.972702
0.3800,0.797907,19216.340528,13845.816524,24923.267650
0.3820,0.256279,19226.658394,13856.790918,24942.479933
0.3840,0.791292,19217.474676,13842.287094,24916.908061
0.3860,0.699223,10564.151857,8820.530715,15877.654509
0.3880,0.200563,20494.880953,7279.670691,13103.607807
0.3900,0.701211,19117.175481,13691.007387,24644.514509
0.3920,0.627732,10292.720099,8500.078636,15300.769276
0.3940,0.919619,24749.767791,6298.834540,11338.821792
0.3960,0.602674,24486.381751,8742.421308,15736.961029
0.3980,0.897361,24354.992859,8073.086208,14532.452535
0.4000,0.570300,24393.933886,7716.716930,13890.660774
0.4020,1.325002,13979.402290,13381.245516,24087.566931
0.4040,0.765944,21347.821115,16034.447346,28862.771166
0.4060,1.277826,18470.071076,13085.886432,23555.873404
0.4080,0.720931,18483.509229,13100.875664,23582.297125
0.4100,1.234710,18472.805852,13082.452824,23549.649794
0.4120,0.679624,18487.659739,13099.735581,23580.203669
0.4140,0.512530,17603.271120,4572.669834,8231.318232
0.4160,1.217342,11084.104506,10827.210779,19490.196744
0.4180,0.655448,21612.065800,15757.237637,28363.683195
0.4200,1.180060,19220.261114,13824.502947,24885.285364
0.4220,0.620659,19234.352265,13840.691319,24913.865034
0.4240,1.145535,19221.765068,13824.466319,24885.184910
0.4260,1.038637,10556.235370,8811.181580,15861.165480
0.4280,0.512730,20520.311940,7250.224016,13050.915960
0.4300,1.015881,19135.593630,13667.485018,24602.488914
0.4320,0.932181,10257.382311,8475.573411,15256.964320
0.4340,0.393696,20452.612719,7155.003486,12879.399970
0.4360,0.919308,19226.438641,13830.110657,24895.118491
0.4380,0.382137,19240.784430,13847.029449,24925.035144
0.4400,0.907328,19228.050304,13831.517201,24897.638291
0.4420,0.818514,10563.563239,8815.273131,15868.310150
0.4440,0.295929,20536.421675,7257.031708,13062.953003
0.4460,0.822871,18646.291230,13127.688902,23630.662894
0.4480,0.733868,9655.460699,7484.173699,13472.246526
0.4500,0.221717,20274.003917,5592.561536,10066.832481
0.4520,0.737801,18822.147404,12929.085664,23273.091995
0.4540,0.223188,18837.565537,12948.974134,23308.376630
0.4560,0.741355,18824.633166,12933.997322,23281.936534
0.4580,0.667721,9142.294026,7298.063575,13137.182156
0.4600,0.961160,24127.831864,4623.868228,8323.923971
0.4620,0.644205,23855.695945,7572.345666,13630.866404
0.4640,1.391037,13658.555616,13217.084076,23792.142374
0.4660,0.838668,21672.989190,15902.393851,28625.147599
0.4680,1.343909,18823.894653,12950.034965,23311.406846
0.4700,0.793174,18840.052772,12971.995052,23350.384267
0.4720,1.300614,18825.266291,12954.044392,23318.580520
0.4740,0.751158,18842.817409,12978.676516,23362.368887
0.4760,0.436476,18658.273301,2751.143772,4952.495265
0.4780,1.200453,13954.277237,13358.494746,24046.490995
0.4800,0.649168,21392.957300,16050.871038,28892.217036
0.4820,1.169694,18514.338512,13101.797241,23584.404727
0.4840,0.619548,18533.391301,13124.494635,23624.709892
0.4860,1.140977,18517.071396,13105.975805,23591.897426
0.4880,1.047819,9637.949070,7456.716405,13423.137348
0.4900,0.507561,20281.548932,5655.149924,10179.777424
0.4920,1.051680,18863.781138,13202.866410,23766.211219
0.4940,0.946653,10613.585008,8834.726507,15903.454365
0.4960,0.441883,20593.800031,7326.488312,13188.120845
0.4980,0.937995,19185.277009,13726.346363,24708.361448
0.5000,0.404186,18983.378867,13428.529923,24171.758047
0.5020,0.935276,18967.417458,13411.648100,24141.901855
0.5040,0.851815,10250.446970,8460.700551,15230.112807
0.5060,0.343540,20474.291814,7272.266552,13090.423333
0.5080,0.851892,19258.050261,13946.995003,25105.442897
0.5100,0.787108,10639.965838,8847.232902,15925.806332
0.5120,0.246635,20617.587843,7372.846172,13271.369745
0.5140,0.793489,19201.796311,13763.268010,24774.675906
0.5160,0.253809,19222.052103,13788.506335,24819.565213
0.5180,0.798985,19206.506442,13773.659179,24793.385507
0.5200,0.719286,10263.623724,8466.348945,15240.147387
0.5220,0.244490,20484.304546,7327.853633,13190.381028
0.5240,0.732222,19269.085649,13995.886336,25193.327627
0.5260,0.682174,10672.082610,8863.982202,15955.850138
0.5280,0.959900,25062.370046,6768.295596,12183.891973
0.5300,0.665805,24771.251693,9003.401123,16206.787827
0.5320,0.944440,24771.498069,8982.490664,16169.427635
0.5340,0.650195,24777.626370,8994.309172,16190.406705
0.5360,0.573969,5599.270733,5513.816797,9925.444203
0.5380,0.873689,24637.875700,4769.397998,8585.790086
0.5400,0.566223,24461.747181,7498.087533,13497.123783
0.5420,1.332792,13917.449283,13295.163327,23932.626781
0.5440,0.774763,21421.303196,16162.058529,29092.480116
0.5460,1.298629,18537.966594,13216.517072,23791.029359
0.5480,0.741277,18559.033031,13245.800480,23843.182140
0.5500,0.445983,18162.478943,2985.436856,5374.232324
0.5520,1.215806,13693.203311,13201.028940,23763.067897
0.5540,0.664945,21700.055335,16118.255077,29013.524084
0.5560,1.191887,18836.786325,13169.956438,23707.113476
0.5580,0.641217,18857.950917,13200.954453,23762.359233
0.5600,1.169551,18837.074268,13182.422830,23729.530645
0.5620,0.618786,18859.665914,13216.207391,23789.792089
0.5640,0.477600,19169.895397,5490.487855,9883.355739
0.5660,1.147084,14744.946994,14155.766694,25481.527133
0.5680,0.641722,21433.298796,16226.292461,29207.968152
0.5700,1.125807,18545.104862,13282.124624,23908.950130
0.5720,1.062266,9625.915756,7348.738466,13228.791505
0.5740,0.889778,21029.794361,8075.646486,14537.053453
0.5760,2.004847,19945.497085,14861.193767,26752.153628
0.5780,1.741331,17770.762114,16746.849752,30146.070885
0.5800,1.681954,20676.893752,7982.966953,14371.022469
0.5820,1.635597,19469.609774,14447.076663,26006.373592
0.5840,1.563373,19493.046308,14480.209878,26065.941153
0.5860,1.540408,19474.543886,14469.992779,26047.527409
0.5880,1.657269,11117.973406,9285.989833,16716.438968
0.5900,1.190567,20893.969379,8160.070979,14689.318328
0.5920,1.572483,19444.553300,14293.776076,25730.369419
0.5940,1.334309,10680.926085,8867.217266,15962.325388
0.5960,1.233561,22635.021634,10461.806603,18832.485447
0.5980,1.275323,25061.362773,20045.652290,36083.449445
0.6000,1.182621,22267.359457,17305.114848,31150.389347
0.6020,1.217436,19495.944521,14570.008366,26227.232495
0.6040,1.335770,11190.541877,9332.902541,16800.560343
0.6060,0.810270,22870.708681,10629.314340,19133.576083
0.6080,1.287289,25067.816765,19945.207471,35902.660736
0.6100,1.075775,12430.918149,11400.477440,20521.935167
0.6120,0.733649,22328.181682,9503.998806,17107.931499
0.6140,0.833442,27095.077988,22332.032608,40198.492137
0.6160,0.891068,25717.046943,25448.250921,45807.742725
0.6180,0.141346,27829.310830,21455.584544,38620.193526
0.6200,1.071313,29738.999377,26430.402118,47575.795125
0.6220,0.169254,32046.389607,28494.531019,51290.325089
0.6240,1.075581,32021.071460,28477.489449,51260.556588
0.6260,0.590052,25028.092402,24628.262146,44331.461914
0.6280,0.688043,28317.160594,21505.487422,38710.565402
0.6300,0.858006,30725.056232,27199.165055,48959.355104
0.6320,0.871343,25634.370969,25357.131051,45643.707235
0.6340,0.197281,27919.928080,21602.699439,38885.056272
0.6360,0.881229,27866.379185,24898.932806,44818.960280
0.6380,0.225368,27875.657003,24912.272005,44842.314976
0.6400,0.661113,29054.204512,22214.394762,39986.571685
0.6420,0.672141,23579.247636,22834.606450,41102.963751
0.6440,0.644688,28732.379039,25508.392891,45915.751892
0.6460,0.261950,28281.548833,21429.110550,38572.660940
0.6480,0.916185,24993.354762,24563.323177,44214.897903
0.6500,0.462634,31735.240711,28662.119170,51592.277140
0.6520,0.653651,32145.443718,26619.079207,47914.996224
0.6540,0.842978,30067.740890,29770.390090,53587.545140
0.6560,0.656238,34311.814375,31394.880805,56511.441688
0.6580,0.429969,32057.965754,26457.287776,47623.547965
0.6600,0.980867,29304.465283,28980.810032,52166.438925
0.6620,0.251209,30946.271261,27729.171449,49912.759817
0.6640,0.125994,22284.429889,12962.907222,23333.358994
0.6660,0.805672,15211.283116,14538.676178,26170.422792
0.6680,0.276008,22380.253428,17804.747599,32048.821687
0.6700,0.106281,19176.766247,6935.442155,12483.902160
0.6720,0.159490,6797.871687,6697.075844,12054.896010
0.6740,0.220653,25991.483284,6785.859151,12214.767125
0.6760,0.158245,25414.712000,8136.937541,14646.645819
0.6780,0.556685,19496.316446,7162.769734,12893.542206
0.6800,0.067776,19008.636483,14221.887546,25599.465358
0.6820,0.090873,9730.394534,7203.436500,12966.276573
0.6840,0.443853,20294.779668,6703.011725,12065.864958
0.6860,0.173517,18841.063015,13887.574236,24997.807141
0.6880,0.154245,9308.860141,7587.426871,13657.522613
0.6900,0.369097,19076.359134,6473.375659,11652.445282
0.6920,0.239134,18560.724949,13858.668509,24945.842450
0.6940,0.289242,18584.462958,13893.496382,25008.582729
0.6960,0.316364,18561.873973,13882.655125,24989.095589
0.6980,0.328178,9743.507853,7146.846870,12864.652545
0.7000,0.208785,20294.271403,6859.079274,12346.551479
0.7020,0.399907,18842.546252,14010.413061,25219.143416
0.7040,0.410418,9670.638099,7309.884947,13158.203322
0.7060,0.127221,19996.399565,6912.149432,12441.996197
0.7080,0.475964,18562.826671,13957.572800,25124.107005
0.7100,0.065458,18587.352318,13995.221916,25191.464906
0.7120,0.275434,18265.588801,4168.830545,7504.170415
0.7140,0.613333,14437.996463,13684.267788,24632.295351
0.7160,0.095707,23652.816019,19379.168010,34882.598125
0.7180,0.315131,19921.993276,8238.585683,14829.769361
0.7200,0.244759,7196.147230,7095.844861,12772.765509
0.7220,0.650267,13519.669689,12194.344691,21950.470711
0.7240,0.135460,22511.992117,18334.954025,33003.052705
0.7260,0.181422,19264.425582,7633.883129,13741.171054
0.7280,0.653288,19232.830903,7651.449307,13773.262041
0.7300,0.141429,19768.977792,15710.594595,28279.211700
0.7320,0.150198,12080.620414,9952.888155,17915.348878
0.7340,0.730763,23341.078363,11971.493079,21549.418306
0.7360,0.204548,25356.157270,20893.955129,37609.323780
0.7380,0.627297,25383.918017,20932.839390,37679.738199
0.7400,0.284890,25366.055713,20927.571747,37669.914036
0.7420,0.127770,14961.098514,14275.145449,25695.389579
0.7440,0.505612,19260.622181,7862.055112,14152.204814
0.7460,0.197544,19814.529680,15876.744528,28578.337694
0.7480,0.221095,14011.398178,13372.964814,24071.557760
0.7500,0.130481,13523.166201,7999.151556,14398.603282
0.7520,0.036955,4288.005325,4287.613778,7717.741756
0.7540,0.794974,22150.542967,10230.404939,18415.523864
0.7560,0.084501,24388.204587,20064.219909,36115.680337
0.7580,0.680659,24411.872548,20098.460397,36177.909373
0.7600,0.194935,24389.756712,20089.020397,36160.431650
0.7620,0.060481,13733.193865,12823.517157,23082.391364
0.7640,0.520739,18477.156382,4802.114771,8644.327326
0.7660,0.136543,18867.891257,14558.295409,26205.068279
0.7680,0.418341,18892.347785,14599.099233,26278.796960
0.7700,0.572038,18513.292513,4900.205581,8820.942083
0.7720,0.494170,3606.237152,3493.622816,6289.015240
0.7740,0.403849,2030.660667,2029.200331,3652.964445
0.7760,0.925525,20307.635436,7732.385986,13919.220300
0.7780,0.258112,18879.804421,14672.371905,26410.527540
0.7800,0.206723,10103.744842,7466.674845,13440.221445
0.7820,0.705605,20130.326898,7702.087286,13864.462719
0.7840,0.102004,18593.330251,14471.469646,26048.747367
0.7860,0.583692,18615.518635,14505.565448,26110.601498
0.7880,0.098986,18595.355205,14500.902905,26101.724214
0.7900,0.132234,9959.447817,7081.255095,12746.391406
0.7920,0.651535,22416.214517,10754.732638,19359.170284
0.7940,0.541350,22455.851549,10796.971889,19435.090749
0.7960,0.693574,3897.768121,3758.146553,6765.357371
0.7980,0.595041,23316.423355,6112.730322,11003.509622
0.8000,0.716837,24179.899116,8382.341620,15088.931752
0.8020,0.610315,8013.243066,7984.845877,14373.332894
0.8040,1.119824,21158.713822,10629.624956,19134.444744
0.8060,0.452364,20021.511789,16563.851101,29815.384346
0.8080,0.373565,12801.692184,10491.084177,18884.325084
0.8100,0.860150,21714.529200,10743.403125,19338.985775
0.8120,0.249335,20052.426605,16215.669092,29188.453700
0.8140,0.725204,20077.561311,16252.428893,29255.097211
0.8160,0.168936,20065.497044,16254.023282,29257.410844
0.8180,0.438467,15869.991008,14395.845633,25912.960607
0.8200,0.580973,15182.082928,8129.033301,14632.840915
0.8220,0.447765,8223.802074,8198.644510,14758.007883
0.8240,1.160007,22772.138873,12645.188016,22762.498436
0.8260,0.466086,22198.622787,18807.647143,33854.230943
0.8280,0.449874,12578.213874,11048.685339,19888.083483
0.8300,0.920539,20334.816030,10580.764234,19046.296161
0.8320,0.244301,19226.255232,15429.675561,27773.660310
0.8340,0.776545,18644.178285,14838.292468,26709.702987
0.8360,0.883011,18428.810611,5705.267786,10270.365026
0.8380,0.747501,4282.928485,4173.229511,7512.560621
0.8400,0.627317,2841.350415,2841.323360,5115.009366
0.8420,1.364529,22358.578360,11121.966098,20020.903505
0.8440,0.444111,24429.753194,20607.248444,37093.491310
0.8460,1.189766,24449.009697,20636.039299,37146.060504
0.8480,0.277661,24431.351611,20630.548748,37135.265407
0.8500,0.386484,13757.594953,12683.548356,22830.773524
0.8520,0.921650,18446.006431,6014.253510,10826.577968
0.8540,1.002122,18478.853146,6061.364860,10911.458869
0.8560,0.870453,4203.609846,4091.834341,7366.172267
0.8580,1.363715,20290.392701,8551.289681,15393.685141
0.8600,0.675087,18648.214361,14997.055058,26995.374191
0.8620,0.524649,10198.494759,7135.856838,12845.066958
0.8640,1.062085,20351.345323,8829.445700,15894.064346
0.8660,0.355162,18969.192356,15464.066610,27835.675059
0.8680,0.900883,18988.636821,15497.777339,27896.900094
0.8700,0.970136,18477.680189,6275.781417,11297.376686
0.8720,0.838382,4329.173126,4217.652739,7592.613313
0.8740,0.830690,6247.461632,5949.954261,10710.748360
0.8760,1.342592,19302.378820,10442.630776,18798.077989
0.8780,0.642011,20279.213887,17338.813946,31210.507114
0.8800,1.156936,20299.975203,17370.946795,31268.861167
0.8820,0.475064,20292.315517,17376.119563,31277.490277
0.8840,0.987656,20314.789242,17410.798847,31340.425580
0.8860,1.053412,19622.605803,9881.724852,17788.158145
0.8880,0.906860,8845.909431,8743.661940,15739.498352
0.8900,0.732798,8341.730960,8331.563996,14997.547991
0.8920,1.493065,23463.433264,14059.816962,25309.163596
0.8940,0.540076,25802.690096,22708.410408,40875.678810
0.8960,1.303539,25822.123384,22738.604007,40930.790752
0.8980,0.371141,25812.842883,22739.535029,40931.534193
0.9000,1.130632,25834.385593,22772.922070,40992.390359
0.9020,0.944820,23523.034473,14193.127336,25548.574025
0.9040,1.034950,9024.764969,9009.632302,16218.373094
0.9060,0.838334,9057.686920,9043.399899,16278.958153
0.9080,1.357193,20782.430798,10488.376822,18880.435473
0.9100,0.640519,19027.305429,15821.252824,28478.895603
0.9120,1.310355,19094.061730,15921.113560,28659.314763
0.9140,0.864828,19073.869888,15912.587364,28643.522083
0.9160,0.626603,11024.942407,7959.729517,14328.139734
0.9180,1.258269,22531.237648,11844.076480,21320.595933
0.9200,1.015916,22563.870579,11880.348699,21385.643574
0.9220,1.117012,4696.438369,4583.907913,8252.151255
0.9240,1.525593,18460.355634,6918.123665,12454.148190
0.9260,0.925069,19048.044929,15931.846339,28678.248479
0.9280,1.322693,19064.142892,15958.626566,28726.850511
0.9300,1.393267,18489.744377,6999.169810,12599.898925
0.9320,1.158673,4797.115456,4688.758007,8440.923086
0.9340,1.020471,3876.372643,3875.164095,6976.315841
0.9360,1.468152,20413.799159,9626.511813,17329.189415
0.9380,0.824937,19063.531617,16014.149277,28826.293636
0.9400,1.492504,21941.199109,18831.960508,33899.021419
0.9420,0.647749,24843.090189,21655.179055,38979.970048
0.9440,1.297978,24858.649824,21680.844923,39026.818840
0.9460,1.132678,22630.598603,12430.188564,22375.472093
0.9480,1.137003,5126.350256,5057.653939,9104.914092
0.9500,1.051385,7192.462268,7163.278700,12894.953045
0.9520,1.453673,21581.406815,12509.558994,22518.659862
0.9540,0.860861,20529.825145,18002.769933,32405.846741
0.9560,1.248995,20545.972415,18027.248904,32450.297022
0.9580,0.698759,20540.880500,18030.930140,32456.373011
0.9600,1.061748,20558.865197,18058.012796,32505.484781
0.9620,1.169684,19806.663523,10742.224439,19337.173675
0.9640,0.902038,9480.465038,9379.692636,16884.348783
0.9660,1.008660,9484.157487,9381.643624,16887.967182
0.9680,1.460506,19797.433743,10788.194226,19420.210113
0.9700,0.809958,20576.854866,18118.205446,32613.579761
0.9720,1.253926,20592.012719,18141.531417,32656.010477
0.9740,1.315192,19832.999358,10854.738637,19539.844739
0.9760,1.073355,9564.965894,9464.770728,17037.660664
0.9780,0.912976,9108.171797,9095.773324,16373.304959
0.9800,1.398255,20921.053980,11222.143447,20201.256460
0.9820,0.713299,19113.673786,16276.425485,29298.279172
0.9840,1.424983,21980.954883,19071.576617,34330.262894
0.9860,0.530201,24876.934973,21880.013806,39384.555052
0.9880,1.230196,24889.103474,21900.964725,39422.966700
0.9900,1.038758,22677.960153,12778.586201,23002.493920
0.9920,1.048034,5414.189326,5354.095001,9638.419036
0.9940,1.567571,18645.861559,7407.516728,13335.097681
0.9960,0.821375,18777.966985,15780.257216,28405.284364
0.9980,0.648633,10711.914424,7426.220676,13367.845850
1.0000,1.158610,20470.919241,10168.054709,18303.657087
1.0020,0.521166,18834.392406,15684.546424,28232.704730
1.0040,1.029369,18844.004965,15703.555480,28267.429234
1.0060,1.058789,18528.027147,7714.698046,13887.515273
1.0080,0.847230,5308.453502,5206.087981,9371.805595
1.0100,0.877742,5306.955283,5201.859060,9364.224050
1.0120,1.400904,18509.603204,7744.304927,13941.149773
1.0140,0.667470,19145.603806,16434.294149,29582.396938
1.0160,1.195279,19155.108948,16451.076890,29613.133681
1.0180,1.204334,18532.843971,7803.678363,14047.825388
1.0200,0.994476,5373.730506,5272.342323,9491.210658
1.0220,1.503403,20580.966598,10042.534928,18078.066273
1.0240,0.769898,18801.933505,15900.856223,28622.311099
1.0260,1.291842,18882.098664,15988.397584,28780.407493
1.0280,0.562287,18875.554604,15989.502700,28781.667146
1.0300,0.378021,10817.356983,7497.286121,13495.493039
1.0320,1.145393,22696.005171,13032.844497,23460.265488
1.0340,0.921001,22719.894306,13061.397449,23511.436409
1.0360,0.951465,5659.167903,5604.960705,10089.880735
1.0380,1.483418,19611.640342,9434.075184,16982.818748
1.0400,0.730684,20681.786612,17925.427552,32266.500278
1.0420,1.275735,20690.922116,17939.949663,32293.185128
1.0440,0.529192,20683.544853,17937.648401,32288.296313
1.0460,0.412412,13318.193251,11022.220231,19840.408828
1.0480,0.882578,21788.638647,13282.703596,23909.749050
1.0500,0.915070,19977.234378,11450.367038,20611.575739
1.0520,0.700813,10012.090618,9913.739821,17845.432491
1.0540,1.450688,24538.740637,15332.225046,27599.455770
1.0560,0.496184,26052.266979,23090.131867,41562.733545
1.0580,1.252853,26062.146999,23106.792244,41593.478893
1.0600,1.030600,24569.109642,15377.976771,27681.388788
1.0620,1.032319,10057.606686,9957.972871,17925.383486
1.0640,0.832568,10066.740616,9968.925786,17944.898983
1.0660,1.334193,22571.982603,13314.278199,23967.034951
1.0680,0.626046,20726.855449,18046.972812,32485.177107
1.0700,1.134541,20734.765211,18060.337235,32509.741565
1.0720,0.442152,20731.930918,18061.116332,32510.451549
1.0740,0.953078,20741.940479,18077.345708,32540.175352
1.0760,0.977724,20854.933996,11625.415214,20926.725110
1.0780,0.741402,10169.088150,10161.362396,18291.193715
1.0800,0.753568,7947.960196,7926.332433,14268.151948
1.0820,1.280636,18733.638328,8006.406250,14412.811886
1.0840,0.544428,18846.337455,16111.490781,29001.227833
1.0860,1.082387,18852.186185,16121.783391,29020.292491
1.0880,0.352917,18847.721381,16120.218954,29016.747034
1.0900,0.901339,18855.986138,16133.822598,29041.782015
1.0920,0.911002,18758.383206,8069.196585,14525.464855
1.0940,0.686251,5916.250453,5869.009315,10564.903017
1.0960,1.226120,20544.696738,10730.945819,19316.928595
1.0980,0.554083,19887.399137,17466.171431,31439.662660
1.1000,0.286081,12821.953540,9896.604314,17814.173846
1.1020,1.081502,22814.509107,13047.618458,23486.794725
1.1040,0.112485,24573.409516,21704.512598,39068.235161
1.1060,0.913083,24580.952694,21717.569531,39092.538238
1.1080,0.666482,22838.726957,13085.706214,23554.937667
1.1100,0.701924,5785.244336,5686.050532,10235.592881
1.1120,1.217595,18562.398741,8344.668627,15021.621124
1.1140,0.510066,19224.996006,16787.759182,30218.476594
1.1160,0.270441,11868.196341,8516.578301,15330.111382
1.1180,0.832243,20682.990109,10549.435289,18989.815764
1.1200,0.099981,18867.808360,16204.225783,29167.706391
1.1220,0.673921,18875.179497,16216.692249,29190.719970
1.1240,0.674154,18787.135311,8224.651601,14805.047036
1.1260,0.557279,8133.625780,8114.647196,14606.922231
1.1280,1.233448,23979.907328,15848.219444,28528.028448
1.1300,0.415902,26220.714009,23912.234302,43042.437646
1.1320,0.302647,17388.675731,15982.235077,28768.325786
1.1340,0.884508,20928.875202,11891.024891,21404.729312
1.1360,0.853245,20939.818692,11895.835007,21413.356257
1.1380,0.663263,10384.761654,10378.125996,18681.290055
1.1400,1.167344,21923.555292,13751.823315,24754.449310
1.1420,0.487700,20907.238594,18909.510699,34037.606959
1.1440,0.976121,20912.960163,18919.047119,34055.260935
1.1460,0.351686,20911.354062,18918.946987,34054.456262
1.1480,0.801165,20919.377701,18931.496104,34077.494152
1.1500,0.821187,20110.822243,11957.325283,21524.006697
1.1520,0.594886,10409.171997,10312.407672,18562.928695
1.1540,0.400888,9986.695323,9972.423020,17950.762324
1.1560,1.131321,23284.641038,14622.390591,26321.434384
1.1580,0.260361,24958.352745,22393.089354,40307.821199
1.1600,0.950103,24963.138278,22400.565163,40321.967396
1.1620,0.296400,22091.029781,19638.093778,35348.865201
1.1640,0.773655,19258.169799,16913.046448,30444.257261
1.1660,0.787768,18599.440251,8584.236913,15452.414212
1.1680,0.551557,5985.940668,5890.570792,10603.578983
1.1700,0.352328,5284.134374,5280.960936,9506.082012
1.1720,0.886604,20581.239892,11028.178728,19851.608314
1.1740,0.207492,19258.032563,16929.424976,30473.172449
1.1760,0.715742,19262.184347,16937.405416,30488.045490
1.1780,0.158170,19259.259460,16936.445120,30485.759385
1.1800,0.559134,19265.681542,16946.856400,30504.900655
1.1820,0.227831,19195.088576,16804.443287,30248.225747
1.1840,0.426957,19203.316528,16817.613559,30272.131364
1.1860,0.448668,18608.624511,8662.772633,15593.439408
1.1880,0.243221,6049.658448,5954.476044,10718.300101
1.1900,0.256024,6049.301836,5951.555454,10713.055842
1.1920,0.809731,18594.414464,8669.107785,15605.203743
1.1940,0.128660,19270.968681,16971.934446,30549.610663
1.1960,0.645393,19276.892354,16981.206865,30566.817750
1.1980,0.155218,19272.897917,16977.914975,30560.402173
1.2000,0.495009,19281.008152,16990.199986,30582.854984
1.2020,0.494824,18616.466802,8716.364817,15689.951495
1.2040,0.306868,6098.684333,6003.989561,10807.488078
1.2060,0.088529,5412.194014,5408.802190,9735.932471
1.2080,0.871231,22813.433903,13728.290997,24711.795025
1.2100,0.139886,24977.712290,22481.813264,40467.403761
1.2120,0.711276,24983.191729,22490.923337,40484.373283
1.2140,0.283328,24978.694417,22486.023886,40475.126323
1.2160,0.564914,24986.378609,22498.281298,40497.471250
1.2180,0.325430,22837.077920,13767.223383,24781.327520
1.2200,0.377926,6317.375038,6276.706173,11298.449037
1.2220,0.918764,19835.946472,10276.383518,18498.409097
1.2240,0.223957,20922.643680,18487.377512,33277.503478
1.2260,0.247944,13835.196471,11497.938146,20696.536607
