trial_index,condition,ori_weight,use_6d_ik,avg_ee_speed,max_ee_speed,avg_pos_error,max_pos_error,avg_mix_angle_deg,max_mix_angle_deg,integrated_mix_score,sim_time_s
82,6d_ik,0.6530612244897959,1,0.3883064214232004,1.2976659507211863,0.07601084947674566,0.31108231194655794,8.555707046809435,37.50096055259259,23.973091145160037,5.301999999999638
83,6d_ik,0.673469387755102,1,0.3897468066267053,1.42409773581157,0.07604608024544304,0.3184794860258472,8.472582713773287,37.50096055259259,23.74017676399275,5.301999999999638
84,6d_ik,0.6938775510204082,1,0.3833159506363901,1.2976659507211863,0.07526916231129943,0.3138489341080293,8.120813251218896,37.50096055259259,22.754518729915347,5.301999999999638
85,6d_ik,0.7142857142857143,1,0.386784870355868,1.4066159534624227,0.07533711183127476,0.3143857097175604,7.617907671740092,37.50096055259259,21.345377296215737,5.301999999999638
86,6d_ik,0.7346938775510204,1,0.380095730179233,1.2976659507211863,0.07490349101655437,0.30712796640417306,7.756771535499449,37.50096055259259,21.734473842469455,5.301999999999638
87,6d_ik,0.7551020408163265,1,0.3881091230667987,1.3512211465880117,0.07629986551743882,0.32288075796864973,7.6207742053373035,37.50096055259259,21.353409323355127,5.301999999999638
88,6d_ik,0.7755102040816326,1,0.3779732900334932,1.2976659507211863,0.07458135898612288,0.2972599342563501,7.12679216178016,37.50096055259259,19.969271637308008,5.301999999999638
89,6d_ik,0.7959183673469388,1,0.38211589775916444,1.2976659507211863,0.07473488609338014,0.29878485942865673,6.946684103113849,37.50096055259259,19.464608856925008,5.301999999999638
90,6d_ik,0.8163265306122449,1,0.38297917258160025,1.2976659507211863,0.07511928233180426,0.31184427505013906,6.881734432765557,37.50096055259259,19.28261988060909,5.301999999999638
91,6d_ik,0.8367346938775511,1,0.38594943803419746,1.4241547291556098,0.0733831746567436,0.30274433831861114,6.954107898667095,37.50096055259259,19.4854103320652,5.301999999999638
92,6d_ik,0.8571428571428571,1,0.37869232921302104,1.2976659507211863,0.07459021716308165,0.3005522745060648,6.475376302285201,37.50096055259259,18.144004399003133,5.301999999999638
93,6d_ik,0.8775510204081632,1,0.40491405749573595,1.341784113866227,0.07688159871814775,0.3098397325467012,6.4520412187624405,37.50096055259259,18.078619494972358,5.301999999999638
94,6d_ik,0.8979591836734694,1,0.38318963813040086,1.2976659507211863,0.07579958073050062,0.3180364860435327,6.373439757428032,37.50096055259259,17.858378200313346,5.301999999999638
95,6d_ik,0.9183673469387755,1,0.3870057035536087,1.3623209134743226,0.07505043475076677,0.3052256110670629,6.372850513364577,37.50096055259259,17.856727138447546,5.301999999999638
96,6d_ik,0.9387755102040817,1,0.3860058266361824,1.2976659507211863,0.07547415318152317,0.31052505744161224,6.406244948399119,37.50096055259259,17.950298345414332,5.301999999999638
97,6d_ik,0.9591836734693877,1,0.3835569832337276,1.3630893832104543,0.07542741044537922,0.30527920372927037,6.023633914405751,37.50096055259259,16.878222228164915,5.301999999999638
98,6d_ik,0.9795918367346939,1,0.38827317577691906,1.2976659507211863,0.07531044516118769,0.3084664351042898,5.900495409134233,37.50096055259259,16.53318813639412,5.301999999999638
99,6d_ik,1.0,1,0.3861571624939626,1.2976659507211863,0.0762834879595162,0.318160276782363,5.867736133624106,37.50096055259259,16.441396646414745,5.301999999999638
