trial_index,condition,liquid_tau,use_wrist_pid,avg_ee_speed,max_ee_speed,avg_pos_error,max_pos_error,avg_tube_tilt_error_deg,max_tube_tilt_error_deg,avg_mix_angle_deg,max_mix_angle_deg,integrated_mix_score,sim_time_s
0,no_pid,0.0,0,0.3726135668660266,1.2976659507211863,0.0781372166052293,0.324587732771217,32.59252824954839,56.01876734597177,32.59252824954839,56.01876734597177,172.80558477910557,5.301999999999638
1,no_pid,0.04081632653061224,0,0.3726135668660266,1.2976659507211863,0.0781372166052293,0.324587732771217,32.24641864732509,46.395614068648996,32.24641864732509,46.395614068648996,170.97051166811767,5.301999999999638
2,no_pid,0.08163265306122448,0,0.3726135668660266,1.2976659507211863,0.0781372166052293,0.324587732771217,32.168811087383986,45.62214628338375,32.168811087383986,45.62214628338375,170.55903638530992,5.301999999999638
3,no_pid,0.12244897959183673,0,0.3726135668660266,1.2976659507211863,0.0781372166052293,0.324587732771217,32.13443031189888,45.2619710860645,32.13443031189888,45.2619710860645,170.37674951368788,5.301999999999638
4,no_pid,0.16326530612244897,0,0.3726135668660266,1.2976659507211863,0.0781372166052293,0.324587732771217,32.122337907314424,45.021452330411975,32.122337907314424,45.021452330411975,170.31263558458107,5.301999999999638
5,no_pid,0.20408163265306123,0,0.3726135668660266,1.2976659507211863,0.0781372166052293,0.324587732771217,32.120927832090445,44.855070621765535,32.120927832090445,44.855070621765535,170.30515936574355,5.301999999999638
6,no_pid,0.24489795918367346,0,0.3726135668660266,1.2976659507211863,0.0781372166052293,0.324587732771217,32.12433967096787,44.7357955162017,32.12433967096787,44.7357955162017,170.32324893547164,5.301999999999638
7,no_pid,0.2857142857142857,0,0.3726135668660266,1.2976659507211863,0.0781372166052293,0.324587732771217,32.12972102192348,44.64844809233565,32.12972102192348,44.64844809233565,170.3517808582383,5.301999999999638
8,no_pid,0.32653061224489793,0,0.3726135668660266,1.2976659507211863,0.0781372166052293,0.324587732771217,32.1357134821747,44.582634910372704,32.1357134821747,44.582634910372704,170.38355288249028,5.301999999999638
9,no_pid,0.3673469387755102,0,0.3726135668660266,1.2976659507211863,0.0781372166052293,0.324587732771217,32.14169192977819,44.53602022390363,32.14169192977819,44.53602022390363,170.41525061168397,5.301999999999638
10,no_pid,0.40816326530612246,0,0.3726135668660266,1.2976659507211863,0.0781372166052293,0.324587732771217,32.14738968001454,44.49896314522762,32.14738968001454,44.49896314522762,170.4454600834371,5.301999999999638
11,no_pid,0.4489795918367347,0,0.3726135668660266,1.2976659507211863,0.0781372166052293,0.324587732771217,32.15271367399264,44.46832905176998,32.15271367399264,44.46832905176998,170.473687899509,5.301999999999638
12,no_pid,0.4897959183673469,0,0.3726135668660266,1.2976659507211863,0.0781372166052293,0.324587732771217,32.157652878575114,44.44219037578873,32.157652878575114,44.44219037578873,170.49987556220526,5.301999999999638
13,no_pid,0.5306122448979592,0,0.3726135668660266,1.2976659507211863,0.0781372166052293,0.324587732771217,32.16223266831863,44.41928162092476,32.16223266831863,44.41928162092476,170.5241576074254,5.301999999999638
14,no_pid,0.5714285714285714,0,0.3726135668660266,1.2976659507211863,0.0781372166052293,0.324587732771217,32.166492129421314,44.39876278209982,32.166492129421314,44.39876278209982,170.5467412701918,5.301999999999638
15,no_pid,0.6122448979591837,0,0.3726135668660266,1.2976659507211863,0.0781372166052293,0.324587732771217,32.17047294324516,44.39573095664763,32.17047294324516,44.39573095664763,170.56784754508584,5.301999999999638
16,no_pid,0.6530612244897959,0,0.3726135668660266,1.2976659507211863,0.0781372166052293,0.324587732771217,32.17421419456533,44.40106229882525,32.17421419456533,44.40106229882525,170.5876836595854,5.301999999999638
17,no_pid,0.6938775510204082,0,0.3726135668660266,1.2976659507211863,0.0781372166052293,0.324587732771217,32.177750231512114,44.40521225551355,32.177750231512114,44.40521225551355,170.60643172747723,5.301999999999638
18,no_pid,0.7346938775510204,0,0.3726135668660266,1.2976659507211863,0.0781372166052293,0.324587732771217,32.18111008593156,44.40834679360788,32.18111008593156,44.40834679360788,170.62424567560913,5.301999999999638
19,no_pid,0.7755102040816326,0,0.3726135668660266,1.2976659507211863,0.0781372166052293,0.324587732771217,32.18431766501728,44.41061885171007,32.18431766501728,44.41061885171007,170.64125225992163,5.301999999999638
20,no_pid,0.8163265306122449,0,0.3726135668660266,1.2976659507211863,0.0781372166052293,0.324587732771217,32.18739229168727,44.41216706065408,32.18739229168727,44.41216706065408,170.6575539305259,5.301999999999638
21,no_pid,0.8571428571428571,0,0.3726135668660266,1.2976659507211863,0.0781372166052293,0.324587732771217,32.19034936790936,44.41311530031354,32.19034936790936,44.41311530031354,170.67323234865543,5.301999999999638
22,no_pid,0.8979591836734694,0,0.3726135668660266,1.2976659507211863,0.0781372166052293,0.324587732771217,32.19320104314998,44.41357289376928,32.19320104314998,44.41357289376928,170.6883519307812,5.301999999999638
23,no_pid,0.9387755102040817,0,0.3726135668660266,1.2976659507211863,0.0781372166052293,0.324587732771217,32.195956830181935,44.41363525348288,32.195956830181935,44.41363525348288,170.70296311362463,5.301999999999638
24,no_pid,0.9795918367346939,0,0.3726135668660266,1.2976659507211863,0.0781372166052293,0.324587732771217,32.19862414391215,44.413384821911166,32.19862414391215,44.413384821911166,170.7171052110222,5.301999999999638
25,no_pid,1.0204081632653061,0,0.3726135668660266,1.2976659507211863,0.0781372166052293,0.324587732771217,32.201208757169304,44.412892180863814,32.201208757169304,44.412892180863814,170.73080883051165,5.301999999999638
26,no_pid,1.0612244897959184,0,0.3726135668660266,1.2976659507211863,0.0781372166052293,0.324587732771217,32.2037151769497,44.41221723445335,32.2037151769497,44.41221723445335,170.7440978681873,5.301999999999638
27,no_pid,1.1020408163265305,0,0.3726135668660266,1.2976659507211863,0.0781372166052293,0.324587732771217,32.20614694915365,44.4114103971272,32.20614694915365,44.4114103971272,170.75699112441262,5.301999999999638
28,no_pid,1.1428571428571428,0,0.3726135668660266,1.2976659507211863,0.0781372166052293,0.324587732771217,32.208506901524714,44.41051374009741,32.208506901524714,44.41051374009741,170.76950359188405,5.301999999999638
29,no_pid,1.183673469387755,0,0.3726135668660266,1.2976659507211863,0.0781372166052293,0.324587732771217,32.210797334617304,44.40956206653407,32.210797334617304,44.40956206653407,170.78164746814093,5.301999999999638
30,no_pid,1.2244897959183674,0,0.3726135668660266,1.2976659507211863,0.0781372166052293,0.324587732771217,32.21302016992513,44.408583898683325,32.21302016992513,44.408583898683325,170.79343294094306,5.301999999999638
31,no_pid,1.2653061224489797,0,0.3726135668660266,1.2976659507211863,0.0781372166052293,0.324587732771217,32.21517706325222,44.40760236931366,32.21517706325222,44.40760236931366,170.80486878936327,5.301999999999638
32,no_pid,1.3061224489795917,0,0.3726135668660266,1.2976659507211863,0.0781372166052293,0.324587732771217,32.21726949025036,44.406636016309754,32.21726949025036,44.406636016309754,170.8159628373074,5.301999999999638
33,no_pid,1.346938775510204,0,0.3726135668660266,1.2976659507211863,0.0781372166052293,0.324587732771217,32.219298809922506,44.40569948347691,32.219298809922506,44.40569948347691,170.82672229020915,5.301999999999638
34,no_pid,1.3877551020408163,0,0.3726135668660266,1.2976659507211863,0.0781372166052293,0.324587732771217,32.221266310867655,44.40480413325041,32.221266310867655,44.40480413325041,170.83715398022034,5.301999999999638
35,no_pid,1.4285714285714286,0,0.3726135668660266,1.2976659507211863,0.0781372166052293,0.324587732771217,32.223173244147205,44.40395857846969,32.223173244147205,44.40395857846969,170.8472645404685,5.301999999999638
36,no_pid,1.469387755102041,0,0.3726135668660266,1.2976659507211863,0.0781372166052293,0.324587732771217,32.225020845890874,44.40316914102672,32.225020845890874,44.40316914102672,170.85706052491344,5.301999999999638
37,no_pid,1.510204081632653,0,0.3726135668660266,1.2976659507211863,0.0781372166052293,0.324587732771217,32.22681035212423,44.40244024529568,32.22681035212423,44.40244024529568,170.8665484869627,5.301999999999638
38,no_pid,1.5510204081632653,0,0.3726135668660266,1.2976659507211863,0.0781372166052293,0.324587732771217,32.22854300777669,44.40177475399363,32.22854300777669,44.40177475399363,170.87573502723203,5.301999999999638
39,no_pid,1.5918367346938775,0,0.3726135668660266,1.2976659507211863,0.0781372166052293,0.324587732771217,32.230220071403664,44.40117425364492,32.230220071403664,44.40117425364492,170.88462681858223,5.301999999999638
40,no_pid,1.6326530612244898,0,0.3726135668660266,1.2976659507211863,0.0781372166052293,0.324587732771217,32.23184281681397,44.40063929623187,32.23184281681397,44.40063929623187,170.8932306147477,5.301999999999638
41,no_pid,1.6734693877551021,0,0.3726135668660266,1.2976659507211863,0.0781372166052293,0.324587732771217,32.23341253252005,44.40016960297053,32.23341253252005,44.40016960297053,170.90155324742128,5.301999999999638
42,no_pid,1.7142857142857142,0,0.3726135668660266,1.2976659507211863,0.0781372166052293,0.324587732771217,32.234930519711256,44.399764235505074,32.234930519711256,44.399764235505074,170.90960161550908,5.301999999999638
43,no_pid,1.7551020408163265,0,0.3726135668660266,1.2976659507211863,0.0781372166052293,0.324587732771217,32.236398089279675,44.39942173919042,32.236398089279675,44.39942173919042,170.91738266936085,5.301999999999638
44,no_pid,1.7959183673469388,0,0.3726135668660266,1.2976659507211863,0.0781372166052293,0.324587732771217,32.23781655829339,44.39914026255096,32.23781655829339,44.39914026255096,170.92490339207154,5.301999999999638
45,no_pid,1.836734693877551,0,0.3726135668660266,1.2976659507211863,0.0781372166052293,0.324587732771217,32.239187246208296,44.398917656470495,32.239187246208296,44.398917656470495,170.9321707793964,5.301999999999638
46,no_pid,1.8775510204081634,0,0.3726135668660266,1.2976659507211863,0.0781372166052293,0.324587732771217,32.2405114710283,44.3987515561885,32.2405114710283,44.3987515561885,170.93919181939202,5.301999999999638
